ea_id,com_ci0b,com_ci01,com_ci0b_oth,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
30110504,Forest,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30110504,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30110504,Water Body: Specify,Yes,LAKE,NO,YES,YES,YES,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,Use the threat of physical punishment,,,,Fully Effective,NO,,,NO,
30111505,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30111505,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30111505,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30111505,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30111505,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30114506,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30114506,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30114506,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30114506,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30114506,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120507,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120507,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120507,Water Body: Specify,Yes,RIVER,YES,YES,YES,YES,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,YES,OTHER (SPECIFY),No. fishing,NO,
30120507,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120507,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121508,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121508,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121508,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121508,Water Body: Specify,Yes,LAKE,YES,YES,NO,YES,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
30121508,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201509,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201509,Forest,Yes,,YES,YES,YES,NO,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Time restrictions,,Limitations on number of users at a given time,,Rotation among groups of families,,Use threat of fine,,Confiscation of tools/products,,Use the threat of physical punishment,,Fully Effective,NO,,,NO,
30201509,Unallocated Arable Land,Yes,,YES,NO,NO,YES,NO,,,,,,,Time restrictions,,Rotation among groups of families,,Limitations on number of users at a given time,,Confiscation of tools/products,,Social sanctions,,Use threat of fine,,Somewhat Effective,NO,,,NO,
30201509,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201509,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201510,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201510,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201510,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201510,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201510,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201511,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201511,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201511,Forest,Yes,,YES,YES,YES,NO,YES,Use the threat of Fine,,Use guards,,,,Limitations on number of users at a given time,,Rotation among groups of families,,Time restrictions,,Use threat of fine,,Confiscation of tools/products,,Use the threat of physical punishment,,Somewhat Effective,NO,,,NO,
30201511,Pasture,Yes,,YES,YES,YES,YES,NO,,,,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Social sanctions,,,,Not Effective,NO,,,NO,
30201511,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202512,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202512,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202512,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202512,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202512,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203513,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203513,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203513,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203513,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203513,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204514,Forest,Yes,,YES,YES,NO,YES,YES,Use guards,BUYATICKET,Other (Specify),BUYATICKET,,,Other (Specify),FEWGUARDS,,,,,Use threat of fine,,,,,,Somewhat Effective,YES,CONVERT INTO FOREST RESERVE,,NO,
30204514,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204514,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204514,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204514,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205515,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205515,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205515,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205515,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205515,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206516,Pasture,Yes,,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30206516,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206516,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206516,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206516,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206517,Unallocated Arable Land,Yes,,YES,YES,NO,YES,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
30206517,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206517,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206517,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Use the threat of physical punishment,,Confiscation of tools/products,,Somewhat Effective,NO,,,NO,
30206517,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207518,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207518,Forest,Yes,,NO,YES,NO,YES,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
30207518,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207518,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207518,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208519,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208519,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208519,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208519,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208519,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209520,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209520,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209520,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209520,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209520,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209521,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209521,Forest,Yes,,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30209521,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209521,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209521,Pasture,Yes,,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30210522,Unallocated Arable Land,Yes,,YES,YES,YES,NO,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Not Effective,NO,,,NO,
30210522,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30210522,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
30210522,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30210522,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30210523,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30210523,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30210523,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30210523,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30210523,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211524,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211524,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211524,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211524,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211524,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211525,Pasture,Yes,,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30211525,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211525,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211525,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211525,Water Body: Specify,Yes,WATERBODIES,YES,YES,NO,YES,YES,Use the threat of Physical punishment,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30212526,Unallocated Arable Land,Yes,,YES,NO,NO,YES,YES,Use the threat of Fine,,,,,,Rotation among groups of families,,,,,,Taking away [RESOURCE] use rights,,,,,,Somewhat Effective,NO,,,NO,
30212526,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212526,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212526,Water Body: Specify,Yes,WATER ASSOCIATION,NO,YES,NO,NO,NO,,,,,,,Time restrictions,,,,,,Social sanctions,,,,,,Not Effective,NO,,,NO,
30212526,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212527,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212527,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212527,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212527,Water Body: Specify,Yes,LAKE,YES,YES,YES,YES,NO,,,,,,,Other (Specify),SPECIFICINSTRUMENTSFORCATCHINGFISH,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
30212527,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30214528,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30214528,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30214528,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30214528,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30214528,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216529,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216529,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216529,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216529,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216529,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30221530,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30221530,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30221530,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30221530,Water Body: Specify,Yes,RIVER,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30221530,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301531,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30301531,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301531,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301531,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301531,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302532,Water Body: Specify,Yes,LAKE,YES,YES,NO,YES,YES,Use the threat of Fine,,Use guards,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
30302532,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302532,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302532,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302532,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302533,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302533,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302533,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302533,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302533,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302534,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302534,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302534,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302534,Unallocated Arable Land,Yes,,YES,YES,NO,NO,NO,,,,,,,Rotation among groups of families,,Time restrictions,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30302534,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302535,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302535,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302535,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,Rotation among groups of families,,,,Social sanctions,,Use threat of fine,,,,Somewhat Effective,NO,,,NO,
30302535,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Social sanctions,,,,Somewhat Effective,NO,,,NO,
30302535,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302536,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302536,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302536,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302536,Forest,Yes,,YES,YES,NO,YES,YES,Use guards,,Use the threat of Fine,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,Social sanctions,,Fully Effective,NO,,,NO,
30302536,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304537,Unallocated Arable Land,Yes,,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,Limitations on number of users at a given time,,Rotation among groups of families,,Use threat of fine,,Social sanctions,,,,Somewhat Effective,NO,,,NO,
30304537,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304537,Forest,Yes,,YES,NO,NO,NO,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,Time restrictions,,Limitations on number of users at a given time,,Rotation among groups of families,,Use threat of fine,,Social sanctions,,,,Somewhat Effective,NO,,,NO,
30304537,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304537,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304538,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304538,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304538,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304538,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304538,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305539,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305539,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305539,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305539,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305539,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305540,Forest,Yes,,YES,NO,NO,YES,YES,Use the threat of Fine,,,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,,,Not Effective,NO,,,NO,
30305540,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305540,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305540,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305540,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306541,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306541,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306541,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306541,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306541,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306542,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306542,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306542,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306542,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306542,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307543,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307543,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30307543,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307543,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307543,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307544,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307544,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Limitations on number of users at a given time,,Time restrictions,,Rotation among groups of families,,Social sanctions,,,,,,Somewhat Effective,NO,,,NO,
30307544,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30307544,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307544,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307545,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307545,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307545,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Rotation among groups of families,,Time restrictions,,,,Use threat of fine,,Use the threat of physical punishment,,,,Fully Effective,NO,,,NO,
30307545,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30307545,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307546,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307546,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307546,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307546,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307546,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307547,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307547,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307547,Forest,Yes,,YES,YES,YES,NO,NO,,,,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Social sanctions,,,,Somewhat Effective,NO,,,NO,
30307547,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307547,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30308548,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30308548,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30308548,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30308548,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30308548,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30309549,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30309549,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30309549,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30309549,Unallocated Arable Land,Yes,,YES,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
30309549,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30309550,Pasture,Yes,,YES,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30309550,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30309550,Forest,Yes,,YES,NO,YES,NO,YES,Use guards,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Confiscation of tools/products,,Use the threat of religious sanctions,,Fully Effective,NO,,,NO,
30309550,Unallocated Arable Land,Yes,,YES,YES,YES,NO,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Confiscation of tools/products,,Use the threat of religious sanctions,,Somewhat Effective,NO,,,NO,
30309550,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311551,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311551,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311551,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311551,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311551,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311552,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311552,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311552,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311552,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311552,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401553,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401553,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401553,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401553,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401553,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401554,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401554,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401554,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401554,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401554,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Use the threat of physical punishment,,,,Fully Effective,NO,,,NO,
30401555,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401555,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401555,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401555,Water Body: Specify,Yes,RIVER,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30401555,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401556,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401556,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401556,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
