case_id,HHID,ag_l0c,ag_l0c_oth,ag_l0a,ag_l01a,ag_l01b,ag_l01b_oth,ag_l02,ag_l03,ag_l04,ag_l06a,ag_l06b,ag_l07a,ag_l07b,ag_l07b_oth,ag_l08,ag_l08_oth,ag_l09,ag_l10,ag_l11,ag_l12,ag_l13,ag_l14a,ag_l14b,ag_l37,ag_l38a,ag_l38b,ag_l38b_oth,ag_l39a,ag_l39b,ag_l40,ag_l41,ag_l42a,ag_l42b,ag_l42b_oth,ag_l43,ag_l44a,ag_l44b,ag_l44b_oth
203052990023,737af4b95cc147798ab0ad2f1722aeb4,OTHER PESTICIDE/HERBICIDE (SPECIFY),DYCID,NO,5,LITER,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,5,LITER,,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
105021940027,73822f05919d4b6cbb4b7522efbc4736,Organic Fertilizer,,YES,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,100,KILOGRAM,,3,.a,0,NO,,,,NO,,,
105021940027,73822f05919d4b6cbb4b7522efbc4736,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,10,KILOGRAM,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
105021940027,73822f05919d4b6cbb4b7522efbc4736,INSECTICIDE,,NO,10,LITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,10,LITER,,4,.a,0,NO,0,,,,,,
204053180114,739e6f009f434e2688ba290eceab6853,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053180114,739e6f009f434e2688ba290eceab6853,UREA,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,5,KILOGRAM,,Bicycle Taxi,,500,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
203032920229,73a106523b3943fa9ba2e4b5e80fb4dd,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203032920229,73a106523b3943fa9ba2e4b5e80fb4dd,23:21:0+4S/CHITOWE,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,50,KILOGRAM,,Own Bicycle or Oxcart,,0,19500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
203032920229,73a106523b3943fa9ba2e4b5e80fb4dd,INSECTICIDE,,NO,125,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,125,MILLILITER,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,NO,0,,,5,.a,0,NO,0,,,,,,
207063990196,73bd6ed9d6b74700ba1f0fef26f83cc2,Organic Fertilizer,,YES,3,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,1,OX CART,,1,.a,0,NO,,,,YES,2,OX CART,
207063990196,73bd6ed9d6b74700ba1f0fef26f83cc2,HERBICIDE,,NO,10,LITER,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,10,LITER,,On Foot,,0,1800,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
306026090111,73cbe609798c4f299ba633233cab1e4b,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306026090111,73cbe609798c4f299ba633233cab1e4b,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,1,10 KG BAG,,On Foot,,0,4500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
306026090111,73cbe609798c4f299ba633233cab1e4b,CAN,,NO,7,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,7,KILOGRAM,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
306026090111,73cbe609798c4f299ba633233cab1e4b,INSECTICIDE,,NO,200,LITER,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,600,MILLILITER,,On Foot,,0,11000,"Paid in full, with own-savings",,,,,NO,0,,,.a,.a,0,NO,0,,,,,,
208014110048,73f8a15caa4445238c2139c307906221,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014110048,73f8a15caa4445238c2139c307906221,23:21:0+4S/CHITOWE,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,5,KILOGRAM,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
208014110048,73f8a15caa4445238c2139c307906221,CAN,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,0,,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207013870024,74410dda9f5340929d2212d82b95928a,Organic Fertilizer,,YES,1,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,1,OX CART,
207013870024,74410dda9f5340929d2212d82b95928a,23:21:0+4S/CHITOWE,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,5,KILOGRAM,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207013870024,74410dda9f5340929d2212d82b95928a,UREA,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,5,KILOGRAM,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
306016020114,7458230d882740c98fd5ba7995bcf181,Organic Fertilizer,,YES,250,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,250,KILOGRAM,
306016020114,7458230d882740c98fd5ba7995bcf181,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,25,KILOGRAM,,Own Bicycle or Oxcart,,0,10750,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
306016020114,7458230d882740c98fd5ba7995bcf181,UREA,,NO,15,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,15,KILOGRAM,,Own Bicycle or Oxcart,,0,7500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
306016020114,7458230d882740c98fd5ba7995bcf181,INSECTICIDE,,NO,500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,500,GRAM,,Own Bicycle or Oxcart,,0,3200,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
303115510228,7472d34576fa4c1ea789e2733ac81ce1,Organic Fertilizer,,YES,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,100,KILOGRAM,,2,.a,0,NO,,,,NO,,,
303115510228,7472d34576fa4c1ea789e2733ac81ce1,23:21:0+4S/CHITOWE,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,50,KILOGRAM,,On Foot,,0,21000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
303115510228,7472d34576fa4c1ea789e2733ac81ce1,UREA,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,50,KILOGRAM,,On Foot,,0,18600,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
309046770061,7483adc650954bacb312be0f56f718a8,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850060,74995085622b40aebf88f2849cffee3b,Organic Fertilizer,,YES,6,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,6,OX CART,
207013850060,74995085622b40aebf88f2849cffee3b,23:21:0+4S/CHITOWE,,NO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,100,KILOGRAM,,Own Bicycle or Oxcart,,0,43000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207013850060,74995085622b40aebf88f2849cffee3b,CAN,,NO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,100,KILOGRAM,,Own Bicycle or Oxcart,,0,37000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
308056580019,74c8bfaf3a784976b1f0a501a7b33c75,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207043940348,74d8d113e7b34251aaadc9645132c407,Organic Fertilizer,,YES,3,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,3,OX CART,
207043940348,74d8d113e7b34251aaadc9645132c407,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,25,KILOGRAM,,Bicycle Taxi,,0,12500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207043940348,74d8d113e7b34251aaadc9645132c407,UREA,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,25,KILOGRAM,,Own Bicycle or Oxcart,,0,12300,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
204033120140,74dc9bde509a4390a4d123cfb5a9215e,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011730202,74ee239e031a4bf3932eba77bbe05473,Organic Fertilizer,,YES,0,,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,NO,,,
104011730202,74ee239e031a4bf3932eba77bbe05473,23:21:0+4S/CHITOWE,,NO,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
104011730202,74ee239e031a4bf3932eba77bbe05473,INSECTICIDE,,NO,10,LITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,0,,,5,.a,0,NO,0,,,,,,
308016450271,74f3f821d2f54a57b0fd747f010fab89,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307066260196,7509889ecc5c4466a76cf7c192259a4e,Organic Fertilizer,,YES,10,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,10,50 KG BAG,
307066260196,7509889ecc5c4466a76cf7c192259a4e,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,7,.a,25,KILOGRAM,,Bicycle Taxi,,500,11500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
307066260196,7509889ecc5c4466a76cf7c192259a4e,INSECTICIDE,,NO,500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,8,.a,500,GRAM,,On Foot,,0,1700,"Paid in full, with own-savings",,,,,NO,0,,,.a,.a,0,NO,0,,,,,,
203032890069,75735bc14b18414685404500be1710d9,Organic Fertilizer,,YES,150,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,150,KILOGRAM,
203032890069,75735bc14b18414685404500be1710d9,23:21:0+4S/CHITOWE,,NO,30,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,30,KILOGRAM,,Bicycle Taxi,,600,7200,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
203032890069,75735bc14b18414685404500be1710d9,INSECTICIDE,,NO,300,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,300,MILLILITER,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
209084420117,7592fa9d42d146038bfc29c000ebb91c,Organic Fertilizer,,YES,1,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,1,OX CART,,1,.a,0,NO,,,,NO,,,
209084420117,7592fa9d42d146038bfc29c000ebb91c,23:21:0+4S/CHITOWE,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,5,KILOGRAM,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
209084420117,7592fa9d42d146038bfc29c000ebb91c,HERBICIDE,,NO,10,LITER,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,10,LITER,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,0,,,2,.a,0,NO,0,,,,,,
307106340091,75fa6c14a2bb4310885e1e2c6345cae1,Organic Fertilizer,,YES,1,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",NO,YES,6,.a,1,50 KG BAG,,Truck / Bus/ Minibus,,1000,800,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,NO,,,
307106340091,75fa6c14a2bb4310885e1e2c6345cae1,23:21:0+4S/CHITOWE,,NO,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,4,KILOGRAM,,On Foot,,0,2250,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
107412310157,75ffc75731934bb4bf0c3555ca6c1024,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306015980161,768013a6c0d5487f9ad5e27f334eb230,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306016000140,76a58fc1e4944c2a9333fd3422445237,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306016000140,76a58fc1e4944c2a9333fd3422445237,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,25,KILOGRAM,,Own Bicycle or Oxcart,,0,12500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
306016000140,76a58fc1e4944c2a9333fd3422445237,UREA,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,5,KILOGRAM,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
306016000140,76a58fc1e4944c2a9333fd3422445237,INSECTICIDE,,NO,40,LITER,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,40,LITER,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
313017580011,76d7000a616343a789c893ee39f6ef20,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313017580011,76d7000a616343a789c893ee39f6ef20,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,10,KILOGRAM,,On Foot,,0,6000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
313017580011,76d7000a616343a789c893ee39f6ef20,UREA,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,10,KILOGRAM,,On Foot,,0,6000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
307106330211,76f8b8c3595b44fbbdc67e43b4f7253b,Organic Fertilizer,,YES,200,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,200,KILOGRAM,,Bicycle Taxi,,2000,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,NO,,,
307106330211,76f8b8c3595b44fbbdc67e43b4f7253b,23:21:0+4S/CHITOWE,,NO,28,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,28,KILOGRAM,,On Foot,,0,14000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
307106330211,76f8b8c3595b44fbbdc67e43b4f7253b,INSECTICIDE,,NO,2,LITER,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,2,LITER,,On Foot,,0,8000,"Paid in full, with own-savings",,,,,NO,0,,,.a,.a,0,NO,0,,,,,,
312097510103,770662cdf69745989b22b25e1ae80f34,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207053970054,776c1e4e201d499e9e892e1da40baac4,Organic Fertilizer,,YES,3,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,3,OX CART,
207053970054,776c1e4e201d499e9e892e1da40baac4,23:21:0+4S/CHITOWE,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,5,KILOGRAM,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207053970054,776c1e4e201d499e9e892e1da40baac4,INSECTICIDE,,NO,4,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,4,MILLILITER,,Own Bicycle or Oxcart,,0,2800,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
310016900018,77728b9eb3b1441ea1deef370490c912,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310016900018,77728b9eb3b1441ea1deef370490c912,HERBICIDE,,NO,500,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,500,MILLILITER,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,.a,,,,,,
207053970103,77b3f5e0aff9490e8a2af331b96c430e,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306036140052,77d4382d108d48128fca69042280c7f9,Organic Fertilizer,,YES,150,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,150,KILOGRAM,
306036140052,77d4382d108d48128fca69042280c7f9,23:21:0+4S/CHITOWE,,NO,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,YES,3,KILOGRAM,,,,,
306036140052,77d4382d108d48128fca69042280c7f9,INSECTICIDE,,NO,16,LITER,,"YES, THE FIGURES MATCHED",NO,YES,8,.a,16,LITER,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
310067020137,7836d3d11c134003bbc4a61c943b87aa,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310067020137,7836d3d11c134003bbc4a61c943b87aa,INSECTICIDE,,NO,300,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,300,MILLILITER,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,0,,,3,.a,0,NO,0,,,,,,
307096320238,7838e57251b54385931779cb1cdcccd6,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307096320238,7838e57251b54385931779cb1cdcccd6,23:21:0+4S/CHITOWE,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,50,KILOGRAM,,Motorcycle,,500,23000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
307096320238,7838e57251b54385931779cb1cdcccd6,INSECTICIDE,,NO,48,LITER,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,48,LITER,,On Foot,,0,4000,"Paid in full, with own-savings",,,,,NO,0,,,4,.a,0,NO,0,,,,,,
307046220069,78570df6744c44efb6d338cf7263db40,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307046220069,78570df6744c44efb6d338cf7263db40,UREA,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,2,KILOGRAM,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
105062040017,787173731e23472891d32f1579040aff,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,23:21:0+4S/CHITOWE,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,CAN,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,INSECTICIDE,,NO,140,LITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,0,,,.a,.a,0,NO,0,,,,,,
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,FUNGICIDE,,NO,140,LITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,0,,,.a,.a,0,NO,0,,,,,,
203032890084,788d65d1663e4642a588540ee1d845f8,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203032890084,788d65d1663e4642a588540ee1d845f8,23:21:0+4S/CHITOWE,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,50,KILOGRAM,,Bicycle Taxi,,1000,21000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
203032890084,788d65d1663e4642a588540ee1d845f8,CAN,,NO,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,20,KILOGRAM,,On Foot,,0,10000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
203032890084,788d65d1663e4642a588540ee1d845f8,INSECTICIDE,,NO,10,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,10,MILLILITER,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
103041540194,789e0c9e34634b5e994240f549bf2e57,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308046530248,78a0852c052448d2a7b95bc66d8c1502,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105072050084,78ac0831a8174f77aff375125c6ddf8b,Organic Fertilizer,,YES,30,BUCKET,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,25,BUCKET,,4,.a,0,NO,,,,YES,5,BUCKET,
105072050084,78ac0831a8174f77aff375125c6ddf8b,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,10,KILOGRAM,,Bicycle Taxi,,250,7500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
105072050084,78ac0831a8174f77aff375125c6ddf8b,UREA,,NO,15,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,15,KILOGRAM,,Bicycle Taxi,,250,10000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
210744690058,78bd0712446640df9ff7c96f79593b0a,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210744690058,78bd0712446640df9ff7c96f79593b0a,UREA,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206053600062,78d3945da9284c9f842744d73cc49cd4,Organic Fertilizer,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202062740391,78d66a9758154798be2691088b4d8417,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205073410010,7931437c79fe4ccab549436582324e81,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205073410010,7931437c79fe4ccab549436582324e81,23:21:0+4S/CHITOWE,,NO,7,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,7,KILOGRAM,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
205073410010,7931437c79fe4ccab549436582324e81,UREA,,NO,7,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,7,KILOGRAM,,Own Bicycle or Oxcart,,0,3150,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
205073410010,7931437c79fe4ccab549436582324e81,INSECTICIDE,,NO,200,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,200,MILLILITER,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
205073410010,7931437c79fe4ccab549436582324e81,FUMIGANT,,NO,60,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,60,GRAM,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
209034330025,797538ba74c344c69e949e9cccb94dc0,Organic Fertilizer,,YES,150,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,150,KILOGRAM,
209034330025,797538ba74c344c69e949e9cccb94dc0,UREA,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,50,KILOGRAM,,Truck / Bus/ Minibus,,1000,23000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
208014100102,799aa1323db54499ba1997f6e87b77aa,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014100102,799aa1323db54499ba1997f6e87b77aa,23:21:0+4S/CHITOWE,,NO,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,16,.a,20,KILOGRAM,,On Foot,,0,10000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
208014100102,799aa1323db54499ba1997f6e87b77aa,UREA,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,16,.a,10,KILOGRAM,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
208014100102,799aa1323db54499ba1997f6e87b77aa,INSECTICIDE,,NO,1,LITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,0,,,17,.a,0,YES,1,LITER,,,,,
313027590082,79b87330fb214b739683711939f7d7c7,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301064970169,79cce512dc6b4a12afc226647ca1bf4f,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301064970169,79cce512dc6b4a12afc226647ca1bf4f,23:21:0+4S/CHITOWE,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,8,KILOGRAM,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
301064970169,79cce512dc6b4a12afc226647ca1bf4f,INSECTICIDE,,NO,2,LITER,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,2,LITER,,Own Bicycle or Oxcart,,0,700,"Paid in full, with own-savings",,,,,NO,0,,,.a,.a,0,NO,0,,,,,,
207204060183,79d87231e35f447eab63f4747f9e4b4c,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203052980145,79e0b2c495014d1a8d6f648098b0a39b,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
