case_id,HHID,crop_code,ag_q01,ag_q02a,ag_q02b,ag_q02b_oth,ag_q02c,ag_q03,ag_q05a,ag_q05b,ag_q06a,ag_q06b,ag_q07a,ag_q07b,ag_q08,ag_q09,ag_q09_oth,ag_q10,ag_q31a,ag_q31b,ag_q31b_oth,ag_q31c,ag_q32a,ag_q32b,ag_q32b_oth,ag_q32c,ag_q33a,ag_q33b,ag_q33b_oth,ag_q33c,ag_q34a,ag_q34b,ag_q34b_oth,ag_q34c,ag_q35a,ag_q35b,ag_q35b_oth,ag_q35c,ag_q35d,ag_q36a,ag_q36b,ag_q36_oth,ag_q37,ag_q38,ag_q38_oth,ag_q39a,ag_q39b,ag_q39b_oth,ag_q39c,ag_q40a,ag_q40b,ag_q40_oth,ag_q41a,ag_q41b,ag_q41_oth
207043950386,4917dcd255fd4052bcd296db5b7af5a8,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,1,,,NO,,,,,,,,,,1,,
207043950405,4a7a3fd454f14f539e2327952fa2eacc,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,6,,
207043950424,e6f7ca5d353940fa9e702b9bee9ff9b6,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,50 KG BAG,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,1,,
207043950424,e6f7ca5d353940fa9e702b9bee9ff9b6,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,BUNCH,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,1,,
207043950424,e6f7ca5d353940fa9e702b9bee9ff9b6,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,5,PIECE,,NOT APPLICABLE,0,,,,0,,,,0,,,,10,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,7,,Building  houses
207053960017,b036a54b1db747b898831b3321c5d596,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,,,NO,,,,,,,,,,1,,
207053960021,ab0a5b76763e4133b020d3227f00d8a8,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,PAIL (SMALL),,NOT APPLICABLE,30,1,,,NO,,,,,,,,,,1,,
207053960032,42cae7d4b3ba46a6a340818e7caec9fb,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (SMALL),,NOT APPLICABLE,20,1,,,NO,,,,,,,,,,6,,
207053960036,e5dc88505fab45f582dfa554b2499898,MANGO,NO,,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,20,6,,effects of wind,NO,,,,,,,,,,1,,
207053960044,5ed7c2c58949441e984f86a239a80a7d,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,60,1,,,NO,,,,,,,,,,6,,
207053960063,29c62ff2937644a9b59a392b11323f2c,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,50,1,,,NO,,,,,,,,,,1,,
207053960063,29c62ff2937644a9b59a392b11323f2c,MEXICAN APPLE [MASUKU],NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,70,1,,,NO,,,,,,,,,,1,,
207053960072,01ffb44f0b0d4b1b9a3de34964449d98,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,1,,,NO,,,,,,,,,,1,,
207053960083,834d2815b9274f078cfd8cad82a5ea35,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,6,,
207053960086,2bba8d537569466e8033a6349d5e232b,BANANA,NO,,,,,,,,,,,,,,,,1,BUNCH,,NOT APPLICABLE,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,10,5,,,NO,,,,,,,,,,1,,
207053960142,ab083d9b712a46c4924ef4f726c6403e,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,6,,
207053960210,e1d632c507db4d98adb650b09110803a,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,1,5,,NO,,,,,,,,,,1,,
207053960215,361a8698f8e949cf8e2ef5824f5fe0a7,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,1,5,,NO,,,,,,,,,,1,,
207053970014,f2bfe9da24224ae6b00022034cfa24f8,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,1,5,,NO,,,,,,,,,,1,,
207053970070,fd145b9363ce4d95b17f1e10a7758fdc,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,,1,2,,NO,,,,,,,,,,1,,
207053970078,bf3e3d7c07df4b4c8704f62b9013e014,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,1,5,,NO,,,,,,,,,,1,,
207053970086,0909128ffb7a48939259c5ef969b9656,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207053970094,f099b929919340faaf51d8e545234d46,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207053970103,77b3f5e0aff9490e8a2af331b96c430e,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,1,,
207053970103,77b3f5e0aff9490e8a2af331b96c430e,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,1,,
207053970119,860f34f55aab446cbf5d1a61ae3e2a26,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207053970119,860f34f55aab446cbf5d1a61ae3e2a26,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207053970127,128d2a61fca04d5c8f5d89d4298d5907,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,15,6,,Community problem,NO,,,,,,,,,,1,,
207053970135,56b2dda0eb654084800b596cab028ab4,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207053970151,bc2d523a3d7e4d81860d1459d025169d,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,50 KG BAG,,NOT APPLICABLE,,5,1,,NO,,,,,,,,,,1,,
207053970151,bc2d523a3d7e4d81860d1459d025169d,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,50,1,,,NO,,,,,,,,,,1,,
207053970161,52cc01d621174bd19322b64efed8e9b0,BANANA,YES,10,BUNCH,,NOT APPLICABLE,20000,3,.a,1,2,APRIL,2019,10,On Foot,,0,0,,,,0,,,,0,,,,0,,,,2,BUNCH,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,2,1,
207063980004,2c9b1d1c85a84fce8f24bdb04b2b4d02,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,50,1,5,,NO,,,,,,,,,,1,,
207063980041,c27a17e8a1ec4b62a83487de8365a611,MANGO,NO,,,,,,,,,,,,,,,,150,KILOGRAM,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,1,,
207063980041,c27a17e8a1ec4b62a83487de8365a611,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,5,,,NO,,,,,,,,,,1,,
207063980055,a65dfd6aa7be4fa3b7701a09af132361,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,1,1,,,NO,,,,,,,,,,6,,
207063980055,a65dfd6aa7be4fa3b7701a09af132361,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,1,1,,,NO,,,,,,,,,,6,,
207063980113,6f0c3d3312a4418da6ce41fbaad1cde7,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,PAIL (LARGE),,NOT APPLICABLE,3,1,,,NO,,,,,,,,,,6,,
207063980113,6f0c3d3312a4418da6ce41fbaad1cde7,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,PIECE,,NOT APPLICABLE,1,1,2,,NO,,,,,,,,,,6,,
207063980113,6f0c3d3312a4418da6ce41fbaad1cde7,MEXICAN APPLE [MASUKU],NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,1,1,,,NO,,,,,,,,,,6,,
207063980126,2b17b500fda743e08744ffaa15093272,MANGO,NO,,,,,,,,,,,,,,,,100,KILOGRAM,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,5,,,NO,,,,,,,,,,1,,
207063980126,2b17b500fda743e08744ffaa15093272,BANANA,NO,,,,,,,,,,,,,,,,3,OTHER (SPECIFY),Dengu,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,5,,,NO,,,,,,,,,,1,,
207063980126,2b17b500fda743e08744ffaa15093272,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,1,,
207063980139,0b87df450bf24f7e861b301fd8d95437,MANGO,NO,,,,,,,,,,,,,,,,200,KILOGRAM,,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,1,5,,,NO,,,,,,,,,,1,,
207063980139,0b87df450bf24f7e861b301fd8d95437,GUAVA,NO,,,,,,,,,,,,,,,,50,KILOGRAM,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,3,,,NO,,,,,,,,,,1,,
207063980142,43d3c4a4c0004799bf822172fa5aaab5,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,5,,,NO,,,,,,,,,,1,,
207063980142,43d3c4a4c0004799bf822172fa5aaab5,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,7,5,,,NO,,,,,,,,,,1,,
207063980152,ce816a7c2ed14e2396597d60f6298df7,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,1,5,,NO,,,,,,,,,,1,,
207063980153,38abdc7e92444e17b5021f8d519cd9dc,MANGO,NO,,,,,,,,,,,,,,,,250,KILOGRAM,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,2,1,,,NO,,,,,,,,,,1,,
207063980163,e0045a4abf0e4db3bb0f4a99ecd07d76,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,5,1,,,NO,,,,,,,,,,6,,
207063980163,e0045a4abf0e4db3bb0f4a99ecd07d76,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,6,1,,,NO,,,,,,,,,,6,,
207063980232,3b32aad3cfaf48018d89848381b9b5af,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,5,,,NO,,,,,,,,,,1,,
207063980232,3b32aad3cfaf48018d89848381b9b5af,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,5,,,NO,,,,,,,,,,1,,
207063980288,93db579c4cf8404283e44c44c8fbf6b0,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,KILOGRAM,,NOT APPLICABLE,1,1,,,NO,,,,,,,,,,6,,
207063980288,93db579c4cf8404283e44c44c8fbf6b0,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PIECE,,NOT APPLICABLE,1,5,,,NO,,,,,,,,,,1,,
207063980293,44689c8d5c234aaa8ada02bdb71b85a0,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,1,1,,,NO,,,,,,,,,,6,,
207063980293,44689c8d5c234aaa8ada02bdb71b85a0,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,6,,
207063980293,44689c8d5c234aaa8ada02bdb71b85a0,LEMON,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,6,,
207063980317,1dcd74149f074f7dbf4349b7fe3a6e0f,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,6,,
207063980334,e434d97eed6049cd934cdda9fefe5d57,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,1,1,,,NO,,,,,,,,,,1,6,
207063980334,e434d97eed6049cd934cdda9fefe5d57,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,BUNCH,,NOT APPLICABLE,3,2,,,NO,,,,,,,,,,6,,
207063980378,f05ecc80f8b447a3af5adc7a2d2f9463,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,PIECE,,NOT APPLICABLE,20,5,,,NO,,,,,,,,,,6,,
207063990002,1df295cb0016405a9a84d8eb99446de7,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207063990002,1df295cb0016405a9a84d8eb99446de7,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,6,,
207063990010,7f14612a85994991934a4231f0c1446f,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,5,,,NO,,,,,,,,,,6,,
207063990010,7f14612a85994991934a4231f0c1446f,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,6,,
207063990014,1426c63606974247a95ff9ab5eb4a516,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,1,,,NO,,,,,,,,,,1,,
207063990014,1426c63606974247a95ff9ab5eb4a516,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,6,,Animals,NO,,,,,,,,,,1,,
207063990037,64c5525ed540444f95f801fa2df3c23f,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207063990037,64c5525ed540444f95f801fa2df3c23f,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,5,,NO,,,,,,,,,,6,,
207063990037,64c5525ed540444f95f801fa2df3c23f,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,6,,
207063990128,f134c8cb7be64c55803d3a3266f45986,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,1,,,NO,,,,,,,,,,1,,
207063990128,f134c8cb7be64c55803d3a3266f45986,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,,,NO,,,,,,,,,,1,,
207063990128,f134c8cb7be64c55803d3a3266f45986,MEXICAN APPLE [MASUKU],NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,2,,,NO,,,,,,,,,,1,,
207063990128,f134c8cb7be64c55803d3a3266f45986,OTHER (SPECIFY),YES,5,PIECE,,NOT APPLICABLE,5000,4,.a,1,.a,NOVEMBER,2019,0,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,5,,,NO,,,,,,,,,,1,2,
207063990134,8294d3c6a9f2483da94d0a37aa4ef02c,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,1,,
207063990134,8294d3c6a9f2483da94d0a37aa4ef02c,BANANA,YES,1,BUNCH,,NOT APPLICABLE,2000,3,.a,1,2,AUGUST,2019,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,5,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,2,,
207063990134,8294d3c6a9f2483da94d0a37aa4ef02c,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,1,,
207063990142,89ae5dc17b0f46e89bafbb85f1c7dd61,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,25,1,,,NO,,,,,,,,,,1,,
207063990142,89ae5dc17b0f46e89bafbb85f1c7dd61,ORANGE,YES,3,PAIL (LARGE),,NOT APPLICABLE,6000,4,.a,1,.a,FEBRUARY,2019,0,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,15,1,,,NO,,,,,,,,,,1,2,
207063990142,89ae5dc17b0f46e89bafbb85f1c7dd61,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,30,1,5,,NO,,,,,,,,,,1,,
207063990142,89ae5dc17b0f46e89bafbb85f1c7dd61,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,30,2,5,,NO,,,,,,,,,,1,,
207063990196,73bd6ed9d6b74700ba1f0fef26f83cc2,MANGO,YES,5,PAIL (LARGE),,NOT APPLICABLE,5000,3,.a,1,2,JANUARY,2018,1,Buyer picked up the crop,,0,0,,,,0,,,,5,PAIL (LARGE),,NOT APPLICABLE,0,,,,3,PAIL (LARGE),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207063990196,73bd6ed9d6b74700ba1f0fef26f83cc2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,12,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,1,,
207063990265,d58f15793459430f82db2f344ba46099,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,5,,NO,,,,,,,,,,6,,
207063990270,56575624d0184bafb65047b6804dc3b4,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,50 KG BAG,,NOT APPLICABLE,,1,5,,NO,,,,,,,,,,1,,
207063990270,56575624d0184bafb65047b6804dc3b4,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,1,BUNCH,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,1,,
207063990283,829ed93578374169bf84738b91fdae17,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,5,,NO,,,,,,,,,,6,,
207063990283,829ed93578374169bf84738b91fdae17,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207063990283,829ed93578374169bf84738b91fdae17,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207063990283,829ed93578374169bf84738b91fdae17,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PIECE,,NOT APPLICABLE,,5,,,NO,,,,,,,,,,6,,
207063990335,ff2471ac33904a87a872d6dac64f5e71,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,6,,
207063990335,ff2471ac33904a87a872d6dac64f5e71,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,BUNCH,,NOT APPLICABLE,,1,5,,NO,,,,,,,,,,1,,
207063990335,ff2471ac33904a87a872d6dac64f5e71,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,2,,NO,,,,,,,,,,6,,
207063990335,ff2471ac33904a87a872d6dac64f5e71,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PIECE,,U: UNSHELLED,,5,,,NO,,,,,,,,,,6,,
207063990352,187eeaa225194d85a01dcae47f86f830,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,50 KG BAG,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,1,,
207063990352,187eeaa225194d85a01dcae47f86f830,GUAVA,YES,1,PAIL (LARGE),,NOT APPLICABLE,500,4,.a,1,.a,DECEMBER,2019,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,OTHER (SPECIFY),Basin small,NOT APPLICABLE,,1,,,NO,,,,,,,,,,2,1,
207063990352,187eeaa225194d85a01dcae47f86f830,MEXICAN APPLE [MASUKU],NO,,,,,,,,,,,,,,,,1,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,1,,
207063990352,187eeaa225194d85a01dcae47f86f830,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,,2,,,NO,,,,,,,,,,1,,
207063990356,d4ee5aa8cfc04864b0a74e8d8d21d497,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,50 KG BAG,,NOT APPLICABLE,,1,,,NO,,,,,,,,,,1,,
207063990356,d4ee5aa8cfc04864b0a74e8d8d21d497,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,,1,,,NO,,,,,,,,,,1,,
207063990379,aaee6588ea30421cbae63a9941a59754,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,30,1,5,,NO,,,,,,,,,,1,,
207063990379,aaee6588ea30421cbae63a9941a59754,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,3,,,NO,,,,,,,,,,1,,
207063990379,aaee6588ea30421cbae63a9941a59754,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,6,,dried,NO,,,,,,,,,,1,,
207074000021,985541542eec4085b5b88753cb4c050e,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,5,,,NO,,,,,,,,,,1,,
207074000038,cf06cb9b4a994226979ca2bc5fa44819,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,BUNCH,,NOT APPLICABLE,30,1,2,,NO,,,,,,,,,,6,,
207074000063,baa45013b9044e98b9dbcd27e687dcb4,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,,,NO,,,,,,,,,,1,,
207074000074,f9e3c91a46d746af86b06966f68c6a5e,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,20,1,,,NO,,,,,,,,,,6,,
207074000148,b644fe699ad4437f9260ab122a6b5a3c,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,40,1,5,,NO,,,,,,,,,,1,,
207074000148,b644fe699ad4437f9260ab122a6b5a3c,BANANA,YES,25,BUNCH,,NOT APPLICABLE,10000,5,.a,1,.a,JUNE,2019,0,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,15,5,,,NO,,,,,,,,,,1,2,
207074000179,6477f55c73e44a80a8b6c57d530a8ad9,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,20,1,5,,NO,,,,,,,,,,6,,
207074000223,9c13f788319f4825b4f65adfa9fa6471,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,45,1,5,,NO,,,,,,,,,,1,,
207074000268,d65df0d972454f8986165ceaead63b76,BANANA,YES,6,BUNCH,,NOT APPLICABLE,5000,3,.a,1,.a,AUGUST,2019,0,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,10,6,,dried,NO,,,,,,,,,,1,2,
207074000279,2afa53a52e4b414996661dc1ee7d3d90,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,5,1,,,NO,,,,,,,,,,6,,
207074000294,009fd63d7ca544fa86e07f95781eb567,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,20,1,5,,NO,,,,,,,,,,6,,
207074000294,009fd63d7ca544fa86e07f95781eb567,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,10,1,5,,NO,,,,,,,,,,6,,
207074000302,a5b421c757d543ad9c471199b7a6b73a,MANGO,NO,,,,,,,,,,,,,,,,100,KILOGRAM,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,5,1,,,NO,,,,,,,,,,1,,
207074000374,23be0ec335114fe2b0df0f7913edf0c9,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,5,,,NO,,,,,,,,,,1,,
