ea_id,com_cf01,com_cf02,com_cf03,com_cf03_1,com_cf03_2,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf17a,com_cf17b,com_cf17c,com_cf18a,com_cf18b,com_cf19a,com_cf19b,com_cf20a,com_cf20b,com_cf22,com_cf23,com_cf24,com_cf25,com_cf26,com_cf27,com_cf28
20504335,YES,2ND HALF NOV,1ST HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,12,KM,NO,,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,20,HECTARE,100,0,15,54,15,120,YES
20505336,YES,2ND HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",2,ACRE,3,ACRE,7,ACRE,5,0,0,68,3,230,YES
20505337,YES,2ND HALF NOV,1ST HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,YES,120,0,0,NO,NO,NO,NO,1,ACRE,.5,ACRE,4,ACRE,75,79,100,0,60,250,NO
20506338,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,4,KM,NO,,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,6,ACRE,160,0,0,0,0,100,YES
20506339,YES,2ND HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,2,2,YES,YES,YES,"YES,BUT NOT IF HH IS IN NEED",1,ACRE,.5,ACRE,3,ACRE,0,0,0,15,1,150,NO
20507340,YES,2ND HALF DEC,1ST HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",1,ACRE,.5,ACRE,5,ACRE,5,5,0,12,25,246,YES
20507341,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,2,ACRE,1,ACRE,5,ACRE,0,0,0,25,8,75,YES
20507342,YES,2ND HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,5,ACRE,2,ACRE,30,HECTARE,265,265,0,600,68,600,YES
20507343,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,12,KM,NO,,0,0,NO,NO,NO,"YES,BUT NOT IF HH IS IN NEED",.5,ACRE,.25,ACRE,1,ACRE,0,0,0,0,10,370,YES
20508344,YES,2ND HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,8,ACRE,50,0,0,10,100,254,YES
20508345,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,35,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,3,ACRE,1,ACRE,5,ACRE,8,1,0,0,0,130,NO
20509346,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",YES,1,ACRE,.5,ACRE,5,ACRE,20,0,0,0,0,120,YES
20520347,YES,2ND HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,4,ACRE,0,3,0,0,1,20,NO
20521348,YES,2ND HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,1,KM,NO,,2,2,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,1,ACRE,.5,ACRE,3,ACRE,1,0,0,100,5,150,YES
20601349,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,.5,ACRE,2,ACRE,0,0,0,0,0,50,NO
20601350,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,0,0,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",2,ACRE,.75,ACRE,5,ACRE,1,1,0,35,10,150,YES
20601351,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,10,10,NO,YES,YES,NO,1,ACRE,.5,ACRE,2,ACRE,0,0,0,0,0,450,NO
20602352,YES,2ND HALF NOV,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,4,ACRE,0,0,0,0,0,200,NO
20602353,YES,1ST HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,NO,,0,0,NO,YES,NO,NO,1,ACRE,.25,ACRE,2,ACRE,0,0,0,0,0,0,NO
20602354,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,2,KM,NO,,0,0,NO,YES,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",1,ACRE,.5,ACRE,5,ACRE,1,3,0,13,5,8,YES
20602355,YES,1ST HALF DEC,2ND HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,5,KM,NO,,0,0,NO,YES,YES,NO,1.5,ACRE,.5,ACRE,4,ACRE,0,0,0,0,112,0,NO
20603356,YES,2ND HALF NOV,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,2,ACRE,.5,ACRE,5,ACRE,10,5,0,75,30,125,YES
20603357,YES,1ST HALF NOV,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",2,ACRE,.5,ACRE,5,ACRE,3,0,0,0,40,220,YES
20604358,YES,1ST HALF NOV,1ST HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,1,ACRE,.25,ACRE,2,ACRE,0,2,20,0,0,200,NO
20604359,YES,1ST HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,2,ACRE,.5,ACRE,5,ACRE,0,0,0,0,300,600,YES
20605360,YES,2ND HALF NOV,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,1,ACRE,.5,ACRE,2,ACRE,0,0,0,0,0,150,NO
20605361,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,1,KM,NO,,0,1,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,1,ACRE,3,ACRE,8,ACRE,0,0,0,0,0,330,NO
20605362,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,0,0,YES,NO,NO,NO,1,ACRE,.25,ACRE,3,ACRE,2,5,0,0,0,200,YES
20606363,YES,1ST HALF DEC,1ST HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,1,0,NO,NO,YES,NO,1,ACRE,.25,ACRE,4,ACRE,0,10,5,0,50,0,NO
20606364,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,20,KM,NO,,0,0,NO,YES,YES,NO,1,ACRE,.25,ACRE,8,ACRE,150,63,63,63,200,300,YES
20606365,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,YES,1.5,ACRE,.5,ACRE,4,ACRE,75,75,30,130,200,295,YES
20607366,YES,1ST HALF DEC,1ST HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,.5,ACRE,3,ACRE,0,0,0,20,0,70,NO
20608367,YES,2ND HALF NOV,2ND HALF APR,<=1/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,3,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1.5,ACRE,4,ACRE,0,0,0,0,40,220,YES
20608368,YES,2ND HALF NOV,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,1,1,NO,NO,NO,NO,2,ACRE,1,ACRE,5,ACRE,0,0,0,0,0,200,NO
20608369,YES,2ND HALF NOV,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,.25,ACRE,4,ACRE,0,0,0,0,0,0,NO
20609370,YES,2ND HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,21,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,2,ACRE,.5,ACRE,8,ACRE,4,50,200,330,20,310,YES
20609371,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,3,3,NO,YES,YES,NO,2,ACRE,1,ACRE,10,ACRE,8,1,0,0,100,120,YES
20610372,YES,2ND HALF NOV,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,7,ACRE,20,0,0,0,30,150,NO
20611373,YES,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,NO,YES,YES,NO,.5,ACRE,.25,ACRE,5,ACRE,10,20,0,0,0,2,NO
20612374,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,.5,ACRE,.25,ACRE,2,ACRE,1,1,0,0,20,300,NO
20612375,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,3,ACRE,0,0,0,356,356,356,NO
20613376,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,3,3,NO,NO,NO,NO,.5,ACRE,.25,ACRE,2,ACRE,0,0,0,0,0,30,NO
20614377,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,NO,NO,.5,ACRE,.25,ACRE,2,ACRE,0,0,0,20,0,100,NO
20615378,YES,2ND HALF NOV,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,1,1,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",1,ACRE,.25,ACRE,11,ACRE,1,1,1,0,1,300,YES
20616379,YES,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,6,6,NO,YES,YES,NO,2,ACRE,1,ACRE,3,ACRE,20,20,15,5,13,0,NO
20616380,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",2,ACRE,.5,ACRE,5,ACRE,15,28,0,0,17,170,NO
20616381,YES,2ND HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",1.5,ACRE,.25,ACRE,3,ACRE,0,0,0,0,1,230,YES
20617382,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,1,KM,NO,,0,0,NO,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",1.5,ACRE,.5,ACRE,5,ACRE,5,2,0,20,60,130,NO
20617383,YES,2ND HALF NOV,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,0,0,NO,YES,YES,NO,1,ACRE,.25,ACRE,5,ACRE,0,0,0,0,0,0,NO
20617384,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED",NO,"YES,BUT NOT IF HH IS IN NEED",1,ACRE,.5,ACRE,5,ACRE,0,0,0,0,1,175,NO
20701385,YES,2ND HALF NOV,2ND HALF JUN,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,12,KM,NO,,0,0,YES,NO,YES,NO,3,ACRE,.25,ACRE,10,ACRE,0,0,0,0,0,0,NO
20701386,YES,1ST HALF NOV,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,YES,YES,NO,3,ACRE,.5,ACRE,15,ACRE,0,0,0,0,0,0,YES
20701387,YES,2ND HALF NOV,2ND HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,YES,2,2,2,NO,YES,YES,NO,2,ACRE,.5,ACRE,10,ACRE,0,0,5,0,0,0,NO
20702388,YES,2ND HALF NOV,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,11,KM,NO,,0,0,NO,NO,YES,NO,3,ACRE,.25,ACRE,12,ACRE,0,0,0,0,0,0,NO
20702389,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,0,0,NO,YES,YES,NO,5,ACRE,.25,ACRE,23,ACRE,0,0,0,0,0,0,YES
20702390,YES,2ND HALF NOV,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,.25,ACRE,10,ACRE,0,0,0,10,0,500,YES
20702391,YES,2ND HALF NOV,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,NO,YES,YES,NO,.5,ACRE,.25,ACRE,3,ACRE,0,0,4,0,120,0,NO
20703392,YES,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,2,ACRE,25,ACRE,5,SQ METER,0,0,0,0,0,0,NO
20703393,YES,2ND HALF NOV,1ST HALF APR,ALL,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,3,ACRE,.5,ACRE,10,ACRE,0,0,0,0,3,0,YES
20704394,YES,2ND HALF NOV,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,YES,YES,YES,NO,3,ACRE,.25,ACRE,10,ACRE,15,20,0,0,10,500,YES
20704395,YES,1ST HALF NOV,1ST HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,YES,YES,YES,NO,2,ACRE,.5,ACRE,6,ACRE,2,2,0,0,0,500,YES
20705396,YES,2ND HALF NOV,2ND HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,2,ACRE,.25,ACRE,5,ACRE,0,0,0,0,0,0,NO
20705397,YES,1ST HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,10,ACRE,0,0,6,0,0,0,NO
20706398,YES,2ND HALF NOV,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,YES,30,0,0,NO,NO,YES,NO,1.5,ACRE,.25,ACRE,1000,ACRE,1,600,300,10,0,0,NO
20706399,YES,2ND HALF NOV,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,YES,YES,NO,3,ACRE,.5,ACRE,12,ACRE,0,400,10,0,40,0,YES
20707400,YES,1ST HALF NOV,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,13,KM,YES,130,0,0,NO,YES,YES,NO,2,ACRE,.25,ACRE,5,ACRE,10,0,0,0,0,0,NO
20707401,YES,2ND HALF NOV,1ST HALF MAY,ALL,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,NO,15,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED",YES,NO,2,ACRE,.25,ACRE,7,ACRE,0,0,15,0,0,0,YES
20707402,YES,2ND HALF NOV,1ST HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,4,1,NO,YES,YES,NO,1.5,ACRE,.5,ACRE,10,ACRE,0,0,0,0,25,0,NO
20708403,YES,2ND HALF OCT,1ST HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,22,KM,NO,,0,0,NO,YES,YES,NO,3,ACRE,.25,ACRE,4,ACRE,0,0,0,0,0,0,NO
20711404,YES,2ND HALF NOV,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,2,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,.25,ACRE,7,ACRE,0,0,0,0,0,0,YES
20712405,YES,2ND HALF NOV,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,20,KM,NO,,0,0,NO,YES,NO,NO,5,ACRE,1,ACRE,10,ACRE,0,0,0,0,0,0,YES
20720406,YES,1ST HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,50,50,NO,NO,NO,NO,2,ACRE,.25,ACRE,5,ACRE,0,0,0,0,0,0,NO
20801407,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,4,KM,NO,,2,2,NO,NO,NO,NO,1,ACRE,.5,ACRE,2,ACRE,0,0,0,0,0,294,YES
20801408,YES,2ND HALF NOV,1ST HALF MAY,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,6,KM,NO,,2,2,NO,YES,YES,NO,2,ACRE,1,ACRE,3,ACRE,4,0,3,0,0,510,NO
20801409,YES,2ND HALF NOV,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,6,6,NO,"YES,BUT NOT IF HH IS IN NEED",NO,NO,1,ACRE,.25,ACRE,3,ACRE,0,0,0,0,20,50,NO
20801410,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,20,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,2,ACRE,1,ACRE,5,ACRE,2,0,0,0,0,324,NO
20801411,YES,2ND HALF NOV,1ST HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,7,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,1,ACRE,2,ACRE,3,ACRE,2,1,0,0,0,125,NO
20802412,YES,2ND HALF NOV,2ND HALF MAY,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",YES,,,NO,,0,0,NO,YES,YES,NO,3,ACRE,1,ACRE,4,ACRE,0,0,0,0,6,116,YES
20802413,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,250,6,6,YES,YES,YES,NO,2,ACRE,.5,ACRE,4,ACRE,11,9,0,0,30,25,YES
20803414,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",YES,,,NO,,0,0,NO,YES,YES,NO,2,ACRE,1.5,ACRE,4,ACRE,0,1,0,0,20,330,NO
20803415,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,.5,ACRE,3,ACRE,0,0,30,0,30,195,YES
20803416,YES,2ND HALF NOV,1ST HALF MAY,<=3/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",YES,,,YES,20,5,5,NO,YES,YES,NO,6,ACRE,1,ACRE,6,ACRE,1,0,20,0,1500,350,YES
20803417,YES,2ND HALF NOV,1ST HALF MAY,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,16,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,4,ACRE,0,0,0,0,0,420,YES
20804418,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,.25,ACRE,1,ACRE,0,0,0,50,0,300,NO
20804419,YES,2ND HALF DEC,2ND HALF MAY,<=1/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,NO,10,KM,YES,205,0,0,YES,NO,NO,NO,3,ACRE,1,ACRE,4,ACRE,0,0,0,0,0,4020,YES
20804420,YES,1ST HALF DEC,2ND HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,8,8,NO,YES,YES,NO,1,ACRE,.25,ACRE,2,ACRE,0,0,0,0,20,20,NO
20806421,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,60,0,0,NO,NO,NO,NO,3,HECTARE,1,ACRE,6,ACRE,0,0,0,52,0,240,YES
20806422,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,YES,25,0,0,YES,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",2,ACRE,1,ACRE,4,ACRE,15,50,0,0,21,11,NO
20806423,YES,1ST HALF DEC,1ST HALF JUN,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,5,KM,YES,201,2,2,NO,YES,YES,NO,5,ACRE,2,ACRE,9,ACRE,5,0,15,0,155,1021,YES
20807424,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,20,KM,NO,,1,2,NO,YES,NO,NO,3,ACRE,2,ACRE,6,ACRE,5,8,0,0,35,0,YES
20807425,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,12,KM,YES,2367,0,0,YES,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",1.5,ACRE,.5,ACRE,2,HECTARE,5,2,0,0,0,530,YES
20807426,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",YES,,,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",3,ACRE,1,ACRE,5,ACRE,5,1,0,0,0,125,NO
20808427,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",1,ACRE,2,ACRE,5,ACRE,0,0,0,12,35,40,NO
20820428,YES,2ND HALF NOV,2ND HALF APR,<=3/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,12,MILE,NO,,3,3,NO,NO,YES,YES,4,ACRE,2,ACRE,7,ACRE,1,0,0,2,0,420,NO
20901429,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,5,KM,NO,,0,0,NO,YES,YES,YES,2.5,ACRE,1,ACRE,3,ACRE,50,12,0,0,21,120,YES
20902430,YES,2ND HALF NOV,1ST HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,45,KM,NO,,0,0,NO,YES,YES,YES,3,ACRE,1,ACRE,3,ACRE,8,0,0,0,41,712,YES
20902431,YES,2ND HALF NOV,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,5,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",YES,2,ACRE,1,ACRE,5,ACRE,0,0,0,0,0,150,NO
20903432,YES,2ND HALF NOV,2ND HALF MAY,NONE,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,15,KM,YES,25,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,5,ACRE,0,180,0,0,2,421,YES
20903433,YES,2ND HALF NOV,2ND HALF APR,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,72,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,2,ACRE,1,ACRE,3,ACRE,0,0,0,0,0,0,NO
20903434,YES,2ND HALF NOV,1ST HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,17,KM,YES,315,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,4,ACRE,0,0,0,0,0,315,NO
20904436,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",YES,,,NO,,0,0,NO,NO,NO,NO,3,ACRE,1,ACRE,6,ACRE,0,0,0,0,0,5,YES
20905437,YES,2ND HALF NOV,1ST HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,24,KM,YES,79,0,0,NO,NO,NO,NO,3,ACRE,1,ACRE,6,ACRE,6,0,0,0,4,250,YES
20905438,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,9,KM,NO,,0,0,NO,YES,YES,YES,1,ACRE,2,ACRE,3,ACRE,0,0,0,0,40,120,YES
20906439,YES,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",YES,,,YES,136,0,0,NO,YES,YES,NO,3,ACRE,1,ACRE,5,ACRE,5,0,0,0,0,301,YES
20907440,YES,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,13,KM,NO,,0,0,NO,NO,NO,NO,3,ACRE,2,ACRE,4,ACRE,0,0,0,0,7,125,NO
