case_id,HHID,gardenid,ag_i202,ag_i203_1a,ag_i203_1b,ag_i203_2,ag_i204_9,ag_i205,ag_i206,ag_i208a,ag_i208a_oth,ag_i208b,ag_i208c,ag_i208c_oth,ag_i208d,ag_i209a,ag_i209b,ag_i212,ag_i212_oth,ag_i213a,ag_i213b,ag_i213_1a,ag_i213_1b,ag_i214,ag_i214_oth,ag_i216a,ag_i216a_oth,ag_i216b,ag_i216c,ag_i216c_oth,ag_i216d,ag_i217a,ag_i217b,ag_i_2_20,ag_i_2_20Oth
207063990010,7f14612a85994991934a4231f0c1446f,DG03,1,1,,,NO,250000,15000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
103011500200,7f16ae3e9ae0426799ab120da07bf45a,DG03,1,,,2015,NO,500000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
104051810068,7f34699085764125bce3766a94b14c97,DG04,1,2,,1970,NO,40000,1000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307076280055,7f6834d44cd2448fb524aaf2a4095187,DG05,1,1,,2003,NO,17000,800,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
203032880114,7f799f42b19f4a7a9b02c6b46d3a9a61,DG03,1,1,,2013,NO,50000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
305085970123,7ff8326a58634836a1a9645545df78a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206033570009,7ffa1e6e735346d79f84dfd3d6a100ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301095030257,80148dae98ee4569847eada6c937f471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103091610168,804491369b37410d97d3bcb2b93a42a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315488110074,807bc0b1bbc242d1baa16b244e97aae2,DG03,2,,,2017,NO,70000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
313017550096,80ad36cd329c4232b94d82a7999dc1b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303115520136,80c4bf966a7e4dc58682e3ca617e53f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105062030116,8102d686fa364d66bd77f3d6b5fabff4,DG03,1,1,,1997,NO,150000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208084270018,810f8c14dec14d468bb246c2a91bc26b,DG04,2,1,,2017,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307106340080,814424509496434aba733e83210d3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311057180159,817751c52bbe4cd5bda43befc05d79d7,DG03,1,1,,2016,NO,40000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206033570137,819b53d8ea174141940b549f36651c61,DG03,1,3,,2017,NO,150000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
310207080188,81bae4192a014cbe91f710732612fecd,DG03,2,1,,1996,NO,50000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307086290243,81e6bcf492eb4a67aca35e075d1f3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311207290258,820154acf3bb42289d8f6f56d722b4a6,DG02,1,,,,,,,,,,,,,10000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
306036130002,8209556f1c824ded98a48764d60eaf00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308056580155,82175779c15b4b2aa2c4cd12f5144afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203052980151,82401bc1e3a245d4b9cda4187a546460,DG03,1,1,,2005,NO,50000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206023550452,824c1238aabc49f2b32401bf03539e18,DG06,1,1,,2000,NO,50000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
310046990020,82503c0009914ad89021e4bf65f69fb3,DG03,2,1,,2015,NO,800000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
313017560160,8257302d53ed4acab45f1ec9be5880b5,DG03,2,1,,2003,NO,60000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207063990134,8294d3c6a9f2483da94d0a37aa4ef02c,DG04,1,1,,1975,NO,100000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
307066260013,82984f1fe7004b7eaa11dabbe45e724e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207063990283,829ed93578374169bf84738b91fdae17,DG04,1,1,,2004,NO,150000,33000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207063990283,829ed93578374169bf84738b91fdae17,DG03,1,,,2004,NO,200000,33000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
304055680185,82c5400444194c27957032c75f0228a6,DG03,1,1,,2015,NO,300000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311077220004,82f712bb69654b639760e212b83214d3,DG03,2,,,,,,,,,,,,,15000,0,Other (Specify),DIMBA SEASON,2,.a,1,2,Cultivated,,,,,,,,,,,
105011920005,82f9b853a7ef4859b7a1b66b7a45c4fa,DG04,1,1,,2017,NO,70000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105011920005,82f9b853a7ef4859b7a1b66b7a45c4fa,DG03,1,1,,2017,NO,75000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
205053360011,830b30cee9ca4ae99e103ad7054e1fc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308016450195,833c958f7ecf4402bc5579f0e61da37f,DG02,1,1,,,NO,100000,3000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
207053960083,834d2815b9274f078cfd8cad82a5ea35,DG03,2,1,,2003,NO,120000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
205063380001,8350d121ca1d4b39bf322b807b769448,DG04,1,,,,,,,,,,,,,4000,0,Other (Specify),DIMBA SEASON,3,.a,1,2,Cultivated,,,,,,,,,,,
107382220079,83529e1c6b36469284f457f785a60aa0,DG02,1,1,,,NO,93000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
308016450018,835e714343f345f48720512316979fd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370123,836533475cb7417ba79983873bd353c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308066620005,836d6f5682894e50b815d74e1bb2d2e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311047160123,8393f2e194ec4f6f88efa1aab2d1be6a,DG01,1,,,1998,NO,150000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206173820074,8397914e3eaf4580879f1533501e9cad,DG04,2,,,,NO,450000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
302095210046,83a0e74be078412491ce531bf84d06ae,DG03,1,1,,,NO,50000,7000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206083670070,83b86d778a034c6d87af2d75b0899fd7,DG03,1,1,,2012,NO,100000,15000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
105062040014,83c721cedf9044e1897a33cb9341fbd3,DG03,1,,,2009,NO,100000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
209044350309,83d0da1b167f40928cc00390d9797e33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312037390126,841f2338c0934142a931eda2f5247dcf,DG04,2,1,,2004,NO,10000,1300,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
204063210056,848e9b7882c2422f981e984d91de64f6,DG04,1,,,,,,,,,,,,,10000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
208084270280,84b3fec4da1941939b60408a1e83f6d7,DG04,1,1,,,NO,20000,1500,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
306206160032,84c72ba49c15416597db2374f91999af,DG02,1,1,,2018,NO,1000000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
312097510043,84e8f2421c6a4182ad0159d764d5fe4d,DG03,1,1,,2016,NO,150000,8000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
208014110063,84fd04cab1a44fe4acf5f14a365ccafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310107070043,850c70b4889a4e7485759ab3ae5251c3,DG03,1,,,,,,,,,,,,,7000,0,Other (Specify),DIMBA SEASON,2,.a,1,2,Cultivated,,,,,,,,,,,
309056810165,851a021ccc2b424db312b28bef26717d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303055390011,8535f81072044a2e9d6e05f59f3c721c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208034170179,85425f594b3648c891aad6a4ec77d895,DG03,1,,,,,,,,,,,,,8000,0,Other (Specify),DIMBA SEASON,4,.a,1,.a,Cultivated,,,,,,,,,,,
204043140104,857409b0740f43a781c5430fb73d8454,DG04,2,1,,,NO,70000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311067200305,85778911aace4f64abe928b324b84144,DG02,1,,,,,,,MAIZE LOCAL,,20,KILOGRAM,,S:SHELLED,10000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
309056790019,858c0855fdca491093d0750cd287775f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302065170178,85ae3e85da9c41f2a150d7a42150dd50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207023890400,85b419e9ce4b4cd3876016cff136216d,DG04,2,1,,1994,NO,100000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308056550152,85ebd82c6e0d4fbe8e1625496a1e9ebd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014090108,861b089b7c3342cdb6cfea6159ab2329,DG04,2,,,1995,NO,80000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
203052970123,863b386b68954feea8dbb70e62af621b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311047120122,864d68517383440fbde069382c355676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202042710320,8653f9da175348d5aa2a5870c027008c,DG05,1,,,,,,,,,,,,,1000,0,Other (Specify),DIMBA SEASON,1,.a,1,.a,Cultivated,,,,,,,,,,,
302105220236,866d0df739754c3b95600aa6ebe53d21,DG03,1,1,,2004,NO,80000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
304095740096,866d3a40f2144f19bd059adbd0464c53,DG04,1,5,,2007,NO,250000,7000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
205073410055,869878c752ef453ebaf069a172bc24b0,DG04,2,2,,2015,NO,50000,2000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308086640246,871bb099c0dd4255a0f273280cdac921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207074010022,876129591bd049239dc68ccd097daa0b,DG05,1,3,,2017,NO,20000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208034170147,878066b22e514ef3a4809fafe5219224,DG04,2,,,,,,,,,,,,,28000,0,Other (Specify),DIMBA SEASON,2,.a,1,2,Cultivated,,,,,,,,,,,
207074020146,8781a1a841284f6c87dd9acaefd0025e,DG03,1,1,,1987,NO,200000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
202022670028,87b9deaf43e1430db3d1aa4cf14808de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360039,87d91284dc684ac9ad514ff2ef0bb39d,DG04,1,1,,2009,NO,400000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
104041790011,880521c8242b4524a99e7858c54df5f8,DG04,1,1,,,NO,100000,4000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
104041790011,880521c8242b4524a99e7858c54df5f8,DG05,1,1,,2014,NO,100000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
204053180121,88135b28fe034176b1a244c4ea7a5ee0,DG04,2,2,,2010,NO,800000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206053620113,8821368956484631a436ba958c589128,DG02,1,2,,1986,NO,300000,12000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
309056820253,88293433344a44ea9c9b9c11e977f5ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207084030153,885e409065f746e9ad9c936726dba3a4,DG04,1,,,,,,,,,,,,,,,,,1,.a,1,2,Cultivated,,,,,,,,,,,
307106330067,888ad8ec605c4d4a9bb2da549daa7435,DG04,2,,,,,,,,,,,,,,,,,12,.a,1,2,Cultivated,,,,,,,,,,,
310077050270,88cd4fbf2564404e9586c368ef225ae4,DG02,1,,,,NO,1500000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
306026070315,890fc2c3ccca4534b0299a30437dde36,DG03,1,3,,1999,NO,500000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311067200026,892f4342a42a49f09862c904c2331de3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311047150001,89403417cb144c468c923ebace484eee,DG02,1,1,,,NO,150000,35000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207013860328,8944991b63a3459f82895a91af4f4ccf,DG03,1,,,2005,NO,150000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307106330178,896200575baf4f27a4fa512d2275161a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312097510126,898db7b179944530a1438c84298ce71b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207023900364,89ad124a207a4071a37ad21bf0f10fe7,DG03,1,1,,2016,NO,500000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
207063990142,89ae5dc17b0f46e89bafbb85f1c7dd61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204043140096,89b66cea7e454673b9cbe969993ea812,DG04,2,,,,,,,,,,,,,5000,0,Other (Specify),DIMBA SEASON,1,.a,1,.a,Cultivated,,,,,,,,,,,
308036510121,89d83b4be88840e4b8ee9a95539642ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203032900289,89dca5f04258438a946a6e64f52c58c8,DG03,1,,,,,,,,,,,,,9000,0,Other (Specify),DIMBA SEASON,1,.a,1,2,Cultivated,,,,,,,,,,,
314387880174,8a117fe9a24e48eea43d5568a88ef99e,DG03,2,,,,,,,MAIZE COMPOSITE/OPV,,15,KILOGRAM,,S:SHELLED,0,2000,Other (Specify),DIMBA SEASON,3,.a,1,2,Cultivated,,,,,,,,,,,
307096310054,8a20b24303d84279b88b4ca742b5c73f,DG02,2,1,,1997,NO,200000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
105082070081,8a32d34240b146d3b17f4d001130040b,DG03,2,,,,,,,,,,,,,40000,0,Full Year (Rainy &amp; Dimba Seasons),,2,.a,1,.a,Cultivated,,,,,,,,,,,
310036980101,8a74e6d9a1e6471abaead1ac5e1b2079,DG04,1,,,,,,,,,,,,,10000,0,Other (Specify),DIMBA SEASON,2,.a,1,.a,Cultivated,,,,,,,,,,,
313037700076,8ab3505a6e6f461299e7f13b4fc11160,DG04,2,4,,1999,NO,0,0,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208074250261,8abb6c5bd49b4b46891b102506d6a73e,DG03,2,2,,2018,NO,150000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Rented out,,,,,,,,10000,0,Other (Specify),DIMBA
310026940067,8ae3265692484ae193bd71c413f1042b,DG02,1,,,2011,NO,200000,30000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
206023540035,8b49cb5eb2f3487ca818418e510a7942,DG03,2,,,,,,,,,,,,,7000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,2,Cultivated,,,,,,,,,,,
309016680311,8b64db5ef6d94113a630bba8f6628ed3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306015990003,8b9f2be15917471dbebc17045b1775d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204073240155,8bced143cd5a414e9165128595530999,DG03,1,2,,2010,NO,200000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
210554630231,8be9955978c24f818f0b466015fc8dc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201012370078,8c430f8c52a948a994b436727e7cb09e,DG03,1,,,,NO,100000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308066600276,8ca29c1b5778401194eed97b1f05fe60,DG04,2,,,,,,,,,,,,,,,,,2,.a,1,2,Cultivated,,,,,,,,,,,
308066600276,8ca29c1b5778401194eed97b1f05fe60,DG03,2,,,,,,,,,,,,,,,,,2,.a,1,2,Cultivated,,,,,,,,,,,
205073400131,8ceb91f645784a15b6b4b660f9eca9fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205023320022,8d088b7320534a4bb935e619342d97c1,DG04,2,1,,,NO,100000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Fallow,,,,,,,,,,,
309066830053,8d3476ee7d984eeab6e5717b2db384ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011730176,8d60f205554a4b268f085d45d4784884,DG03,1,1,,,NO,200000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
304075710181,8d62f3cced0948f58a43c3612915b271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011040108,8d7b180c5622498aade520441256fd2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209084410006,8dbc0a2fbcb448c08150825edce3f4aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209064390017,8e6bf25b3c514bb4935f74e3c83d5d46,DG03,1,,,,,,,,,,,,,23000,0,Other (Specify),DIMBA SEASON,2,.a,1,.a,Cultivated,,,,,,,,,,,
202062790010,8e7abb22b84a403ebdef5cc5897d484d,DG02,2,,,,,,,,,,,,,12000,0,Full Year (Rainy &amp; Dimba Seasons),,5,.a,2,.a,Cultivated,,,,,,,,,,,
202022670052,8e8a14dfbb874e4998fa3f20a11ef526,DG02,1,,,,,,,,,,,,,,,,,1,.a,1,2,Cultivated,,,,,,,,,,,
204013060381,8e9060706fb740889327255beab389f3,DG03,2,2,,2009,NO,100000,15000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
209064390024,8ea1e81f183541c7bd10cb10c3afde85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311067210158,8f0f565a2d7d485399b02549fba5b823,DG03,2,2,,,NO,200000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
305065890004,8f1ec8101140416c81cb575787916183,DG03,1,1,,1996,NO,100000,7000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
310207080082,8f5b2bb21dec4856a4a6a5ff13603be2,DG03,1,1,,1990,NO,500000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
201062420264,8f67f304c59947cab7858eb11070898c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206043590244,8f75bac394f7418abf28510b085e66b1,DG03,1,1,,2017,NO,100000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
310077040540,8fa1b9b28c514161a100dd4ae3b4c27a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202202830379,8fe64cd23dbf46b3ab65e0e65277398b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208034170174,8ffab03962694958b53de8bf5b7dadfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309066830014,903856c2bb584c6aa0b672bd80347fe9,DG03,1,,,,,,,,,,,,,1000,0,Other (Specify),DIMBA SEASON,2,.a,1,.a,Cultivated,,,,,,,,,,,
309066830014,903856c2bb584c6aa0b672bd80347fe9,DG04,1,1,,,NO,100000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
103011500213,903f366f906b404ba204b43e3ae758ee,DG04,2,,,2016,NO,400000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
204013060269,905497392a6c4568982e1682ecc58ca9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202012630342,909ea3327f59480ba95643a6aaeb433f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207023890215,90e75924a939441b8c11aefe64eb57b1,DG03,1,1,,2017,NO,30000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
103061580129,90f29aa673dc4cccb8e8adcbc82cb505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311017100464,90f477f821994bdab44c36eec192a510,DG01,2,,,,,,,,,,,,,4000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
102021290045,910306ecc8974d4fae1a1411a87f85c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312087500021,9149215b4510485f98085e41f38dc2a6,DG05,1,2,,2013,NO,50000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
305015750062,918e8a4b7786435ea07c8bb4798f36a5,DG03,1,1,,1983,NO,100000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
202062800028,91d147f909934b46b262f2a03476a5e3,DG02,2,,,,,,,,,,,,,4000,0,Full Year (Rainy &amp; Dimba Seasons),,3,.a,1,2,Cultivated,,,,,,,,,,,
207023880071,91daae7ec1d04e88a2ea4ab7724d0a61,DG05,1,1,,1999,NO,150000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
207023880071,91daae7ec1d04e88a2ea4ab7724d0a61,DG04,5,1,,1991,NO,300000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
204023090016,91ee1af5381546c6812bda84d4166c25,DG03,1,5,,2019,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
309016700239,9262d0bb2da94b72b875ce207b88cf84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209094430163,9279000e59664275a24674a6da6f9d8b,DG03,1,3,,2018,NO,100000,13000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Rented out,,,,,,,,13000,0,Other (Specify),DIMBA SEASON
209094430163,9279000e59664275a24674a6da6f9d8b,DG05,1,1,,2008,NO,100000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
307046220074,927f3a0a8fdc436b87a07866983619ba,DG01,2,3,,1999,NO,10000,1000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206093710199,9284cf0af5c34edab70678f9993c0ff4,DG06,2,2,,2006,NO,200000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Rented out,,,,,,,,10000,0,Other (Specify),DRY SEASON
206083670230,928f32ab37ec4891a3f72e7f285dd9be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053200071,92b2ceabf56f4f1eac565f9e6eaf6df4,DG04,1,1,,1984,NO,200000,35000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
307036200091,92d275ef539c4500b0de0aba35ac7416,DG04,1,,,,,,,,,,,,,,,,,1,.a,1,.a,Cultivated,,,,,,,,,,,
207023880051,92e0075a05b14e05bd35806c65cab070,DG04,1,1,,2004,NO,150000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
207074020260,92e430e44bbf476fb3a41735291e6fd5,DG03,1,1,,2017,NO,50000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
304025570231,92facf31b54d4999b4b807674d6021d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202072820086,931d342a2686466b90914f49b35af1f6,DG03,1,,,,,,,,,,,,,6000,0,Other (Specify),DIMBA SEASON,1,.a,1,2,Cultivated,,,,,,,,,,,
303095500077,9330010f23f1461cbf070eb38374a5ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304055680127,9338f9dd9fd643299f9888529a725b95,DG03,7,,,2009,NO,30000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
201062410037,9384827a9e3c4489a35e44e016a34027,DG03,1,,,,NO,75000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308016450355,93909d27560a4bb2a365d1e13427a35b,DG03,1,1,,,NO,100000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
209034330095,939e7b8190194d98ac1a786b3f584a77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
