case_id,HHID,gardenid,plotid,ag_p0_crops,ag_p0c,ag_p0c_oth,ag_p0a,ag_p0aoth,ag_p01,ag_p02a,ag_p02b,ag_p02b_oth,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08b,ag_p08_oth,ag_p08_1,ag_p08_1oth,ag_p09a,ag_p09b,ag_p09b_oth,ag_p09_1
305015790229,0350c73bcc9d401dbbd2981088bb8d90,RG01,T01,Mangoes,MANGO,,MANGO (SPECIFY),MWABOLOMA,SCATTERED,,,,20,2010,0,JULY,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,6,50 KG BAG,,FRESH
305015790229,0350c73bcc9d401dbbd2981088bb8d90,RG01,T01,Papaya,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAWPAW,SCATTERED,,,,3,2011,0,AUGUST,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
307076280051,03525c515e194b0d8fc7be5c11e8969b,RG02,T01,Cassava,CASSAVA,,Others (Specify),MUSILIRI,SCATTERED,,,,,,,AUGUST,2018,MARCH,2019,NO,,,,,,0,,,
307076280051,03525c515e194b0d8fc7be5c11e8969b,RG03,T02,Banana,BANANA,,BANANA (SPECIFY),NYANGATHA,SCATTERED,,,,26,2001,0,AUGUST,2018,JUNE,2019,YES,Effects of Crop theft,,,,,10,BUNCH,,FRESH
307076280051,03525c515e194b0d8fc7be5c11e8969b,RG03,T02,Cassava,CASSAVA,,Others (Specify),MUSILIRI AND MANYOKOLA,SCATTERED,,,,,,,AUGUST,2018,MARCH,2019,YES,Effects of Crop theft,,,,,5,50 KG BAG,,FRESH
201232570122,03633e60f3c94c93a9875bc065d5a43e,RG01,T01,ACACIA,FUEL WOOD TREES,,Acacia  Polyacantha (Mthete),,SCATTERED,,,,3,9999,0,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,2,PIECE,,DRY
302105230269,037569a7d57b4998be29127f9df89086,TG01,T01,MASAU,MASAU,,MASAU (SPECIFY),MASAU,SCATTERED,,,,2,2009,0,MARCH,2018,APRIL,2018,YES,Effects of Diseases,,,WHITE LEAF SPOT. CERCOSPORA VICOSAE,,50,KILOGRAM,,FRESH
302105230269,037569a7d57b4998be29127f9df89086,RG02,T02,CASSAVA,CASSAVA,,Chilikhano2/Mchilingano,,SCATTERED,,,,,,,AUGUST,2018,AUGUST,2018,YES,Effects of Diseases,,,CASSAVA BACTERIAL BLIGHT. XANTHOMONAS AXONOPODIS,,50,KILOGRAM,,FRESH
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,RG02,T01,Mangoes,MANGO,,MANGO (SPECIFY),SMALL,SCATTERED,,,,6,1970,0,OCTOBER,2017,AUGUST,2018,YES,Effects of Insects,,,,,8,50 KG BAG,,FRESH
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,RG03,T02,Mangoes,MANGO,,MANGO (SPECIFY),SMALL,SCATTERED,,,,4,1990,0,OCTOBER,2017,MARCH,2018,YES,Effects of Insects,,,,,4,50 KG BAG,,FRESH
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,TG01,T03,Papaya,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAPAYA,SCATTERED,,,,1,2016,0,FEBRUARY,2017,JULY,2018,YES,Effects of Insects,,,,,1,50 KG BAG,,FRESH
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,DG04,T04,Guavas,GUAVA,,GUAVA (SPECIFY),GUAVAS,SCATTERED,,,,3,2016,0,JUNE,2017,JUNE,2018,YES,Effects of Insects,,,,,1,50 KG BAG,,FRESH
202042700299,038dea8bf30a4cf7be47cbaddb3e9c73,RG01,T01,CASSAVA,CASSAVA,,Others (Specify),WADAWADA,PLANTATION,.5,ACRE,,,,,DECEMBER,2018,FEBRUARY,2019,YES,Effects of Diseases,,,CASSAVA MOSAIC. AFRICAN CASSAVA MOSAIC VIRUS (ACMV),,6,50 KG BAG,,FRESH
302105220010,0396d136e8aa44ab88f996f45dbf9654,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),CHEMBEDODO,SCATTERED,,,,10,1986,0,NOVEMBER,2017,FEBRUARY,2018,YES,Effects of Insects,,,,,6,PAIL (LARGE),,NOT APPLICABLE.
302105220010,0396d136e8aa44ab88f996f45dbf9654,RG02,T01,Papaya,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAPAYA,SCATTERED,,,,1,2010,0,JULY,2017,DECEMBER,2018,NO,,,,,,1,PAIL (LARGE),,NOT APPLICABLE.
209034340048,03c4a40a7abc42d28dacb8e44bdf3a2a,RG03,T01,MANGO,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,4,9999,0,NOVEMBER,2019,FEBRUARY,2020,YES,Effects of Crop theft,,,,,2,PAIL (LARGE),,FRESH
103121670099,03c6255c9bcf49e19d8366ed3d3c9ca4,TG04,T01,CASSAVA,CASSAVA,,Others (Specify),KAYELA,PLANTATION,.5,ACRE,,,,,OCTOBER,2018,JANUARY,2019,YES,Effects of Insects,,,,,10,50 KG BAG,,FRESH
103121670099,03c6255c9bcf49e19d8366ed3d3c9ca4,TG01,T02,CASSAVA,CASSAVA,,Others (Specify),KAYELA,PLANTATION,.5,ACRE,,,,,DECEMBER,2018,JANUARY,2019,YES,Effects of Insects,,,,,5,50 KG BAG,,FRESH
310016870164,03dcf3ef05074fc5bdf35bf09ebf11ca,RG02,T01,MASAU,MASAU,,MASAU (SPECIFY),TALICHOMBO,SCATTERED,,,,3,2006,4,JULY,2018,SEPTEMBER,2018,NO,,,,,,2,50 KG BAG,,DRY
304035630102,03e1ccae17f3465fba5413877960c310,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),SMALL VARIETY,SCATTERED,,,,1,9999,0,NOVEMBER,2019,JANUARY,2020,NO,,,,,,3,PAIL (LARGE),,FRESH
304035630102,03e1ccae17f3465fba5413877960c310,TG01,T01,Masuku,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),HYBRID,SCATTERED,,,,1,9999,0,DECEMBER,2018,NOVEMBER,2019,NO,,,,,,1,BASKET (DENGU),,FRESH
303025330307,03f67f44b04748d9be2effc33a5e4281,RG01,T01,Guavas,GUAVA,,GUAVA (SPECIFY),LOCAL,SCATTERED,,,,2,2008,0,APRIL,2017,JANUARY,2018,YES,Effects of Crop theft,,,,,0,,,
303025330307,03f67f44b04748d9be2effc33a5e4281,RG01,T01,Mango trees,MANGO,,MANGO (SPECIFY),CHEMBEMWANA,SCATTERED,,,,8,2000,0,JUNE,2017,JANUARY,2018,YES,Effects of Crop theft,,,,,0,,,
303025330307,03f67f44b04748d9be2effc33a5e4281,RG01,T01,Masuku,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),LOCAL MASUKU,SCATTERED,,,,2,2010,0,JUNE,2017,APRIL,2018,YES,Effects of Irregular Rains,,,,,0,,,
209014290067,04341a0bcd214a6898989e14687fc02f,TG01,T01,MASUKU,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),HYBRID,SCATTERED,,,,1,2003,0,SEPTEMBER,2018,JANUARY,2019,NO,,,,,,90,KILOGRAM,,FRESH
209014290067,04341a0bcd214a6898989e14687fc02f,TG01,T01,PAPAYA,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,1,2000,0,SEPTEMBER,2018,AUGUST,2019,YES,Effects of Animals,,,,,250,PIECE,,FRESH
209014290067,04341a0bcd214a6898989e14687fc02f,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,1,1970,0,SEPTEMBER,2018,JANUARY,2019,NO,,,,,,120,KILOGRAM,,FRESH
103081600041,043f678ac5794a6f8f92497fd2f81cbd,TG03,T01,cassava,CASSAVA,,Gomani2,,PLANTATION,.19,ACRE,,,,,AUGUST,2019,FEBRUARY,2020,NO,,,,,,10,50 KG BAG,,DRY
201062420135,045025a673ff4cacb7c82cb354964895,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,4,1988,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,0,,,
101011030155,045e6c0ec46c45ffa1cf157dae6c5941,TG01,T01,CASSAVA,CASSAVA,,Thipula/Thupula,,PLANTATION,.3,HECTARE,,5000,2018,5000,JANUARY,2019,DECEMBER,2020,NO,,,,,,0,,,
311087260016,0477f64669ab49d48cc78e92294b82bb,RG02,T01,MASAU,MASAU,,MASAU (SPECIFY),LOCAL,SCATTERED,,,,5,1999,0,DECEMBER,2018,MAY,2019,YES,Effects of Crop theft,,,,,1,PAIL (SMALL),,FRESH
307206410143,047b3e0f65444089b0807c2b6daaa70a,RG02,T01,cassava,CASSAVA,,Others (Specify),AKAZI MWAPEZA,PLANTATION,.5,ACRE,,999,2018,0,MARCH,2019,JUNE,2019,YES,Effects of Insects,,,,,2,50 KG BAG,,DRY
203042940073,04b78611951d4b26b1eb3aa949e28921,TG02,T01,BANANA,BANANA,,BANANA (SPECIFY),PONDAMO,SCATTERED,,,,12,2018,0,FEBRUARY,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,7,BUNCH,,FRESH
103031530008,04b81da74661404991cbe3a13fce2890,RG02,T01,banana,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,10,2003,0,MARCH,2019,FEBRUARY,2020,NO,,,,,,25,BUNCH,,FRESH
103031530008,04b81da74661404991cbe3a13fce2890,RG03,T02,cassava,CASSAVA,,Gomani2,,PLANTATION,.27,ACRE,,,,,AUGUST,2019,FEBRUARY,2020,NO,,,,,,18,50 KG BAG,,FRESH
103031530008,04b81da74661404991cbe3a13fce2890,RG03,T02,banana,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,15,2007,0,MARCH,2019,JANUARY,2020,NO,,,,,,8,BUNCH,,FRESH
201152490118,04c2601217eb4d00a9d280cf3172fa15,RG02,T01,MANGOES,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,3,2005,0,SEPTEMBER,2018,AUGUST,2019,YES,Effects of Community problems,,,,,5,PAIL (LARGE),,FRESH
310036980061,04d2b8f4308048d79edb72679d1482f6,TG01,T01,Mphakasa,FUEL WOOD TREES,,Others,MPHAKASA,SCATTERED,,,,10,2009,0,MAY,2018,JANUARY,2019,NO,,,,,,1,OX-CART,,NOT APPLICABLE.
304045650194,04d6048c1d574e149b5a427fbb502b3c,TG04,T01,CASSAVA,CASSAVA,,Others (Specify),MDZALAMAENJE,PLANTATION,.87,ACRE,,999,2019,0,APRIL,2019,APRIL,2020,YES,Effects of Crop theft,,,,,4,50 KG BAG,,FRESH
209104460005,04efa80ab5b1463bbdc835c93451337b,RG03,T01,MASAU,MASAU,,MASAU (SPECIFY),LOCAL,SCATTERED,,,,1,2012,1,DECEMBER,2017,SEPTEMBER,2018,YES,Effects of Crop theft,,,,,1,PAIL (LARGE),,FRESH
209104460005,04efa80ab5b1463bbdc835c93451337b,RG03,T01,MANGO,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,1,2007,0,NOVEMBER,2017,DECEMBER,2018,YES,Effects of Crop theft,,,,,1,50 KG BAG,,FRESH
305055870071,0519af7c75bb4a71bc882e9c4aa18434,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),CHEMBE,SCATTERED,,,,1,1998,1,AUGUST,2018,MARCH,2019,NO,,,,,,5,50 KG BAG,,FRESH
210544590118,05225731c78f4d9d851d18248ac6214b,TG01,T01,mango,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,5,2013,0,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,50,PIECE,,FRESH
210544590118,05225731c78f4d9d851d18248ac6214b,TG01,T01,banana,BANANA,,BANANA (SPECIFY),SUKALI,SCATTERED,,,,2,2014,0,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,3,OTHER(SPECIFY),CLUSTERS,FRESH
313017560030,05228a9c87024b9c8d6e1529de80483f,TG01,T01,Banana,BANANA,,BANANA (SPECIFY),ZANDA,SCATTERED,,,,2,2010,0,MARCH,2018,OCTOBER,2019,NO,,,,,,4,BUNCH,,FRESH
313017560030,05228a9c87024b9c8d6e1529de80483f,TG01,T01,Guava,GUAVA,,GUAVA (SPECIFY),LOCAL,SCATTERED,,,,2,2011,0,MARCH,2018,MAY,2019,YES,Other (Specify),,Rotting,,,2,PAIL (LARGE),,FRESH
313017560030,05228a9c87024b9c8d6e1529de80483f,TG01,T01,Masuku,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),LOCAL,SCATTERED,,,,1,2010,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Animals,,,,,3,BASKET (DENGU),,FRESH
313017560030,05228a9c87024b9c8d6e1529de80483f,TG01,T01,Pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,4,2015,0,OCTOBER,2018,DECEMBER,2019,YES,Effects of Crop theft,,,,,5,BASKET (DENGU),,FRESH
313017560030,05228a9c87024b9c8d6e1529de80483f,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,4,2010,0,DECEMBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,5,BASKET (DENGU),,FRESH
313017560030,05228a9c87024b9c8d6e1529de80483f,TG02,T02,Mango,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,4,2010,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,7,BASKET (DENGU),,FRESH
209094430247,0525788e042c46fdb271874620eccec1,RG02,T01,BANANA,BANANA,,BANANA (SPECIFY),NSOLOKOTO,SCATTERED,,,,4,2015,0,DECEMBER,2018,NOVEMBER,2019,YES,Effects of Crop theft,,,,,1,50 KG BAG,,FRESH
209094430247,0525788e042c46fdb271874620eccec1,RG02,T01,PEACH,PEACH,,PEACH (SPECIFY),LOCAL,SCATTERED,,,,4,2015,0,DECEMBER,2018,JANUARY,2019,NO,,,,,,1,PAIL (LARGE),,FRESH
209094430247,0525788e042c46fdb271874620eccec1,RG04,T02,GUAVA,GUAVA,,GUAVA (SPECIFY),LOCAL,SCATTERED,,,,1,9999,2,DECEMBER,2018,DECEMBER,2019,YES,Effects of Crop theft,,,,,0,,,
209094430247,0525788e042c46fdb271874620eccec1,RG04,T03,PEACH,OTHER (SPECIFY),PEACH,Others CROPS (Specify),LOCAL,SCATTERED,,,,0,2009,0,DECEMBER,2018,JANUARY,2019,NO,,,,,,1,PAIL (SMALL),,FRESH
303095490077,052e38b1fe88414489d863b95db04a4b,RG01,T01,CASSAVA PLOT,CASSAVA,,Kachamba,,SCATTERED,,,,,,,NOVEMBER,2018,AUGUST,2019,NO,,,,,,1,50 KG BAG,,DRY
203052970073,055de79d89084264a3b9d698bae5563b,RG01,T01,T01 Mango,MANGO,,MANGO (SPECIFY),DODO AND KATHULA,SCATTERED,,,,10,2000,0,OCTOBER,2018,JANUARY,2019,NO,,,,,,20,50 KG BAG,,FRESH
103051560092,056d07500d8544dd98559529200ecd59,TG02,T01,CASSAVA,CASSAVA,,Beatrice,,PLANTATION,1.82,ACRE,,,,,DECEMBER,2018,SEPTEMBER,2019,NO,,,,,,50,50 KG BAG,,FRESH
103051560092,056d07500d8544dd98559529200ecd59,TG01,T02,ORANGES,ORANGE,,ORANGE (SPECIFY),ORANGE,SCATTERED,,,,2,2000,0,JUNE,2018,JANUARY,2019,NO,,,,,,4,50 KG BAG,,FRESH
103051560092,056d07500d8544dd98559529200ecd59,TG01,T02,BWEMBA,OTHER (SPECIFY),BWEMBA,Others CROPS (Specify),BWEMBA,SCATTERED,,,,1,1994,0,SEPTEMBER,2018,SEPTEMBER,2019,YES,Effects of Insects,,,,,5,50 KG BAG,,FRESH
103051560092,056d07500d8544dd98559529200ecd59,TG01,T02,MANGO,MANGO,,MANGO (SPECIFY),DUDU,SCATTERED,,,,6,2000,0,NOVEMBER,2018,JANUARY,2019,YES,Other (Specify),,rotting,,,10,90 KG BAG,,FRESH
102011280124,057253ecac664d1289c4ef8128f4541e,TG01,T01,BANANAS,BANANA,,BANANA (SPECIFY),RESEARCH,SCATTERED,,,,150,2009,10,AUGUST,2018,JULY,2019,NO,,,,,,70,BUNCH,,FRESH
101031110095,0572c8f905c74c09a08b1ac75a63b75e,TG03,T01,TG01T01 COFEE + BANANA PLOT,COFFEE,,COFFEE (SPECIFY),POPULATION,PLANTATION,.5,ACRE,,500,2018,500,DECEMBER,2018,DECEMBER,2019,YES,Effects of Insects,,,,,10,PAIL (LARGE),,DRY
103041550211,057d9db7920f42fb99672dbf29e2745f,TG01,T01,avocado,AVOCADO,,AVOCADO (SPECIFY),AAKULU,SCATTERED,,,,5,2001,0,DECEMBER,2018,MARCH,2019,NO,,,,,,30,PAIL (LARGE),,FRESH
103041550211,057d9db7920f42fb99672dbf29e2745f,TG01,T01,mango,MANGO,,MANGO (SPECIFY),AANG'ONO,SCATTERED,,,,3,1983,0,NOVEMBER,2018,JANUARY,2019,NO,,,,,,10,PAIL (LARGE),,FRESH
301105040234,05bc926fd9434d4bb63dd4c0861164f7,RG02,T01,CASSAVA,CASSAVA,,Chilikhano2/Mchilingano,,PLANTATION,1,ACRE,,2000,2017,400,NOVEMBER,2017,JULY,2019,YES,Effects of Animals,,,,,11,50 KG BAG,,DRY
106012120030,05bf82dd81ff46bd8b6939b1198d3cc9,TG01,T01,mangoes,MANGO,,MANGO (SPECIFY),YEMBE,SCATTERED,,,,2,2018,0,OCTOBER,2019,DECEMBER,2019,NO,,,,,,1,PAIL (LARGE),,FRESH
207033920033,05c034395da644bba56a387508afb6c0,RG02,T01,T01 MANGOES,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,2,2000,0,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,4,50 KG BAG,,FRESH
309056810020,05cfac8753e84c17b1e7e301f7c177b5,RG01,T01,mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,999,9999,0,OCTOBER,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,5,50 KG BAG,,FRESH
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,RG01,T01,ACacia,OTHER (SPECIFY),Acacia,Others CROPS (Specify),LOCAL,SCATTERED,,,,999,2008,0,DECEMBER,2018,MARCH,2019,NO,,,,,,5,PIECE,,FRESH
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,3,2012,8,DECEMBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,0,,,
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,RG01,T01,Masuku,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),ACHIZUNGU,SCATTERED,,,,1,2013,0,JUNE,2018,AUGUST,2019,YES,Effects of Community problems,,,,,2,PAIL (LARGE),,FRESH
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,RG01,T01,Banana,BANANA,,BANANA (SPECIFY),SUKALI,SCATTERED,,,,999,2007,0,OCTOBER,2018,FEBRUARY,2019,NO,,,,,,3,BUNCH,,FRESH
308066610178,0609c4a496154c629638c8fe8224f363,RG01,T01,mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,19,2009,0,SEPTEMBER,2018,DECEMBER,2018,NO,,,,,,5,50 KG BAG,,FRESH
308026480231,062b6438e9a44083b3f3488693059b06,TG01,T01,mango,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,4,1990,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Insects,,,,,1,PAIL (LARGE),,FRESH
308026480231,062b6438e9a44083b3f3488693059b06,TG02,T02,cassava,CASSAVA,,Masangwi,,PLANTATION,70,SQUARE METERS,,100,2017,50,OCTOBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,25,KILOGRAM,,FRESH
304025600201,062d121b373f43e89904d63541682a83,TG01,T01,mangoes,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,9,1998,0,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,4,50 KG BAG,,FRESH
304025600201,062d121b373f43e89904d63541682a83,TG01,T01,guavas,GUAVA,,GUAVA (SPECIFY),GUAVAS,SCATTERED,,,,3,2005,0,FEBRUARY,2019,APRIL,2019,NO,,,,,,1,50 KG BAG,,FRESH
304025600201,062d121b373f43e89904d63541682a83,TG04,T02,Cassava,CASSAVA,,Chinangwa 1,,SCATTERED,,,,,,,SEPTEMBER,2019,OCTOBER,2019,NO,,,,,,15,KILOGRAM,,DRY
304025600201,062d121b373f43e89904d63541682a83,TG05,T03,Cassava,CASSAVA,,Chinangwa 1,,SCATTERED,,,,,,,SEPTEMBER,2019,OCTOBER,2019,NO,,,,,,10,KILOGRAM,,DRY
103121660007,063e73be877e44fda283b36cafeafa51,TG02,T01,cassava,CASSAVA,,Azungu (Masoghazungu),,SCATTERED,,,,,,,DECEMBER,2018,NOVEMBER,2019,YES,Effects of Animals,,,,,30,50 KG BAG,,FRESH
309056810068,063e95568cdc4b6bbd7bf020bd22e130,RG01,T01,mango,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,5,9999,0,OCTOBER,2019,DECEMBER,2019,NO,,,,,,15,50 KG BAG,,FRESH
307056230224,0693344bf49a4ac8ac51832d6e271e1f,RG01,T01,mango,MANGO,,MANGO (SPECIFY),DOMASI,SCATTERED,,,,10,9999,99,NOVEMBER,2019,JANUARY,2020,NO,,,,,,2,90 KG BAG,,FRESH
307056230224,0693344bf49a4ac8ac51832d6e271e1f,RG02,T02,Mango,MANGO,,MANGO (SPECIFY),ANG'ONO,SCATTERED,,,,2,9999,99,NOVEMBER,2019,JANUARY,2020,NO,,,,,,25,KILOGRAM,,FRESH
305025800369,0693c353de3d47fb971f1338bb3d6732,RG02,T01,EUCALYPTUS GLOBUS,FUEL WOOD TREES,,Eucalyptus,,SCATTERED,,,,96,1980,0,DECEMBER,2018,NOVEMBER,2019,NO,,,,,,71,OTHER(SPECIFY),POLES,FRESH
305025800369,0693c353de3d47fb971f1338bb3d6732,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,12,9999,0,JULY,2018,JANUARY,2019,YES,Effects of Community problems,,,,,240,PAIL (LARGE),,FRESH
305025800369,0693c353de3d47fb971f1338bb3d6732,RG03,T02,CASSAVA,CASSAVA,,Kachamba,,SCATTERED,,,,50,2019,65,DECEMBER,2018,FEBRUARY,2020,NO,,,,,,0,,,
305025800369,0693c353de3d47fb971f1338bb3d6732,RG03,T02,BANANA,BANANA,,BANANA (SPECIFY),MTUWA,SCATTERED,,,,60,2002,0,DECEMBER,2018,OCTOBER,2019,YES,Effects of Crop theft,,,,,3,BUNCH,,FRESH
307046210184,06960556db934fd4b2054ede58010fcb,RG02,T01,cassava,CASSAVA,,Mgwalangwa,,PLANTATION,.5,SQUARE METERS,,999,2018,999,AUGUST,2018,AUGUST,2019,NO,,,,,,1,50 KG BAG,,DRY
304045650172,069ab247f7264ce581036e1060e312b8,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),DOMASI,SCATTERED,,,,8,9999,0,NOVEMBER,2019,JANUARY,2020,NO,,,,,,6,BASKET (DENGU),,FRESH
208064210103,06b77431e2bb4e54b02d30a83d4dac06,TG01,T01,BANANA,BANANA,,BANANA (SPECIFY),LOCAL,SCATTERED,,,,61,2002,0,OCTOBER,2019,JANUARY,2020,NO,,,,,,7,OTHER(SPECIFY),CLUSTERS,FRESH
308066610197,06bcc6c81edc48b1a3c177c477c1c683,RG01,T01,mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,3,2000,0,OCTOBER,2018,JANUARY,2019,NO,,,,,,10,50 KG BAG,,FRESH
310016910066,06d70b3a96614c8895551777bff9f711,RG02,T01,Mangoes,MANGO,,MANGO (SPECIFY),AMWAWANG'ONO,SCATTERED,,,,1,2006,0,OCTOBER,2018,DECEMBER,2018,YES,Effects of Community problems,,,,,1,PAIL (SMALL),,FRESH
303045380104,06fc2a5524ef4c58994e6836b284efcf,RG02,T01,Mango trees,MANGO,,MANGO (SPECIFY),CHEMBEDODO,SCATTERED,,,,2,2005,0,MAY,2018,JANUARY,2019,YES,Effects of Community problems,,,,,0,,,
208034160211,07006290269d4585b14c04326dfe7651,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),SEKESE,SCATTERED,,,,1,2000,0,DECEMBER,2018,MARCH,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
208034160211,07006290269d4585b14c04326dfe7651,TG02,T02,Guava,GUAVA,,GUAVA (SPECIFY),RED,SCATTERED,,,,2,2006,0,DECEMBER,2018,FEBRUARY,2019,NO,,,,,,1,50 KG BAG,,NOT APPLICABLE.
105052010054,0704befa47ec438cb3b03c791f59d2a9,RG01,T01,cassava,CASSAVA,,Others (Specify),MANYOKOLA,PLANTATION,.5,ACRE,,,,,DECEMBER,2018,MARCH,2019,YES,Effects of Crop theft,,,,,5,50 KG BAG,,FRESH
105052010054,0704befa47ec438cb3b03c791f59d2a9,RG01,T01,mango,MANGO,,MANGO (SPECIFY),AAKULU,SCATTERED,,,,2,1978,0,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,9,PAIL (LARGE),,FRESH
302125260216,07081ebda1144c88bb49d52ecedfec85,RG01,T01,Mango tree,MANGO,,MANGO (SPECIFY),MABOLOMA,PLANTATION,.09,ACRE,,1,1990,1,JUNE,2017,JANUARY,2018,YES,Effects of Crop theft,,,,,0,,,
202022670033,072890034f9e44c5882281bcb9f92061,RG02,T01,Cassava,CASSAVA,,Others (Specify),MANYOKOLA,PLANTATION,1,ACRE,,,,,NOVEMBER,2018,JANUARY,2019,NO,,,,,,2,50 KG BAG,,FRESH
202022670033,072890034f9e44c5882281bcb9f92061,RG02,T01,Banana,BANANA,,BANANA (SPECIFY),KAMUNOWA,SCATTERED,,,,1,2016,0,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,1,50 KG BAG,,FRESH
102041380207,0742aa43ddcb4f36a7289331d93a24ad,TG02,T01,CASSAVA,CASSAVA,,Matakolembwende,,PLANTATION,.17,ACRE,,,,,DECEMBER,2017,AUGUST,2018,YES,Other (Specify),,Rotting,,,6,50 KG BAG,,DRY
304035630162,07471ea9c3124a6b8ef9650a827f51a6,RG01,T01,MANGO,MANGO,,MANGO (SPECIFY),MWANG'ONO,SCATTERED,,,,15,9999,0,JANUARY,2019,JANUARY,2020,YES,Effects of Diseases,,,OTHER SPECIFY,DON'T KNOW,10,BASKET (DENGU),,FRESH
209034320098,0747c723328a42648af3875aebe1fe91,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,4,9999,1,NOVEMBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,1,PAIL (SMALL),,FRESH
302125260241,074c3f03e28f4d7aaab8e3c3baed3b40,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,2,1990,0,AUGUST,2018,JANUARY,2019,NO,,,,,,15,PAIL (LARGE),,FRESH
202012650059,0756d636292e4c3a963bb5f951dd5097,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),DODO,SCATTERED,,,,3,9999,0,NOVEMBER,2019,DECEMBER,2020,YES,Effects of Insects,,,,,5,50 KG BAG,,FRESH
