case_id,HHID,Id,ag_nr02,ag_nr02_oth,ag_nr03
304015530146,561a6627fc1848ddb9f18d3f3406ad7e,6,MAIN FARM/PLOT,,NEAR THE VILLAGE
304015530146,561a6627fc1848ddb9f18d3f3406ad7e,7,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015530153,655d7654eaf445339815121030e6771c,1,RELATIVE,,DEAD
304015530153,655d7654eaf445339815121030e6771c,2,RELATIVE,,DEAD
304015530153,655d7654eaf445339815121030e6771c,3,RELATIVE,,WITHIN THE VILLAGE
304015530153,655d7654eaf445339815121030e6771c,4,PRIVATE COMPANY/BUSINESS PERSON,,IN/NEAR THE DISTRICT/URBAN CENTER
304015530153,655d7654eaf445339815121030e6771c,5,RELATIVE,,WITHIN THE VILLAGE
304015530176,2e8f3d17f74742b8920d2549c4d1e089,1,RELATIVE,,OUTSIDE THE DISTRICT
304015530176,2e8f3d17f74742b8920d2549c4d1e089,2,RELATIVE,,WITHIN THE VILLAGE
304015530176,2e8f3d17f74742b8920d2549c4d1e089,3,LOCAL MARKET,,WITHIN THE VILLAGE
304015530176,2e8f3d17f74742b8920d2549c4d1e089,4,RELATIVE,,OUTSIDE THE DISTRICT
304015530176,2e8f3d17f74742b8920d2549c4d1e089,5,LOCAL MARKET,,NEAR THE VILLAGE
304015530176,2e8f3d17f74742b8920d2549c4d1e089,6,RELATIVE,,WITHIN THE VILLAGE
304015530221,7d8f749265e64b7ab0771f22a57106a5,1,RELATIVE,,WITHIN THE VILLAGE
304015530221,7d8f749265e64b7ab0771f22a57106a5,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,1,RELATIVE,,WITHIN THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,2,RELATIVE,,WITHIN THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,3,RELATIVE,,WITHIN THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,4,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,5,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,6,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
304015530231,ea69228f73db44438edc22a37542d71c,7,RELATIVE,,WITHIN THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,8,MOBILE MARKET,,NEAR THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,9,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
304015530231,ea69228f73db44438edc22a37542d71c,10,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,11,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,12,RELATIVE,,WITHIN THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,13,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015530231,ea69228f73db44438edc22a37542d71c,14,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015530260,5778e30e669747328848770711609976,1,VILLAGE HEADMAN,,WITHIN THE VILLAGE
304015530260,5778e30e669747328848770711609976,2,RELATIVE,,DEAD
304015530260,5778e30e669747328848770711609976,3,RELATIVE,,OUTSIDE THE DISTRICT
304015530260,5778e30e669747328848770711609976,4,LOCAL MARKET,,NEAR THE VILLAGE
304015530260,5778e30e669747328848770711609976,5,MAIN MARKET,,NEAR THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,1,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,2,RELATIVE,,DEAD
304015530294,d3836f496fba44dcac43af62031217f7,3,GOVERNMENT AGENCY,,WITHIN THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,4,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,5,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,6,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,7,MOBILE MARKET,,NEAR THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,8,VILLAGE HEADMAN,,NEAR THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,9,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015530294,d3836f496fba44dcac43af62031217f7,10,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015530303,a9f641bf582c4914a49a227ac1beae85,1,RELATIVE,,DEAD
304015530303,a9f641bf582c4914a49a227ac1beae85,2,RELATIVE,,OUTSIDE THE DISTRICT
304015530303,a9f641bf582c4914a49a227ac1beae85,3,MOBILE MARKET,,NEAR THE VILLAGE
304015530303,a9f641bf582c4914a49a227ac1beae85,4,FRIEND/NEIGHBOR,,IN/NEAR THE DISTRICT/URBAN CENTER
304015540007,ba0c9fc8048f4e319baeb717dd95b2cc,1,VDC MEMBER,,NEAR THE VILLAGE
304015540019,f7838e6df77e467092fc0047c2bfb6bd,1,RELATIVE,,WITHIN THE VILLAGE
304015540019,f7838e6df77e467092fc0047c2bfb6bd,2,VDC MEMBER,,WITHIN THE VILLAGE
304015540031,7bcafa06d0b14d64be8c42c07cda9468,1,VDC MEMBER,,WITHIN THE VILLAGE
304015540041,6707bc3df18b44d69c0d72cb419b119b,1,VDC MEMBER,,WITHIN THE VILLAGE
304015540059,1358e68f208d42caae39e96066a20e52,1,RELATIVE,,NEAR THE VILLAGE
304015540059,1358e68f208d42caae39e96066a20e52,2,RELATIVE,,NEAR THE VILLAGE
304015540059,1358e68f208d42caae39e96066a20e52,3,OTHER (SPECIFY),AGRICULTURAL EXTENSION WORKER,OUTSIDE THE DISTRICT
304015540059,1358e68f208d42caae39e96066a20e52,4,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015540059,1358e68f208d42caae39e96066a20e52,5,RELATIVE,,DEAD
304015540068,e4c97c263e8341e1bfab2c901f836b70,1,VILLAGE HEADMAN,,WITHIN THE VILLAGE
304015540068,e4c97c263e8341e1bfab2c901f836b70,2,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015540068,e4c97c263e8341e1bfab2c901f836b70,3,RELATIVE,,WITHIN THE VILLAGE
304015540068,e4c97c263e8341e1bfab2c901f836b70,4,RELIGIOUS GROUP/INSTITUTION,,NEAR THE VILLAGE
304015540068,e4c97c263e8341e1bfab2c901f836b70,5,RELATIVE,,NEAR THE VILLAGE
304015540077,5e0bb62c0cff4fc0bbdcf6af10d9e551,1,RELATIVE,,OUTSIDE THE DISTRICT
304015540077,5e0bb62c0cff4fc0bbdcf6af10d9e551,2,RELATIVE,,WITHIN THE VILLAGE
304015540086,58d5d45b5d6a4566899e05ade5c7a673,1,OTHER (SPECIFY),EDNA CHIPOJOLA,WITHIN THE VILLAGE
304015540086,58d5d45b5d6a4566899e05ade5c7a673,2,RELATIVE,,OUTSIDE THE DISTRICT
304015540086,58d5d45b5d6a4566899e05ade5c7a673,3,RELATIVE,,OUTSIDE THE DISTRICT
304015540086,58d5d45b5d6a4566899e05ade5c7a673,4,FRIEND/NEIGHBOR,,OUTSIDE THE DISTRICT
304015540086,58d5d45b5d6a4566899e05ade5c7a673,5,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
304015540086,58d5d45b5d6a4566899e05ade5c7a673,6,AUCTION IN MAIN MARKET,,OUTSIDE THE REGION
304015540086,58d5d45b5d6a4566899e05ade5c7a673,7,PRIVATE TRADER IN LOCAL MARKET,,OUTSIDE THE DISTRICT
304015540086,58d5d45b5d6a4566899e05ade5c7a673,8,PRIVATE TRADER IN LOCAL MARKET,,OUTSIDE THE DISTRICT
304015540095,999cc357c1054adea9aa1f2c3710961c,1,RELATIVE,,DEAD
304015540095,999cc357c1054adea9aa1f2c3710961c,2,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
304015540095,999cc357c1054adea9aa1f2c3710961c,3,LOCAL MARKET,,NEAR THE VILLAGE
304015540095,999cc357c1054adea9aa1f2c3710961c,4,ROADSIDE,,WITHIN THE VILLAGE
304015540095,999cc357c1054adea9aa1f2c3710961c,5,MOBILE MARKET,,WITHIN THE VILLAGE
304015540105,bfad2cdda2bd4709838cd704f8d99450,1,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015540105,bfad2cdda2bd4709838cd704f8d99450,2,AGRICULTURAL COOPERATIVE,,IN/NEAR THE DISTRICT/URBAN CENTER
304015540105,bfad2cdda2bd4709838cd704f8d99450,3,GOVERNMENT AGENCY,,IN/NEAR THE DISTRICT/URBAN CENTER
304015540105,bfad2cdda2bd4709838cd704f8d99450,4,LOCAL MARKET,,NEAR THE VILLAGE
304015540105,bfad2cdda2bd4709838cd704f8d99450,5,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
304015540105,bfad2cdda2bd4709838cd704f8d99450,6,RELATIVE,,WITHIN THE VILLAGE
304015540105,bfad2cdda2bd4709838cd704f8d99450,7,ROADSIDE,,WITHIN THE VILLAGE
304015540105,bfad2cdda2bd4709838cd704f8d99450,8,RELATIVE,,DEAD
304015540114,6a66894304e04d869a866ea0fca144b6,1,RELATIVE,,WITHIN THE VILLAGE
304015540114,6a66894304e04d869a866ea0fca144b6,2,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
304015540114,6a66894304e04d869a866ea0fca144b6,3,LOCAL MARKET,,NEAR THE VILLAGE
304015540124,650e46257c184a718292c718ada3f271,1,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015540124,650e46257c184a718292c718ada3f271,2,NGO,,NEAR THE VILLAGE
304015540124,650e46257c184a718292c718ada3f271,3,VDC MEMBER,,WITHIN THE VILLAGE
304015540124,650e46257c184a718292c718ada3f271,4,RELATIVE,,WITHIN THE VILLAGE
304015540133,a0adf1b9fa56482bae9e41235fe48da8,1,RELATIVE,,WITHIN THE VILLAGE
304015540133,a0adf1b9fa56482bae9e41235fe48da8,2,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015540133,a0adf1b9fa56482bae9e41235fe48da8,3,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015540133,a0adf1b9fa56482bae9e41235fe48da8,4,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
304015540142,f193b6fa794f4b459c8feceeef5716ae,1,RELATIVE,,WITHIN THE VILLAGE
304015540142,f193b6fa794f4b459c8feceeef5716ae,2,RELATIVE,,OUTSIDE THE DISTRICT
304015540142,f193b6fa794f4b459c8feceeef5716ae,3,RELATIVE,,DEAD
304015540142,f193b6fa794f4b459c8feceeef5716ae,4,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
304015540142,f193b6fa794f4b459c8feceeef5716ae,5,PRIVATE TRADER IN MAIN MARKET,,OUTSIDE THE DISTRICT
304015540142,f193b6fa794f4b459c8feceeef5716ae,6,RELATIVE,,WITHIN THE VILLAGE
304015540151,143c03982bfe4274b360b01ee57517af,1,RELATIVE,,DEAD
304015540151,143c03982bfe4274b360b01ee57517af,2,RELATIVE,,WITHIN THE VILLAGE
304015540151,143c03982bfe4274b360b01ee57517af,3,RELATIVE,,WITHIN THE VILLAGE
304015540151,143c03982bfe4274b360b01ee57517af,4,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015540151,143c03982bfe4274b360b01ee57517af,5,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
304015540151,143c03982bfe4274b360b01ee57517af,6,OTHER (SPECIFY),CONSUMERS,NEAR THE VILLAGE
304015540160,47a97d8a52824f6d9d9057be1309643f,1,RELATIVE,,DEAD
304015540160,47a97d8a52824f6d9d9057be1309643f,2,LOCAL MARKET,,NEAR THE VILLAGE
304015540160,47a97d8a52824f6d9d9057be1309643f,3,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015550014,13a60d9ecf71456fb983d0b73c2e82bc,1,RELATIVE,,WITHIN THE VILLAGE
304015550014,13a60d9ecf71456fb983d0b73c2e82bc,2,RELATIVE,,DEAD
304015550014,13a60d9ecf71456fb983d0b73c2e82bc,3,RELATIVE,,WITHIN THE VILLAGE
304015550014,13a60d9ecf71456fb983d0b73c2e82bc,4,MAIN MARKET,,NEAR THE VILLAGE
304015550042,b785d34215304d7faecd73ce945d3065,1,ROADSIDE,,WITHIN THE VILLAGE
304015550079,796cbe07547a484b931179c713515401,1,RELATIVE,,WITHIN THE VILLAGE
304015550079,796cbe07547a484b931179c713515401,2,RELATIVE,,WITHIN THE VILLAGE
304015550079,796cbe07547a484b931179c713515401,3,LOCAL MARKET,,WITHIN THE VILLAGE
304015550122,d6a68bb6385b47c393ac31ae270ce314,1,RELATIVE,,DEAD
304015550122,d6a68bb6385b47c393ac31ae270ce314,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015550122,d6a68bb6385b47c393ac31ae270ce314,3,GOVERNMENT AGENCY,,IN/NEAR THE TOWN
304015550122,d6a68bb6385b47c393ac31ae270ce314,4,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
304015550158,f2809eb8b54e462ca61dadad93271434,1,RELATIVE,,DEAD
304015550158,f2809eb8b54e462ca61dadad93271434,2,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015550158,f2809eb8b54e462ca61dadad93271434,3,VILLAGE OPEN FORUM,,NEAR THE VILLAGE
304015550158,f2809eb8b54e462ca61dadad93271434,4,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
304015550158,f2809eb8b54e462ca61dadad93271434,5,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015550158,f2809eb8b54e462ca61dadad93271434,6,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015550158,f2809eb8b54e462ca61dadad93271434,7,PRIVATE TRADER IN LOCAL MARKET,,OUTSIDE THE DISTRICT
304015550158,f2809eb8b54e462ca61dadad93271434,8,MOBILE MARKET,,NEAR THE VILLAGE
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,1,RELATIVE,,WITHIN THE VILLAGE
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,2,RELATIVE,,DEAD
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,3,RELATIVE,,WITHIN THE VILLAGE
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,4,LOCAL MARKET,,NEAR THE VILLAGE
304015550219,a12193f603d6482a8e67c3293cc73ad1,1,RELATIVE,,WITHIN THE VILLAGE
304015550219,a12193f603d6482a8e67c3293cc73ad1,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015550219,a12193f603d6482a8e67c3293cc73ad1,3,GOVERNMENT AGENCY,,IN/NEAR THE DISTRICT/URBAN CENTER
304015550219,a12193f603d6482a8e67c3293cc73ad1,4,MAIN MARKET,,NEAR THE VILLAGE
304015550219,a12193f603d6482a8e67c3293cc73ad1,5,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015550246,ada5d9cccfeb4d55925801cd8b2538e2,1,RELATIVE,,OUTSIDE THE DISTRICT
304015550246,ada5d9cccfeb4d55925801cd8b2538e2,2,RELATIVE,,WITHIN THE VILLAGE
304015550246,ada5d9cccfeb4d55925801cd8b2538e2,3,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
304015550246,ada5d9cccfeb4d55925801cd8b2538e2,4,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
304015550253,c31090e6f43d4b3fa516f4f5f75ea30c,1,RELATIVE,,DEAD
304015550253,c31090e6f43d4b3fa516f4f5f75ea30c,2,RELATIVE,,DEAD
304015550253,c31090e6f43d4b3fa516f4f5f75ea30c,3,RELATIVE,,WITHIN THE VILLAGE
304015550253,c31090e6f43d4b3fa516f4f5f75ea30c,4,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015550253,c31090e6f43d4b3fa516f4f5f75ea30c,5,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015550253,c31090e6f43d4b3fa516f4f5f75ea30c,6,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015550253,c31090e6f43d4b3fa516f4f5f75ea30c,7,LOCAL MARKET,,NEAR THE VILLAGE
304015550262,59f2790cb08f41678a66bbc4d7f21f13,1,RELATIVE,,OUTSIDE THE DISTRICT
304015550262,59f2790cb08f41678a66bbc4d7f21f13,2,RELATIVE,,DEAD
304015550262,59f2790cb08f41678a66bbc4d7f21f13,3,RELATIVE,,WITHIN THE VILLAGE
304015550262,59f2790cb08f41678a66bbc4d7f21f13,4,MAIN MARKET,,NEAR THE VILLAGE
304015550263,848a1e14345a411ab50c46a16fc08e21,1,RELATIVE,,DEAD
304015550263,848a1e14345a411ab50c46a16fc08e21,2,LOCAL MARKET,,IN/NEAR THE TOWN
304015550263,848a1e14345a411ab50c46a16fc08e21,3,RELATIVE,,WITHIN THE VILLAGE
304015550265,294451ff5b34494fa29c2bdb7b1a70d8,1,RELATIVE,,DEAD
304015550265,294451ff5b34494fa29c2bdb7b1a70d8,2,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015550265,294451ff5b34494fa29c2bdb7b1a70d8,3,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
304015550265,294451ff5b34494fa29c2bdb7b1a70d8,4,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015550265,294451ff5b34494fa29c2bdb7b1a70d8,5,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015550290,f8ccbaed4bbc452c82b1fd472f6fc064,1,RELATIVE,,DEAD
304015550290,f8ccbaed4bbc452c82b1fd472f6fc064,2,VILLAGE HEADMAN,,WITHIN THE VILLAGE
304015550290,f8ccbaed4bbc452c82b1fd472f6fc064,3,MAIN MARKET,,IN/NEAR THE TOWN
304015550301,90b6ddf94f1b49bba74afa370e666d13,1,RELATIVE,,IN/NEAR THE TOWN
304015550314,d9094f1808af4d1c8662d1c16ebebc3f,1,RELATIVE,,DEAD
304015550314,d9094f1808af4d1c8662d1c16ebebc3f,2,PRIVATE COMPANY/BUSINESS PERSON,,IN/NEAR THE TOWN
304015550314,d9094f1808af4d1c8662d1c16ebebc3f,3,RELATIVE,,WITHIN THE VILLAGE
304015550314,d9094f1808af4d1c8662d1c16ebebc3f,4,LOCAL MARKET,,NEAR THE VILLAGE
304015550314,d9094f1808af4d1c8662d1c16ebebc3f,5,PRIVATE TRADER IN MAIN MARKET,,IN/NEAR THE TOWN
304015550360,0036892030f544dbb4b40c588b72f59a,1,RELATIVE,,DEAD
304015550360,0036892030f544dbb4b40c588b72f59a,2,MAIN MARKET,,OUTSIDE THE DISTRICT
304015550360,0036892030f544dbb4b40c588b72f59a,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015550360,0036892030f544dbb4b40c588b72f59a,4,MAIN MARKET,,IN/NEAR THE TOWN
304015550360,0036892030f544dbb4b40c588b72f59a,5,LOCAL MARKET,,IN/NEAR THE TOWN
304015550360,0036892030f544dbb4b40c588b72f59a,6,MAIN MARKET,,IN/NEAR THE TOWN
304015560016,024b42b5c7a74acb9ea9ae1c48d0429f,,,,
304015560039,8ff82c9c24d94a32bda11694aa5e9f45,1,RELATIVE,,WITHIN THE VILLAGE
304015560045,7361acd88d5348f6bac2523de109b84f,1,RELATIVE,,NEAR THE VILLAGE
304015560055,d58655a92be64b689a151fbd50398c7f,1,RELATIVE,,IN/NEAR THE TOWN
304015560112,884cc097b0a3471fb7c86fc6d14057f9,1,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015560129,627ce5f90bbb49ada4a241d06a206d82,1,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015560129,627ce5f90bbb49ada4a241d06a206d82,2,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015560129,627ce5f90bbb49ada4a241d06a206d82,3,FRIEND/NEIGHBOR,,OUTSIDE THE DISTRICT
304015560129,627ce5f90bbb49ada4a241d06a206d82,4,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
304015560129,627ce5f90bbb49ada4a241d06a206d82,5,LOCAL MARKET,,NEAR THE VILLAGE
304015560129,627ce5f90bbb49ada4a241d06a206d82,6,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015560132,dc658665c05f44378da1a1dbcd5df345,1,RELATIVE,,NEAR THE VILLAGE
304015560183,b39efd2950d24cab8243cc4002911455,1,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015560199,09ea0df0e5d94f65ab30cfe22f35074d,1,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015560199,09ea0df0e5d94f65ab30cfe22f35074d,2,RELATIVE,,NEAR THE VILLAGE
304015560215,8d72c07d0aa4460eb03b6e190b369930,1,RELATIVE,,NEAR THE VILLAGE
304015560215,8d72c07d0aa4460eb03b6e190b369930,2,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
304015560215,8d72c07d0aa4460eb03b6e190b369930,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015560215,8d72c07d0aa4460eb03b6e190b369930,4,RELATIVE,,NEAR THE VILLAGE
304015560215,8d72c07d0aa4460eb03b6e190b369930,5,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015560215,8d72c07d0aa4460eb03b6e190b369930,6,LOCAL MARKET,,NEAR THE VILLAGE
304015560244,3b07bdd7534a46f68c254f57b3319e4a,1,OTHER (SPECIFY),LANDLORD,WITHIN THE VILLAGE
304015560244,3b07bdd7534a46f68c254f57b3319e4a,2,RELATIVE,,OUTSIDE THE DISTRICT
304015560244,3b07bdd7534a46f68c254f57b3319e4a,3,RELATIVE,,OUTSIDE THE DISTRICT
304015560244,3b07bdd7534a46f68c254f57b3319e4a,4,RELATIVE,,OUTSIDE THE DISTRICT
304015560275,476ead37e802493e8be7e5f1952325e9,,,,
304015560353,ce26dac4f3ef454a865580fbb0f0d052,1,RELATIVE,,OUTSIDE THE DISTRICT
304015560353,ce26dac4f3ef454a865580fbb0f0d052,2,RELATIVE,,OUTSIDE THE REGION
304015560353,ce26dac4f3ef454a865580fbb0f0d052,3,RELATIVE,,DEAD
304015560353,ce26dac4f3ef454a865580fbb0f0d052,4,RELATIVE,,WITHIN THE VILLAGE
304015560353,ce26dac4f3ef454a865580fbb0f0d052,5,GOVERNMENT AGENCY,,WITHIN THE VILLAGE
304015560353,ce26dac4f3ef454a865580fbb0f0d052,6,GOVERNMENT AGENCY,,NEAR THE VILLAGE
304015560353,ce26dac4f3ef454a865580fbb0f0d052,7,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015560353,ce26dac4f3ef454a865580fbb0f0d052,8,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015560379,1f97d97e62054fbf87b0a573ca90b7a6,1,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
304015560433,63194b9fd9a5456d91558bb3ffd032af,1,RELATIVE,,DEAD
304015560433,63194b9fd9a5456d91558bb3ffd032af,2,RELATIVE,,NEAR THE VILLAGE
304015560433,63194b9fd9a5456d91558bb3ffd032af,3,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015560433,63194b9fd9a5456d91558bb3ffd032af,4,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304015560433,63194b9fd9a5456d91558bb3ffd032af,5,RELATIVE,,NEAR THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,1,VILLAGE HEADMAN,,WITHIN THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,3,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,4,RELATIVE,,NEAR THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,5,RELATIVE,,NEAR THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,6,RELATIVE,,NEAR THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,7,RELATIVE,,NEAR THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,8,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,9,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304015560440,88884dd0a1554f0d976b91e92e04f367,10,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
304015560440,88884dd0a1554f0d976b91e92e04f367,11,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
304025570012,bcd28a43cec74573a6be5d9e8d7388d6,1,LOCAL MARKET,,WITHIN THE VILLAGE
304025570012,bcd28a43cec74573a6be5d9e8d7388d6,2,PRIVATE VETERINARY,,NEAR THE VILLAGE
304025570129,90b39935c04d47db8b5603d2b888dde9,1,RELATIVE,,DEAD
304025570129,90b39935c04d47db8b5603d2b888dde9,2,RELATIVE,,NEAR THE VILLAGE
304025570129,90b39935c04d47db8b5603d2b888dde9,3,LOCAL MARKET,,NEAR THE VILLAGE
304025570129,90b39935c04d47db8b5603d2b888dde9,4,RELATIVE,,NEAR THE VILLAGE
304025570132,a5d62c7bf28e4fdaaeec22dd26908b67,1,RELATIVE,,WITHIN THE VILLAGE
304025570132,a5d62c7bf28e4fdaaeec22dd26908b67,2,MOBILE MARKET,,NEAR THE VILLAGE
304025570186,c7affa06c0fd4ce69b41a7f5899d4e43,1,RELATIVE,,DEAD
304025570186,c7affa06c0fd4ce69b41a7f5899d4e43,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304025570186,c7affa06c0fd4ce69b41a7f5899d4e43,3,LOCAL MARKET,,NEAR THE VILLAGE
304025570186,c7affa06c0fd4ce69b41a7f5899d4e43,4,LOCAL MARKET,,OUTSIDE THE DISTRICT
304025570200,94c3259208c7421ea2d335b2c0553655,1,VILLAGE HEADMAN,,WITHIN THE VILLAGE
304025570200,94c3259208c7421ea2d335b2c0553655,2,RELATIVE,,WITHIN THE VILLAGE
304025570200,94c3259208c7421ea2d335b2c0553655,3,RELATIVE,,NEAR THE VILLAGE
304025570200,94c3259208c7421ea2d335b2c0553655,4,LOCAL MARKET,,WITHIN THE VILLAGE
304025570200,94c3259208c7421ea2d335b2c0553655,5,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
304025570221,b482e99bc38447cca271277a113afa1d,1,RELATIVE,,NEAR THE VILLAGE
304025570222,522259a32fe248ccb3cfc31bae3ef5a2,1,RELATIVE,,WITHIN THE VILLAGE
304025570222,522259a32fe248ccb3cfc31bae3ef5a2,2,PRIVATE COMPANY/BUSINESS PERSON,,IN/NEAR THE TOWN
304025570222,522259a32fe248ccb3cfc31bae3ef5a2,3,LOCAL MARKET,,IN/NEAR THE TOWN
304025570223,89aa7fb768e74eba9d388e2a5eb6fe9a,1,RELATIVE,,WITHIN THE VILLAGE
304025570223,89aa7fb768e74eba9d388e2a5eb6fe9a,2,RELATIVE,,WITHIN THE VILLAGE
304025570223,89aa7fb768e74eba9d388e2a5eb6fe9a,3,RELATIVE,,WITHIN THE VILLAGE
304025570223,89aa7fb768e74eba9d388e2a5eb6fe9a,4,RELATIVE,,OUTSIDE THE DISTRICT
304025570224,cad2deb24fe747228b69784fe5dbc6c8,1,RELATIVE,,DEAD
304025570224,cad2deb24fe747228b69784fe5dbc6c8,2,RELATIVE,,DEAD
