case_id,HHID,gardenid,plotid,ag_k01a,ag_k01b,ag_k02,ag_k02_1,ag_k02_2a,ag_k02_2b,ag_k03,ag_k21a,ag_k21b,ag_k21c,ag_k21d,ag_k21e,ag_k21_oth,ag_k21b_oth,ag_k22,ag_k22_oth,ag_k23,ag_k24,ag_k25a,ag_k25b,ag_k25_oth,ag_k26a,ag_k26b,ag_k26_oth,ag_k26_1a,ag_k26_1b,ag_k26_2a,ag_k26_2b,ag_k26_2_oth,ag_k27,ag_k28,ag_k29a,ag_k29b,ag_k29_oth,ag_k30,ag_k30_oth,ag_k31,ag_k31_oth,ag_k33,ag_k34,ag_k35a,ag_k35b,ag_k35_oth,ag_k36,ag_k36_1a,ag_k36_1b,ag_k37,ag_k38a,ag_k38b,ag_k38b_oth,ag_k39,ag_k40,ag_k40_1,ag_k40_2,ag_k40a,ag_k40a_oth,ag_k40b,ag_k40c,ag_k40c_oth,ag_k40d,ag_k40e,ag_k40f,ag_k40f_oth,ag_k40g,ag_k40h,ag_k40h_oth,ag_k40i,ag_k41,ag_k42a,ag_k42a_oth,ag_k42b,ag_k42c,ag_k42c_oth,ag_k42d,ag_k42e,ag_k42e_oth,ag_k42f,ag_k42g,ag_k42g_oth,ag_k43a1,ag_k43b1,ag_k43c1,ag_k43d1,ag_k43a2,ag_k43b2,ag_k43c2,ag_k43d2,ag_k43a3,ag_k43b3,ag_k43c3,ag_k43d3,ag_k43a4,ag_k43b4,ag_k43c4,ag_k43d4,ag_k44a1,ag_k44b1,ag_k44c1,ag_k44d1,ag_k44a2,ag_k44b2,ag_k44c2,ag_k44d2,ag_k44a3,ag_k44b3,ag_k44c3,ag_k44d3,ag_k44a4,ag_k44b4,ag_k44c4,ag_k44d4,ag_k45a1,ag_k45b1,ag_k45c1,ag_k45d1,ag_k45a2,ag_k45b2,ag_k45c2,ag_k45d2,ag_k46a1,ag_k46b1,ag_k46a2,ag_k46b2,ag_k46a3,ag_k46b3,ag_k45a3,ag_k45b3,ag_k45c3,ag_k45d3,ag_k45a4,ag_k45b4,ag_k45c4,ag_k45d4,ag_k46f,ag_k46c,ag_k46c_oth,ag_k46d,ag_k46e,ag_k46e_oth,ag_k47a,ag_k47b,ag_k47c,ag_k48a,ag_k48b,ag_k48c,ag_k43a5,ag_k43b5,ag_k43c5,ag_k43d5,ag_k43a6,ag_k43b6,ag_k43c6,ag_k43d6,ag_k44a5,ag_k44b5,ag_k44c5,ag_k44d5,ag_k44a6,ag_k44b6,ag_k44c6,ag_k44d6,ag_k45a5,ag_k45b5,ag_k45c5,ag_k45d5,ag_k45a6,ag_k45b6,ag_k45c6,ag_k45d6
207013850012,d38d668fdec3468d8b7397a6fd5df213,DG03,D01,NO,,1,,,,2,IRISH [MALAWI] POTATO,BEANS,ONION,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Divert stream,,,Watering can,,Well,,0,,,,,YES,MAY,1ST HALF,YES,1,OX CART,,YES,YES,2,2,23:21:0+4S/CHITOWE,,50,KILOGRAM,,50,1,UREA,,50,KILOGRAM,,50,YES,INSECTICIDE,,200,MILLILITER,,NO,,,,,,1,3,4,2,,,,,,,,,,,,,1,2,4,2,,,,,,,,,,,,,1,4,2,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850043,0c089d64dfd34728ad159dce2f75b3c2,DG04,D01,NO,,1,,,,2,IRISH [MALAWI] POTATO,,,,,,,Other (Specify),mtsiro,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Other (Specify),bucket,River / Stream,,9999,,,,,YES,MARCH,2ND HALF,YES,200,KILOGRAM,,YES,NO,2,3,D COMPOUND,,50,KILOGRAM,,50,3,,,,,,,NO,,,,,,,,,,,,1,1,6,6,,,,,,,,,,,,,1,1,5,4,,,,,,,,,,,,,1,1,6,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850060,74995085622b40aebf88f2849cffee3b,DG06,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,APRIL,1ST HALF,YES,6,OTHER (SPECIFY),50kg bags,YES,NO,2,2,23:21:0+4S/CHITOWE,,100,KILOGRAM,,100,1,,,,,,,NO,,,,,,,,,,,,3,2,6,8,5,,,,1,2,6,8,4,2,6,8,1,1,6,8,5,1,6,8,3,1,6,8,4,1,6,8,5,,,,1,2,6,5,0,,0,,0,,4,,,,3,2,6,5,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850060,74995085622b40aebf88f2849cffee3b,DG07,D02,NO,,1,,,,1,ONION,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Watering can,,Well,,0,,,,,YES,JUNE,1ST HALF,YES,6,OX CART,,YES,NO,3,4,23:21:0+4S/CHITOWE,,50,50 KG BAG,,100,2,,,,,,,NO,,,,,,,,,,,,3,2,6,8,1,2,6,8,4,2,6,8,,,,,4,2,6,8,1,2,6,8,3,2,6,8,,,,,1,3,6,5,4,,,,0,,0,,0,,3,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850095,ff43fe13b903486697ccddf1aa0e0f46,DG04,D01,NO,,1,,,,2,IRISH [MALAWI] POTATO,,,,,,,Other (Specify),mtsiro,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Divert stream,,,Other (Specify),bucket,River / Stream,,9999,,,,,YES,JULY,1ST HALF,YES,50,KILOGRAM,,YES,NO,1,2,23:21:0+4S/CHITOWE,,2,KILOGRAM,,3,3,,,,,,,NO,,,,,,,,,,,,1,2,6,4,,,,,,,,,,,,,1,1,2,4,,,,,,,,,,,,,1,1,1,10,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850132,1f50f52f28f24ecdaac29878aa85b557,DG03,D01,NO,,1,,,,2,IRISH [MALAWI] POTATO,TOMATO,BEANS,,,,,Other (Specify),mtsiro,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,9999,,,,,YES,AUGUST,2ND HALF,YES,100,KILOGRAM,,YES,NO,2,3,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,3,,,,,,,NO,,,,,,,,,,,,1,2,3,5,5,,,,,,,,,,,,1,2,3,5,5,2,3,6,,,,,,,,,5,1,4,4,1,1,4,4,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850135,f2662f39c803419c8ff51dbd4c5f1c07,DG03,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,Low,Terrain,,,No erosion control,,,,,Materials not available,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,MAY,1ST HALF,YES,2,OX CART,,YES,NO,1,3,23:21:0+4S/CHITOWE,,100,KILOGRAM,,200,1,,,,,,,NO,,,,,,,,,,,,1,4,6,10,,,,,,,,,,,,,1,2,6,10,,,,,,,,,,,,,1,4,6,7,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850149,27cdd67cfead4df5801ddaa9016a4acb,DG05,D01,NO,,1,,,,2,ONION,BEANS,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,JULY,1ST HALF,YES,100,KILOGRAM,,YES,NO,2,1,23:21:0+4S/CHITOWE,,5,KILOGRAM,,10,1,,,,,,,NO,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,1,1,1,3,,,,,,,,,,,,,1,1,1,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850194,20f7e1a99b6d40408388c45f04fc7419,DG03,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,ONION,,,,,,Other (Specify),mtsiro,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,9999,,,,,YES,MARCH,2ND HALF,YES,3,OX CART,,YES,YES,2,3,OTHER FERTILIZER (SPECIFY),NPK,150,KILOGRAM,,150,3,UREA,,50,KILOGRAM,,100,NO,,,,,,,,,,,,3,4,3,3,1,4,4,5,4,,,,,,,,3,2,3,4,1,2,3,4,4,2,3,4,,,,,3,3,4,4,4,,,,0,,0,,0,,1,3,4,4,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850196,4ffc9d7d89c143b1ad03b9474b534d01,DG04,D01,NO,,1,,,,2,IRISH [MALAWI] POTATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Divert stream,,,Watering can,,River / Stream,,2016,1,Lack of hired labour,Lack of credit,,YES,MAY,1ST HALF,YES,900,KILOGRAM,,YES,NO,1,3,23:21:0+4S/CHITOWE,,200,KILOGRAM,,200,1,,,,,,,YES,INSECTICIDE,,200,MILLILITER,,YES,HERBICIDE,,500,MILLILITER,,1,4,6,8,,,,,,,,,,,,,1,4,6,7,,,,,,,,,,,,,1,4,6,5,,,,,60,3000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850196,4ffc9d7d89c143b1ad03b9474b534d01,DG05,D02,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,MAY,1ST HALF,YES,250,KILOGRAM,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,5,4,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,1,4,3,,,,,12,1500,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850196,4ffc9d7d89c143b1ad03b9474b534d01,DG06,D03,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,MAY,1ST HALF,YES,150,KILOGRAM,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,1,4,6,,,,,8,1500,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850235,bbf7633c12ca4815a5de96eeaa39d168,DG03,D01,NO,,2,,,,2,SWEET POTATO,BEANS,,,,,,Other (Specify),Makande,Poor,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,JUNE,1ST HALF,YES,50,KILOGRAM,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,1,1,1,3,,,,,,,,,,,,,1,1,1,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013850252,c48c6aa0cc02493cb984a9c9fb9ffb05,DG02,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,MARCH,1ST HALF,NO,,,,YES,YES,1,1,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,UREA,,5,KILOGRAM,,5,NO,,,,,,,,,,,,1,1,3,2,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,1,4,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860009,3ed7093890734dfe897a30d1f04cd06b,DG03,D01,NO,,1,,,,2,MAIZE HYBRID RECYCLED,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Poor,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,OCTOBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,3,4,3,,,,,,,,,,,,,1,1,5,4,,,,,,,,,,,,,1,1,2,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860028,7ccd447165044433ad7aefa432288055,DG03,D01,NO,,2,,,,2,ONION,SWEET POTATO,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Rainfed/No irrigation,,,,,,,9999,,,,,YES,JUNE,1ST HALF,YES,1,OX CART,,YES,NO,2,1,CAN,,5,KILOGRAM,,5,2,,,,,,,NO,,,,,,,,,,,,1,2,2,3,,,,,,,,,,,,,1,1,2,6,,,,,,,,,,,,,1,1,1,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860047,a6a3937cb6ec4cc08691a74e1930586b,DG03,D01,NO,,1,,,,1,MAIZE LOCAL,IRISH [MALAWI] POTATO,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,YES,NO,2,2,23:21:0+4S/CHITOWE,,20,KILOGRAM,,20,2,,,,,,,NO,,,,,,,,,,,,1,8,6,2,,,,,,,,,,,,,1,2,6,2,,,,,,,,,,,,,1,4,2,3,,,,,0,,0,,2,500,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860065,fc8b43e24e59469fb65433f6baf046ca,DG03,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,2017,1,Good for land,,,YES,OCTOBER,1ST HALF,YES,250,KILOGRAM,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,6,6,,,,,,,,,,,,,1,1,6,6,,,,,,,,,,,,,1,1,2,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860160,9a3e850716184563ac276da309290119,DG03,D01,NO,,1,,,,1,TOMATO,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,Well,,9999,,,,,YES,JUNE,1ST HALF,YES,6,BUCKET,,YES,NO,2,2,23:21:0+4S/CHITOWE,,8,KILOGRAM,,14,2,,,,,,,NO,,,,,,,,,,,,1,4,5,3,,,,,,,,,,,,,1,4,5,5,,,,,,,,,,,,,1,4,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860179,187750696444415cb7bf8d1bc63c54b6,DG03,D01,NO,,1,,,,1,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,Low,Terrain,,,Vetiver grass,,,,,,,,Slight slope,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,AUGUST,1ST HALF,YES,1,OX CART,,YES,NO,1,2,23:21:0+4S/CHITOWE,,15,KILOGRAM,,30,3,,,,,,,YES,INSECTICIDE,,1,OTHER (SPECIFY),bottle,NO,,,,,,3,,,,1,4,6,6,,,,,,,,,3,1,2,6,1,1,2,6,,,,,,,,,1,2,6,4,3,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860179,187750696444415cb7bf8d1bc63c54b6,DG03,D02,NO,,1,,,,1,CABBAGE,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,Low,Terrain,,,Vetiver grass,,,,,,,,Slight slope,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,JUNE,1ST HALF,YES,1,OX CART,,YES,NO,2,1,23:21:0+4S/CHITOWE,,15,KILOGRAM,,30,1,,,,,,,YES,INSECTICIDE,,1,OTHER (SPECIFY),bottle,NO,,,,,,1,4,6,6,,,,,,,,,,,,,1,1,6,3,,,,,,,,,,,,,1,3,6,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860197,cace885bc63742278b377efe6ba4842c,DG04,D01,NO,,1,,,,2,TOMATO,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,JUNE,1ST HALF,YES,6,BUCKET,,YES,NO,3,2,CAN,,6,KILOGRAM,,6,1,,,,,,,YES,INSECTICIDE,,20,LITER,,NO,,,,,,1,1,6,3,,,,,,,,,,,,,1,1,3,2,,,,,,,,,,,,,1,3,3,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860217,eea6700bc16346969a5e49451046d8d3,DG03,D01,NO,,1,,,,2,MAIZE LOCAL,,,,,,,Sandy (Mchenga),,Fair,High,Flooding,,,Water harvest bunds,,,More than 5 years ago,,,,,Flat,YES,Divert stream,,,Watering can,,River / Stream,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,4,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860255,2112346850084830800c6cc68ee2785b,DG03,D01,NO,,1,,,,1,MAIZE LOCAL,TANAPOSI,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,Well,,9999,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,YES,NO,2,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,,,,,,,NO,,,,,,,,,,,,3,4,3,1,,,,,,,,,,,,,3,1,4,1,,,,,,,,,,,,,3,1,1,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860273,bdcb51951d4e4ae1aa121cb1ff85e0b7,DG03,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,JULY,1ST HALF,NO,,,,YES,NO,1,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,10,1,,,,,,,YES,INSECTICIDE,,.5,LITER,,NO,,,,,,3,1,2,6,1,1,2,6,,,,,,,,,1,1,1,6,3,1,1,6,,,,,,,,,1,1,1,5,3,1,1,5,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860309,f6e511fb560e4d67bf3979d5d167f853,DG03,D01,NO,,1,,,,1,BEANS,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,APRIL,1ST HALF,YES,3,OX CART,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,1,1,4,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
207013860328,8944991b63a3459f82895a91af4f4ccf,DG03,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,MAIZE LOCAL,SWEET POTATO,,,,,Other (Specify),Makande,Poor,Low,Flooding,,,Water harvest bunds,,,More than 5 years ago,,,,,Flat,YES,Divert stream,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,1ST HALF,YES,500,KILOGRAM,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,4,4,5,4,1,4,5,4,,,,,,,,,4,3,4,5,1,3,4,5,,,,,,,,,4,2,4,3,1,2,4,3,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870024,74410dda9f5340929d2212d82b95928a,DG03,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Other (Specify),bucket,Well,,9999,,,,,YES,SEPTEMBER,1ST HALF,YES,1,OX CART,,YES,NO,1,2,UREA,,5,KILOGRAM,,10,3,,,,,,,NO,,,,,,,,,,,,3,,,,4,,,,1,4,4,3,,,,,3,,,,4,,,,1,1,6,6,,,,,3,1,1,4,1,1,1,4,0,,0,,0,,4,1,1,4,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870079,54e60a3efac54c5dbc7c0ef16ec9835a,DG05,D01,NO,,1,,,,1,BEANS,,,,,,,Other (Specify),NONGO,Good,Low,Terrain,,,Vetiver grass,,,,,,,,Slight slope,YES,Treadle pump,,,Hose pipe,,Well,,9999,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870079,54e60a3efac54c5dbc7c0ef16ec9835a,DG06,D02,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Other (Specify),NONGO,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Treadle pump,,,Hose pipe,,Well,,9999,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870114,17dc7293c38d4c799d3821b480941a3d,DG03,D01,NO,,1,,,,1,TOMATO,TANAPOSI,SWEET POTATO,,,,,Clay (Katondo),,Poor,Low,Flooding,,,Erosion control bunds,,,During last 12 months,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,OCTOBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,3,5,3,,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,1,1,4,5,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870118,bb8202ca265048f2b64a738a33899825,DG03,D01,NO,,1,,,,1,MAIZE HYBRID RECYCLED,,,,,,,Clay (Katondo),,Poor,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Other (Specify),bucket,Well,,0,,,,,YES,OCTOBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,3,,,,1,2,6,3,,,,,,,,,1,1,6,3,3,1,1,4,,,,,,,,,1,1,3,3,3,1,6,2,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870142,a46cee85ca694f1590dbc3b0b6eb4985,DG04,D01,NO,,1,,,,1,MAIZE LOCAL,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,Moderate,Terrain,,,No erosion control,,,,,Requires too much labor,,,Moderate slope,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,4,6,2,,,,,,,,,,,,,1,4,6,1,,,,,,,,,,,,,1,1,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870168,cc2db8c346dc4f25bc020eefa50760b7,RG03,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,YES,YES,1,2,23:21:0+4S/CHITOWE,,20,KILOGRAM,,20,1,UREA,,20,KILOGRAM,,20,NO,,,,,,,,,,,,1,2,6,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,36,0,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,DG04,D01,NO,,1,,,,1,MAIZE LOCAL,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Other (Specify),bucket,Well,,9999,,,,,YES,OCTOBER,1ST HALF,YES,100,KILOGRAM,,YES,NO,1,2,UREA,,25,KILOGRAM,,50,3,,,,,,,NO,,,,,,,,,,,,4,2,6,5,1,2,6,5,,,,,,,,,1,2,6,8,4,2,6,8,,,,,,,,,4,1,1,7,1,1,1,7,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870197,1aa1ae5b0a954383b8b6e0161fe748cb,DG03,D01,NO,,1,,,,1,MAIZE HYBRID,NKHWANI,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,Drainage ditches,,,,,,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,OCTOBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,3,4,4,,,,,,,,,,,,,1,3,4,4,,,,,,,,,,,,,1,1,1,5,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
