case_id,HHID,gardenid,ag_b202,ag_b203_1a,ag_b203_1b,ag_b203_2,ag_b205,ag_b206,ag_b206a,ag_b206b__0,ag_b206b__1,ag_b206b__2,ag_b206b__3,ag_b206c,ag_b206d__0,ag_b206d__1,ag_b208a,ag_b208a_oth,ag_b208b,ag_b208c,ag_b208c_oth,ag_b208d,ag_b209a,ag_b209b,ag_b212,ag_b212_oth,ag_b213__0,ag_b213__1,ag_b213_1__0,ag_b213_1__1,ag_b214,ag_b214_oth,ag_b216a,ag_b216a_oth,ag_b216b,ag_b216c,ag_b216c_oth,ag_b216d,ag_b217a,ag_b217b,ag_b220,ag_b220_oth
302105220114,703be80fad8048f0b7c158ce9a23632a,RG03,1,,,,,,,,,,,,,,,,,,,,2500,0,Rainy Season,,3,,1,,Cultivated,,,,,,,,,,,
302105220114,703be80fad8048f0b7c158ce9a23632a,RG04,1,2,,2012,20000,2000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220114,703be80fad8048f0b7c158ce9a23632a,RG05,1,2,,2012,25000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220123,cf00a31248814df2999872722b2a13b4,RG02,1,1,,1970,300000,10000,NO,,,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220123,cf00a31248814df2999872722b2a13b4,RG03,1,1,,1970,100000,15000,NO,,,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220125,1a845f037da84991a0b1121b2dad0fdc,RG02,1,1,,9999,80000,5000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220125,1a845f037da84991a0b1121b2dad0fdc,RG03,1,1,,9999,150000,7500,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220125,1a845f037da84991a0b1121b2dad0fdc,RG04,1,1,,9999,200000,6500,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220129,154ee7e1a2664a568e518fc0e7c7bf7a,RG02,1,,,2005,20000,7000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220129,154ee7e1a2664a568e518fc0e7c7bf7a,RG03,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,Cultivated,,,,,,,,,,,
302105220140,3850e6568de340ce8ff6666fd550664c,RG02,2,1,,2008,40000,8000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Fallow,,,,,,,,,,,
302105220140,3850e6568de340ce8ff6666fd550664c,RG03,2,1,,2006,250000,3000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220140,3850e6568de340ce8ff6666fd550664c,RG04,2,2,,2009,54000,4000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220144,c957fe025b0344a4b3cb0cbe38e0bb41,RG01,1,,,2007,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220144,c957fe025b0344a4b3cb0cbe38e0bb41,RG02,1,,,2007,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220144,c957fe025b0344a4b3cb0cbe38e0bb41,RG03,1,,,2007,170000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220151,9d7b22db3e994ba0a604d4ad837e0402,RG01,1,,,9999,100000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220151,9d7b22db3e994ba0a604d4ad837e0402,RG02,1,,,9999,100000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220151,9d7b22db3e994ba0a604d4ad837e0402,RG03,1,,,9999,150000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220151,9d7b22db3e994ba0a604d4ad837e0402,RG04,1,,,9999,150000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220152,f7e1eb264a8646bbbb367a20c6391b05,RG01,1,1,,1997,15000,2000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220152,f7e1eb264a8646bbbb367a20c6391b05,RG02,1,1,,1997,70000,250,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220152,f7e1eb264a8646bbbb367a20c6391b05,RG03,1,1,,1997,10000,1500,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220205,3501297901e14a10b5497bdcec636efd,RG02,1,3,,2000,50000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220205,3501297901e14a10b5497bdcec636efd,RG03,1,3,,2000,150000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220205,3501297901e14a10b5497bdcec636efd,RG04,1,3,,2000,40000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220236,866d0df739754c3b95600aa6ebe53d21,RG01,1,1,,2004,200000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220236,866d0df739754c3b95600aa6ebe53d21,RG02,1,1,,2009,300000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105220236,866d0df739754c3b95600aa6ebe53d21,RG04,1,2,,2004,100000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230021,c678c89f38934bcaae51e6e8dc58de79,RG02,2,1,,9999,400000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230021,c678c89f38934bcaae51e6e8dc58de79,RG03,2,1,,9999,150000,8000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230034,92a1b1f4ca45406999d4b0ca522d0a7f,RG02,2,1,,2008,300000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230047,139f6a97132242a583ec505b865063ec,RG02,1,,,9999,100000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230060,9f34d8356cc94f6f99be7abbc0f1549d,RG02,2,1,,2013,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230060,9f34d8356cc94f6f99be7abbc0f1549d,RG03,2,1,,2013,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230086,f34df1e797754bf8b7347eb0e8907956,RG02,2,1,,9999,900000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230138,e754a086a2c74e028880d1942d8c0d5f,RG02,2,1,,9999,30000,1000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230138,e754a086a2c74e028880d1942d8c0d5f,RG03,2,1,,9999,35000,4000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230138,e754a086a2c74e028880d1942d8c0d5f,RG04,2,1,,9999,20000,3500,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230151,b1c8b4e68f8f4e419a0312416cde00b7,RG02,1,1,,1990,100000,8000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230177,b6549177bbf34439ab2a91c422b866ac,RG02,1,1,,9999,80000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230177,b6549177bbf34439ab2a91c422b866ac,RG03,1,2,,2012,50000,6000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230190,f86ef967b104480586aeeda7912328ec,RG02,2,1,,2008,350000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230190,f86ef967b104480586aeeda7912328ec,RG03,1,2,,2009,150000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230204,30cce98488c04ec0b686454afa955919,RG02,1,1,,2016,80000,6000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230217,1b7d854f3c2e4494bb92fe1f8d1569a4,RG02,2,1,,2017,60000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230243,fe41c94daafa48e6a92804575bbf9001,RG02,1,1,,2000,120000,100000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230256,e5afa0ffbf1c41a5a8ebee1b36f8c929,RG02,2,2,,1999,30000,2000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230256,e5afa0ffbf1c41a5a8ebee1b36f8c929,RG03,2,2,,2014,100000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230256,e5afa0ffbf1c41a5a8ebee1b36f8c929,RG04,2,2,,2018,50000,6000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230269,037569a7d57b4998be29127f9df89086,RG02,2,1,,2007,60000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230269,037569a7d57b4998be29127f9df89086,RG03,2,1,,2007,40000,5500,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302105230269,037569a7d57b4998be29127f9df89086,RG04,2,,,,,,,,,,,,,,,,,,,,3000,0,Full Year (Rainy &amp; Dimba Seasons),,2,,1,2,Cultivated,,,,,,,,,,,
302105230282,e84e926c384f4239983bd2e55fc847e6,RG02,1,1,,2018,150000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240010,27e256770c8c4cd6844af3db8fa98ad2,RG01,1,1,,1989,50000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240010,27e256770c8c4cd6844af3db8fa98ad2,RG02,1,1,,2000,80000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240010,27e256770c8c4cd6844af3db8fa98ad2,RG03,1,1,,2000,50000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240037,a6b6b000dfab41ed837bc6147cfc0578,RG01,2,1,,9999,120000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240037,a6b6b000dfab41ed837bc6147cfc0578,RG02,2,1,,9999,200000,15000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240037,a6b6b000dfab41ed837bc6147cfc0578,RG03,2,1,,9999,80000,5000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240042,bd427981c3d24589aefdc28ebcb35677,RG02,2,2,,2008,150000,5000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240043,334a8d23c9404b4ea8d62c5df0146e4b,RG01,2,1,,2018,150000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Fallow,,,,,,,,,,,
302115240043,334a8d23c9404b4ea8d62c5df0146e4b,RG02,2,1,,2018,80000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Fallow,,,,,,,,,,,
302115240050,bc840fb26f9d4ecdb482c7e978299a75,RG01,1,2,,2004,15000,10000,YES,1,2,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240050,bc840fb26f9d4ecdb482c7e978299a75,RG02,1,2,,2004,200000,15000,YES,1,,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240070,267de036ef21474f890d67b707c478fa,RG01,1,1,,9999,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240090,b44512fe41ec4bcdb1b47b7d071421c4,RG01,1,1,,9999,150000,5000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240090,b44512fe41ec4bcdb1b47b7d071421c4,RG02,1,1,,9999,50000,5000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240090,b44512fe41ec4bcdb1b47b7d071421c4,RG03,1,1,,9999,30000,5000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240090,b44512fe41ec4bcdb1b47b7d071421c4,RG04,1,1,,9999,120000,10000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240111,a23f2ffc738a4b1286fe3856295adaa3,RG02,2,1,,2005,150000,5000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240120,d38ed26619e24e2ba86bb21f14e8ac1b,RG01,1,,,9999,30000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240120,d38ed26619e24e2ba86bb21f14e8ac1b,RG02,1,,,9999,100000,25000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240131,43bc529c6e3a4360a9d7003c6285880f,RG01,2,1,,2000,35000,2000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240131,43bc529c6e3a4360a9d7003c6285880f,RG02,2,1,,2001,60000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240131,43bc529c6e3a4360a9d7003c6285880f,RG03,2,1,,2000,35000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240140,a9e33f31e8a64726a4a02074b74d2eb0,RG01,1,1,,2015,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240140,a9e33f31e8a64726a4a02074b74d2eb0,RG02,1,1,,2015,100000,10000,YES,1,2,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240141,4527dc50ef4348bb980dc3c1133c8dae,RG02,2,1,,9999,60000,5000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240162,b16789179e9d475cba8321c825d95fbc,RG01,1,1,,2013,50000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240162,b16789179e9d475cba8321c825d95fbc,RG02,1,1,,2009,150000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240167,0ae84ab6527e4f029d24e995a7d3b88a,RG01,2,1,,2016,30000,3500,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240167,0ae84ab6527e4f029d24e995a7d3b88a,RG02,2,2,,2016,35000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240167,0ae84ab6527e4f029d24e995a7d3b88a,RG03,2,1,,2016,25000,3000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115240169,af530bffbc9147b492830fd7aa9f6865,RG02,2,1,,9999,200000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250025,03ecedc167b54a8fa29e6cfab3fb6097,RG02,2,1,,9999,400000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250040,321d36e2161941368f49fd64ad7a6d68,RG02,2,1,,9999,150000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250040,321d36e2161941368f49fd64ad7a6d68,RG03,2,1,,9999,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250047,ab28d0d4d7474cdcb065f9c67cf246d1,RG02,1,1,,9999,120000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250047,ab28d0d4d7474cdcb065f9c67cf246d1,RG03,1,1,,2000,250000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250077,16aec821bfe5425ca8206952dc2d8265,RG02,1,,,9999,80000,8000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250078,80f034e32e184707a73ee4797c3eaf1e,RG01,1,2,,2004,50000,3000,YES,1,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250078,80f034e32e184707a73ee4797c3eaf1e,RG02,1,3,,2006,150000,12000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250090,1159bec9b0084f2382227b98410f2d39,RG02,1,,,2005,200000,15000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250104,8a553cc0939646e7b41c8d0a5d5dffcf,RG03,1,1,,2009,80000,8000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250117,2f622676ae2e4f0baa186c7967271d75,RG01,2,1,,9999,250000,13000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250125,07972ae13d3b438bb5677debe35df9da,RG02,1,,,9999,60000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250125,07972ae13d3b438bb5677debe35df9da,RG03,1,,,9999,100000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250147,ad39c193a48240e0a7c4393b8e4bd8fa,RG02,1,1,,1999,150000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250147,ad39c193a48240e0a7c4393b8e4bd8fa,RG03,1,1,,1999,100000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250147,ad39c193a48240e0a7c4393b8e4bd8fa,RG04,1,1,,2003,80000,8000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250153,1e7364d1ffa94273bcaec62db05e7c6a,RG01,1,1,,2000,150000,8000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250155,326a204ac70e416aad7454baa24dbf2c,RG02,1,1,,2012,400000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250170,43a1684cf04a44df9616d743edbc8de7,RG02,2,1,,9999,65000,6000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250170,43a1684cf04a44df9616d743edbc8de7,RG03,2,1,,9999,70000,8000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250171,8edea0f5a9c94e88bf9536234466e87d,RG02,2,2,,2018,80000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302115250171,8edea0f5a9c94e88bf9536234466e87d,RG03,2,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,Cultivated,,,,,,,,,,,
302115250179,53d601592f4b4b68bd4cff7fc12478c3,RG01,1,2,,9999,30000,8000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260008,540fc9053f764f3e97c0b93281817e48,RG01,1,1,,9999,150000,20000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260008,540fc9053f764f3e97c0b93281817e48,RG02,1,1,,9999,50000,10000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260008,540fc9053f764f3e97c0b93281817e48,RG03,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,Cultivated,,,,,,,,,,,
302125260035,17c2899a18474e2695741dcb6eeb569f,RG01,1,1,,2016,250000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260035,17c2899a18474e2695741dcb6eeb569f,RG02,1,1,,2016,85000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260057,1b34eeea74ce4a079099d8458a0ebb6a,RG01,1,2,,2004,50000,5000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260057,1b34eeea74ce4a079099d8458a0ebb6a,RG02,1,2,,2000,100000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260057,1b34eeea74ce4a079099d8458a0ebb6a,RG03,1,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,Cultivated,,,,,,,,,,,
302125260067,e36f1c82b2174644b2e2c4c8d5e8b869,RG01,1,1,,1992,150000,20000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260067,e36f1c82b2174644b2e2c4c8d5e8b869,RG02,1,1,,1992,200000,20000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260067,e36f1c82b2174644b2e2c4c8d5e8b869,RG03,1,1,,1992,200000,20000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260067,e36f1c82b2174644b2e2c4c8d5e8b869,RG04,1,1,,1992,200000,20000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260067,e36f1c82b2174644b2e2c4c8d5e8b869,RG05,1,,,,,,,,,,,,,,,,,,,,5000,0,Rainy Season,,2,,1,2,Cultivated,,,,,,,,,,,
302125260070,40772c2c54ce4ef9ad3df7572b4a3d1a,RG02,1,1,,2016,25000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260085,c7267af6a2464f79977ae9591c600fc4,RG01,1,,,1992,200000,120000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260085,c7267af6a2464f79977ae9591c600fc4,RG02,1,,,1991,50000,25000,YES,1,2,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260091,fc912aed18334b1489b427f567995ce1,RG01,2,1,,1982,300000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260095,7dabd24c4ae74621bbe572dda759e9ef,RG02,2,2,,2017,30000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260128,356598319c824360a383ffd6e3550af9,RG01,1,3,,9999,2000000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260156,eab6ea74ce474102b940826df1bec682,RG01,1,6,,1985,150000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260156,eab6ea74ce474102b940826df1bec682,RG02,1,6,,1985,250000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260201,7d4d8ba3e1044184a7f8bd83e5b8497c,RG01,1,4,,2013,100000,30000,YES,1,,,,YES,1,2,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260201,7d4d8ba3e1044184a7f8bd83e5b8497c,RG02,1,,,,,,,,,,,,,,SORGHUM,,0,,,,20000,20000,Rainy Season,,3,,1,,Cultivated,,,,,,,,,,,
302125260201,7d4d8ba3e1044184a7f8bd83e5b8497c,RG03,1,,,9999,150000,50000,YES,1,,,,YES,3,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260216,07081ebda1144c88bb49d52ecedfec85,RG01,1,1,,9999,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260216,07081ebda1144c88bb49d52ecedfec85,RG02,1,2,,2012,150000,15000,YES,1,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260216,07081ebda1144c88bb49d52ecedfec85,RG03,1,1,,2015,150000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260236,3138ef1a093940ccb1a61b5b9fee5f38,RG01,2,,,9999,100000,10000,YES,1,2,3,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260236,3138ef1a093940ccb1a61b5b9fee5f38,RG02,2,,,9999,150000,40000,YES,1,2,3,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260241,074c3f03e28f4d7aaab8e3c3baed3b40,RG01,1,,,2006,40000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260241,074c3f03e28f4d7aaab8e3c3baed3b40,RG02,1,,,2006,100000,20000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260241,074c3f03e28f4d7aaab8e3c3baed3b40,RG03,1,1,,2006,300000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260259,e25864a9950f46458b29e28bb8b0105b,RG01,1,1,,1973,900000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260259,e25864a9950f46458b29e28bb8b0105b,RG02,1,1,,1973,3000000,100000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260259,e25864a9950f46458b29e28bb8b0105b,RG03,1,1,,1973,4000000,50000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260273,488964aa27e849e3b79c59d37c66b8f1,RG01,1,1,,9999,50000,2000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125260273,488964aa27e849e3b79c59d37c66b8f1,RG02,1,,,9999,30000,11000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125270004,4c70c15a37bb48398594bb3b7e647413,RG02,1,1,,1985,80000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125270004,4c70c15a37bb48398594bb3b7e647413,RG03,1,1,,1985,400000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125270004,4c70c15a37bb48398594bb3b7e647413,RG04,1,1,,1985,250000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125270024,e454f641010b47e6b62966a8ff9c9104,RG01,1,,,1999,80000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125270038,489a26e20c6841b0b00ea6e3f0bf04e8,RG02,1,1,,2015,95000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125270043,6ebbfc3de5004066b3147d9d2b2fc0f8,RG02,1,1,,1998,700000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
302125270043,6ebbfc3de5004066b3147d9d2b2fc0f8,RG03,1,1,,1998,700000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
