HHID,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n10_1,hh_n10_2,hh_n10_2_oth,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n14_oth,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n16_oth,hh_n17,hh_n18,hh_n19,hh_n19_oth,hh_n20a,hh_n20b,hh_n20_oth,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_oth,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26b,hh_n26_oth,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n29_oth,hh_n30a1,hh_n30b1,hh_n30c1,hh_n30d1,hh_n30a2,hh_n30b2,hh_n30c2,hh_n30d2,hh_n30a3,hh_n30b3,hh_n30c3,hh_n30d3,hh_n30a4,hh_n30b4,hh_n30c4,hh_n30d4,hh_n30a5,hh_n30b5,hh_n30c5,hh_n30d5,hh_n30a6,hh_n30b6,hh_n30c6,hh_n30d6,hh_n30a7,hh_n30b7,hh_n30c7,hh_n30d7,hh_n30a8,hh_n30b8,hh_n30c8,hh_n30d8,hh_n31a1,hh_n31b1,hh_n31c1,hh_n31d1,hh_n31a2,hh_n31b2,hh_n31c2,hh_n31d2,hh_n31a3,hh_n31b3,hh_n31c3,hh_n31d3,hh_n32,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h,hh_n41h_oth
62f7b1c86405419faaa853941b9f8aef,2,SELLING TOBBACCO,46,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,February,2014,Own-savings from non-agriculture,,,Mobile,,,,Traders,Manufacturer,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,AVERAGE,2,2,,,,,,,,,,,,,,Yes,,,,,1,15,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1600000,,,1200000,1600000,,,300000,0,1200000,100000,0,0,2000,0,0,
62f7b1c86405419faaa853941b9f8aef,3,SELLING RICE,47,3,,Yes,,,3,3,,0,0,,,April,2018,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,AVERAGE,HIGH,AVERAGE,AVERAGE,,,,AVERAGE,HIGH,AVERAGE,2,2,,,,,,,,,,,,,,Yes,,,,,3,20,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,15000,0,,,,0,,,,250000,,,150000,280000,,,175000,0,80000,25000,0,0,0,0,30000,GANYULABOURERPAYMENTSANDMILLINGFEES
62fc5f47626a423e82fd09592bd88da3,1,BUYING AND SELLING BANANAS,46,1,,Yes,,,1,1,,0,0,,,April,2015,Own-savings from non-agriculture,,,Other fixed place,No,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,LOW,,LOW,,,HIGH,HIGH,1,2,1,,,,,,,,,,Lack of cash,,,Yes,,,,,1,3,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,8000,15000,,,,,2000,0,4000,0,0,0,0,0,0,
62fc6b85d47642ed92b776098cf4f47d,1,SELLING CHARCOAL,47,1,,Yes,,,1,1,,0,0,,,August,2014,No start-up capital,,,Other fixed place,No,,,Traders,,,NO,NO,NO,NO,YES,Own land,,,,,,,,,,,,,AVERAGE,,,,,,,,,,,,,,Other (Specify),,WASINVOLVEDINGANYUANDIT'SAHEALTHHAZARDBUSINESS,No,YES,,,,3,1,2,1,1,12,3,1,4,1,1,1,2,8,2,1,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10500,,,8000,15000,,,10500,0,0,0,0,0,0,0,0,
63001a21f8af4961adaefa1920aa51d9,1,BEER SELLING,11,1,,Yes,,,1,1,,0,0,,,February,2020,Loan from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,Yes,,,,,1,12,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,,,250,1000,,,1800,0,5000,0,0,0,0,0,0,
630973b6fefb45238e2ea83c1dea136d,1,MASACHE,2,1,,Yes,,,1,1,,0,0,,,August,2010,No start-up capital,,,Traditional market place,,,,Final consumers,Othersmall businesses,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,3,2,,,,,1,,,Not profitable,Other (Specify),DOINGGANYU,No,NO,Not profitable,,,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1500,,,,,750,1000,1500,0,0,0,0,0,0,0,0,
631342fa2f7243dc97b4bbd5f7b4b6d0,1,BARKING AND SELLING ZITUMBUWA,98,1,,Yes,,,1,1,,0,0,,,April,2016,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,AVERAGE,2,1,1,1,1,1,3,3,3,,,,Not profitable,,,No,YES,,,,1,18,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,97000,,,75000,97000,,,25000,72000,0,0,0,0,0,0,0,
63194b9fd9a5456d91558bb3ffd032af,1,SELLING CHARCOAL,47,2,,Yes,,,2,2,,0,0,,,March,2011,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,LOW,LOW,LOW,,,,1,1,1,,,,,,,,,Not profitable,,,No,YES,,,,2,16,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,4000,4000,,,,,3000,0,4000,0,0,0,0,0,0,
63194b9fd9a5456d91558bb3ffd032af,2,SELLING THOBWA,47,2,,Yes,,,2,2,,0,0,,,January,2013,Proceeds from another business,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,LOW,LOW,LOW,LOW,LOW,LOW,1,1,1,3,3,1,,,,,,,,,,Yes,,,,,3,24,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,2000,5000,,,,,3000,3000,0,0,0,0,0,0,0,
631f5fb4013f49268985368ee3a13987,1,ZITUMBUWA SELLING,45,2,,Yes,,,2,2,,0,0,,,June,2018,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,AVERAGE,AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,,,2000,5200,,,-1100,6300,0,0,0,0,0,0,0,
6323b4364941407ea6b8a2e2bdcd30fd,1,COOKING AND SELLING ZIGUMU,49,1,,Yes,,,1,1,,0,0,,,November,2019,Loan from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,Lack of credit,Lack of cash,,Yes,,,,,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3200,,,3200,5000,,,-1500,0,0,0,0,0,0,0,0,
6326e0dee844470fafaead3f2d71121c,1,CHIPS SELLING,45,1,2,Yes,,,1,1,,0,0,,,February,2007,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,NO,NO,YES,NO,NO,,,,,,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,LOW,2,1,,,,,,,,,,,,,,Yes,,,,,1,30,5,12,2,28,4,12,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,30000,0,,,15000,0,9000,0,6000,0,0,0,0,
632bc6469e5a4926a7b20a98a6f19984,1,SELLS TOMATO,56,1,,Yes,,,1,1,,0,0,,,July,2018,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,,AVERAGE,,,,,,,,,,,,,Seasonal work,,,Yes,,,,,1,7,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,5000,10000,,,5000,0,0,0,0,0,10000,0,0,
632f191a9a19457c9ae4d46992f3e5c7,1,SELLING KITCHEN SALT,45,1,,Yes,,,1,1,,0,0,,,March,2005,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,1,,,,,,,,,,,,,,,Yes,,,,,1,4,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,16000,10000,20000,,,,,4000,12000,0,0,0,0,0,0,800,MARKETFEE
632f191a9a19457c9ae4d46992f3e5c7,2,COOKING AND SELLNG AFRICAN CAKE,49,2,,Yes,,,2,2,,0,0,,,December,2013,Loan from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,AVERAGE,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,LOW,,,,,,,,,,,,,,Own-Illness/Need to care for household members,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500,,,5000,18000,,,7000,7000,0,0,0,0,0,0,400,MARKETFEE
6341206ffdb045f8a1c79d9b0646854a,1,SELLING FIREWOOD,98,1,,Yes,,,1,1,,0,0,,,January,2003,Own-savings from non-agriculture,,,Mobile,,,,Final consumers,Traders,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,AVERAGE,AVERAGE,1,2,3,3,,2,,,,,,,,,,No,YES,,,,1,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,,,2000,6000,,,1500,0,0,0,0,0,0,0,0,
635abdf7e9484b7c88963482fafa5827,1,RESTRAUNT,56,2,,Yes,,,2,2,,0,0,,,January,2012,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,,,,AVERAGE,,,,,,,,,,,,,Lack of cash,,,Yes,,,,,1,30,10,9,2,30,10,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,360000,,,330000,360000,,,27300,300000,0,11700,30000,0,300,0,0,
635b5702b74f4d30b154a92d1e304feb,1,GROCERIES SELLING,47,2,,Yes,,,2,2,,0,0,,,July,2014,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,LOW,LOW,LOW,AVERAGE,2,2,2,2,3,3,3,3,,,,,,,,Yes,,,,,2,31,4,12,4,5,3,12,6,3,3,7,5,15,2,12,7,2,5,6,,,,,,,,,,,,,0,,,,0,,,,0,,,,75000,100000,120000,,,,,20000,0,50000,5000,0,0,0,0,0,
63645001b0964c3aa06713cb4405b4f0,1,SELLING CHARCOAL,47,1,,Yes,,,1,1,,0,0,,,January,2018,Own-savings from agriculture,,,Roadside,,,,Final consumers,Traders,,NO,NO,NO,NO,NO,,,,,,,,LOW,LOW,LOW,,,,,,,,,,,,,,,,,,Lack of cash,Bad weather,,Yes,,,,,1,7,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,38000,38000,38000,,,,,26000,0,0,0,0,0,0,0,0,
6372fba9304e40c8b123fd048e9ce6b5,1,TAILORING,14,1,,Yes,,,1,1,,0,0,,,January,2009,Own-savings from non-agriculture,Own-savings from agriculture,,Home (outside residence),,,,Other (specify),,village people,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,AVERAGE,2,2,1,1,2,2,3,3,1,1,1,,Seasonal work,,,Yes,,,,,1,7,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,11200,,,11000,14000,,,7700,0,0,0,0,0,0,0,3500,"OILFORMACHINE,NEEDLEANDULUSI"
6397bd555d4c430d9354bf574347923e,1,BUYING AND SELLING BEANS,47,1,,Yes,,,1,1,,0,0,,,April,2019,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,HIGH,3,3,3,1,,,,,2,2,,,Other (Specify),,WENTTOSCHOOL,Yes,,,,,1,28,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,,,,,6000,20000,5000,0,15000,0,0,0,0,0,0,
6398204df88d451b83b2843124dd3459,1,BEER BREWING AND SELLING,77,2,,Yes,,,2,2,,0,0,,,March,2008,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,HIGH,HIGH,3,2,1,1,2,3,3,3,1,1,,,Not profitable,,,Yes,,,,,2,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,120000,,,,,120000,180000,45000,75000,0,0,0,0,0,0,0,
63b3a7d401a74315b8c1d7eea65b22c1,1,SELLS TOMATOES,47,1,,Yes,,,1,1,,0,0,,,April,2015,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,LOW,AVERAGE,AVERAGE,AVERAGE,LOW,3,2,1,2,2,3,1,,,,,,,,,Yes,,,,,6,30,4,2,1,30,6,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,35000,35000,,,,,10000,0,9700,4500,0,0,0,0,0,
63b3a7d401a74315b8c1d7eea65b22c1,2,MOTORCYCLE TAXI,49,2,,Yes,,,1,1,,0,0,,,November,2019,Own-savings from agriculture,Proceeds from another business,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Other (Specify),,ITHADNOTBEENSTARTEDYET,Yes,,,,,2,15,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,30000,30000,,,,,10000,0,0,0,15000,0,0,0,5000,SERVICING
63bb50b1f76f432184aabf00e71c85c3,1,SELLING MEAT,47,1,,Yes,,,1,1,,0,0,,,January,2017,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,AVERAGE,LOW,AVERAGE,LOW,HIGH,AVERAGE,,,,,,,,,,,,,,,,,,,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,,,150000,350000,,,60000,0,220000,20000,0,0,0,0,0,
63bc1992f50445c39ffa4da10372ad21,1,BUYS AND SELLS MATS,47,1,,Yes,,,1,1,,0,0,,,September,2019,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,2,,,,,,,,,,,,,,,No,YES,,,,1,10,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,46000,,,46000,60000,,,30000,15000,0,1000,0,0,0,0,0,
63c1ac1b9ff14395ac936f61adecf164,1,SELLING SPICES,47,1,,Yes,,,1,1,,0,0,,,April,2017,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,HIGH,LOW,LOW,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,1,,,,,,,,,,,,Other (Specify),,NOTINTHELASTTWELVEMONTHS,Yes,,,,,1,31,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,32000,,,,,21000,32000,12000,6000,8000,4500,0,0,3000,0,0,
63c82cd472974e2d8f6864637e30b2aa,1,SELLING MAT,46,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,June,2019,Loan from money lender,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,2,1,2,,,1,2,,,,,Lack of cash,,,Yes,,,,,1,30,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,4000,8000,,,4000,0,6000,0,0,0,0,0,0,
63da27323e184eaa9fd6befaa91aacc2,1,PROCESSING AND SELLING CHARCOAL,47,1,,Yes,,,1,1,,0,0,,,December,2018,No start-up capital,,,Home (outside residence),,,,Othersmall businesses,,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,,,,,,,,LOW,LOW,LOW,LOW,AVERAGE,1,1,3,1,1,1,1,,,,,,Other (Specify),,OPERATED,Yes,,,,,1,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,23000,54000,,,,,15000,0,0,0,0,0,0,0,0,
63da27323e184eaa9fd6befaa91aacc2,2,PROCESSING AND SELLING CHARCOAL,47,2,,No,Not Available During Time in the EA,,1,2,,0,0,,,January,2017,No start-up capital,,,Home (outside residence),,,,Othersmall businesses,,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,,,,,,,,HIGH,LOW,LOW,LOW,AVERAGE,1,1,2,1,1,1,1,,,,,,Other (Specify),,OPERATED,Yes,,,,,2,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,,,30000,36000,30000,0,0,0,0,0,0,0,0,
63dfb7daab3b47ad946adc99293c38e7,1,MANGOES AND TOMATO,47,2,,Yes,,,2,2,,0,0,,,April,2016,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,2,2,2,2,2,2,,,,,,,Seasonal work,,,Yes,,,,,2,12,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,25000,30000,,,5000,0,0,3500,0,0,0,0,0,
642009c9ec584010a181223ef02b808b,1,OWN A SHOP,46,2,,Yes,,,2,2,,0,0,,,November,2018,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,LOW,LOW,LOW,LOW,LOW,LOW,1,3,,,,,,,,,,,Lack of cash,,,Yes,,,,,2,7,15,8,1,10,3,8,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,10000,25000,,,,,10000,0,0,0,0,0,0,0,1000,PLASTICBAGS
64376f2823d644fab35e61ec1e4aba64,1,SECOND HAND CLOTHES SALER,47,2,,Yes,,,2,2,,0,0,,,May,2018,Gift from family/friends,,,Mobile,,,,Othersmall businesses,,,NO,NO,NO,NO,NO,,,,,,,,,AVERAGE,,HIGH,LOW,,,,2,2,3,2,,,,,,,,,Lack of cash,,,No,YES,,,,2,18,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,73000,,,51000,124000,,,60000,0,0,6000,0,0,0,0,0,
6449d264804649feb5879bc9104b10c3,1,MANDASI SELLER,46,1,,Yes,,,1,1,,0,0,,,February,2015,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH,3,2,2,,,,,,,,,,Not profitable,,,Yes,,,,,1,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,28000,,,23100,32000,,,2400,25600,0,0,0,0,0,0,0,
6461deda34954391821b9abffa3a19d8,1,SELLING FIREWOOD,47,2,,Yes,,,2,2,,0,0,,,February,2014,No start-up capital,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,YES,Communal land,,,,,,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,1,2,2,,,,,,,,,,,,,Yes,,,,,2,4,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,6000,10000,,,,,6000,0,0,0,0,0,0,0,0,
64624ab6cb0c4bc9b02a5d923c290d76,1,BICYCLE TAXI,49,1,,Yes,,,1,1,,0,0,,,June,2015,Own-savings from agriculture,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,LOW,LOW,LOW,LOW,LOW,HIGH,3,2,1,3,3,3,,,,,,,,,,Yes,,,,,1,24,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,72000,80000,86000,,,,,72000,0,0,0,0,0,0,0,0,
6472e93c4e4e4b5c97f0ad791b6da58f,1,SELLING QUARRY STONE,47,2,,Yes,,,2,2,,0,0,,,April,2012,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,Bad weather,,,No,YES,,,,2,15,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,75000,,,85000,100000,,,75000,0,0,0,0,0,0,0,0,
64890aae232f4cd98af0982987159bbd,1,MAKING MORTARS/ PESTLES AND PUDDLING STICKS,16,1,,Yes,,,1,1,,0,0,,,July,2008,No start-up capital,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,YES,Purchased from someone else,,,,,HIGH,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,3,3,,,,,,,,,,,,,,Yes,,,,,1,24,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,24500,,,,,10500,14000,17500,7000,0,0,0,0,0,0,0,
64aebb4d42b645939a468fd14636814d,1,SELLING SWEET POTATOES,47,1,,Yes,,,1,1,,0,0,,,January,2013,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,2,3,3,3,1,,,,,,,Seasonal work,,,No,YES,,,,1,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,14500,,,14500,25000,,,2000,0,12500,5000,0,0,0,0,0,
64b87cd3e6e44916a55a1e787db4e6dc,1,SUGARCANE SELLING,46,1,,Yes,,,1,1,,0,0,,,May,2019,Loan from family/friends,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,Seasonal work,Lack of cash,,Yes,,,,,1,30,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,0,0,,,,,5000,0,2000,0,0,0,0,0,0,
64bcefc8ed864dc8818a7c58a8c9e2c3,1,CARPENTRY & JOINERY,31,1,,Yes,,,1,1,,0,0,,,September,2008,No start-up capital,,,Other fixed place,No,,,Final consumers,,,NO,NO,NO,NO,YES,Purchased from someone else,,,,,,,,,,LOW,LOW,LOW,LOW,AVERAGE,2,3,3,2,2,2,2,,,,,,Bad weather,Not profitable,,Yes,,,,,1,5,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,9,10000,0,,,,0,,,,350000,350000,500000,,,,,150000,200000,0,0,0,0,0,0,0,
64c466a24cec4a56bc7926d872e2ef9a,1,SELLING FIREWOOD,47,2,,Yes,,,1,2,,0,0,,,July,2019,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,YES,Purchased from someone else,,,,,,,,,,,,,,,,,3,3,,,,,,,,,Lack of credit,Lack of cash,,Yes,,,,,2,30,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,,,,,0,0,2500,0,1500,0,0,0,0,0,0,
64db2cbb134f4b87955d1b0bc3e39be4,1,GROCERY,45,2,,Yes,,,2,2,,0,0,,,July,2006,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,HIGH,AVERAGE,AVERAGE,HIGH,HIGH,3,3,2,2,2,2,2,,,,,,,,,Yes,,,,,2,30,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,,,4000,1000,15000,15000,0,300,0,0,0,0,0,
64e41e036c85413c82b5a342ae5f2bf4,1,CHARCOAL MAKING AND SELLING,47,1,,Yes,,,1,1,,0,0,,,April,2015,No start-up capital,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,,,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,LOW,LOW,1,1,2,2,2,,,,,,,,,,,Yes,,,,,1,15,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,,,,,40000,45000,35000,0,0,10000,0,0,0,0,0,
64e41e036c85413c82b5a342ae5f2bf4,2,MANDAZI BAKING AND SELLING,47,1,,No,Not Available During Time in the EA,,1,1,,0,0,,,March,2011,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,3,2,2,2,2,,,,,,,,,,,Yes,,,,,2,20,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,12000,18000,,,6000,9000,0,0,0,0,0,0,0,
64e778da5a954c698e72d9afda0a623f,1,STATIONARY SHOP,18,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,June,2014,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,LOW,AVERAGE,LOW,AVERAGE,1,2,2,1,1,,,,,,,,,,,Yes,,,,,1,30,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,9,15000,0,,,,0,,,,60000,,,60000,150000,,,50000,50000,0,1000,0,7000,0,0,0,
65020d86b66c4f839137c4c1eb5934fc,1,BUYING AND SELLING  FIREWOOD,47,1,,Yes,,,1,1,,0,0,,,December,2016,Own-savings from agriculture,,,Mobile,,,,Final consumers,Traders,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,,,HIGH,HIGH,LOW,LOW,AVERAGE,LOW,,LOW,LOW,LOW,1,1,,,,,,,,,,,Other (Specify),,BUSYWITHOTHERTHINGS,Yes,,,,,1,16,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,24000,,,,,16000,20000,21600,0,0,0,0,0,0,0,1400,FORESTTAX
650433f1246e4eb4aa05bb338315490a,1,SELLING AIRTIME,47,1,,Yes,,,1,1,,0,0,,,March,2018,Proceeds from another business,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,LOW,LOW,LOW,LOW,LOW,2,1,,,,,,,,,,,,,,No,NO,Not profitable,,,1,14,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,4000,0,,,,,500,0,2500,0,0,0,0,0,0,
