hhID,plotID,plot_area_reported,crop_area_share,planting_month,planting_year,crop,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,adm4,latitude,longitude,GPS_level,plot_area_measured,harvest_month,harvest_year,source,country
H2940601,2,0.08093889234327478,NA,9,2015,Groundnuts,NA,NA,NA,NA,first,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940601,3,0.121408341530121,NA,6,2015,Sweet potatoes,NA,NA,NA,NA,first,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940601,1,0.20234722784297854,100,1,2001,Banana food,NA,NA,NA,NA,second,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940601,1,0.20234722784297854,NA,1,2001,Banana food,7,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940601,4,0.20234722784297854,50,8,2015,Beans,10,2014,11,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940601,2,0.121408341530121,100,4,2016,Sweet potatoes,NA,NA,NA,NA,second,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940601,3,0.08093889234327478,100,2,2016,Beans,NA,NA,NA,NA,second,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940601,4,0.20234722784297854,50,8,2015,Beans,11,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Ibanda Cell Lower,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940701,1,0.08093889234327478,NA,1,2001,Banana food,7,2014,12,2014,first,Ibanda,Ibanda Town Council,Bufunda,Bufunda    I A,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940801,2,0.20234722784297854,NA,1,2001,Banana food,7,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyarukobwa B East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940801,1,0.10117361392148927,NA,8,2015,Finger millet,12,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyarukobwa B East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940801,3,0.10117361392148927,NA,8,2015,Beans,11,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyarukobwa B East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940801,1,0.20234722784297854,100,1,2001,Banana food,NA,NA,NA,NA,second,Ibanda,Ibanda Town Council,Kyaruhanga,Kyarukobwa B East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940801,2,0.10117361392148927,100,3,2016,Beans,NA,NA,NA,NA,second,Ibanda,Ibanda Town Council,Kyaruhanga,Kyarukobwa B East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940801,3,0.10117361392148927,NA,8,2015,Beans,12,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyarukobwa B East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940901,1,0.8093889113719142,NA,8,2015,Finger millet,12,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyaruhanga   I,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940901,1,1.2140833670578712,100,1,2001,Banana food,NA,NA,NA,NA,second,Ibanda,Ibanda Town Council,Kyaruhanga,Kyaruhanga   I,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940901,2,0.8093889113719142,NA,8,2015,Groundnuts,12,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyaruhanga   I,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940901,4,0.20234722784297854,NA,6,2015,Sweet potatoes,7,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyaruhanga   I,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2940901,3,1.2140833670578712,NA,1,2001,Banana food,7,2014,12,2014,first,Ibanda,Ibanda Town Council,Kyaruhanga,Kyaruhanga   I,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2941001,1,0.5261027730944071,30,9,2015,Beans,12,2014,12,2014,first,Ibanda,Ibanda Town Council,Bufunda,Bufunda    I A,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2941001,1,0.5261027730944071,70,2,2001,Banana food,7,2014,12,2014,first,Ibanda,Ibanda Town Council,Bufunda,Bufunda    I A,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2941001,2,0.08093889234327478,NA,9,2015,Finger millet,NA,NA,NA,NA,first,Ibanda,Ibanda Town Council,Bufunda,Bufunda    I A,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2941001,1,0.5261027730944071,30,9,2015,Beans,11,2014,12,2014,first,Ibanda,Ibanda Town Council,Bufunda,Bufunda    I A,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,2,0.20234722784297854,70,9,2015,Beans,11,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,1,0.4046944556859571,100,1,2007,Banana food,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,1,0.4046944556859571,NA,1,2007,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,2,0.20234722784297854,70,2,2016,Beans,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,2,0.20234722784297854,30,2,2016,Maize,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,2,0.20234722784297854,70,9,2015,Beans,12,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,2,0.20234722784297854,30,9,2015,Maize,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950101,1,0.4046944556859571,NA,1,2007,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950201,1,0.4046944556859571,65,2,2016,Beans,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950201,2,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950201,2,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950201,1,0.4046944556859571,NA,8,2015,Finger millet,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950201,1,0.4046944556859571,35,2,2016,Maize,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950201,2,0.3035208417644678,100,1,2001,Banana food,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950301,1,0.16187778468654956,70,4,2002,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950301,3,0.14164305707791824,100,3,2015,Banana food,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950301,3,0.14164305707791824,NA,9,2015,Groundnuts,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950301,1,0.10117361392148927,100,2,2016,Groundnuts,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950301,2,0.16187778468654956,100,1,2001,Banana food,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950301,1,0.16187778468654956,30,8,2015,Beans,11,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950301,2,0.16187778468654956,NA,8,2015,Finger millet,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950401,4,0.04046944617163739,NA,8,2015,Irish potatoes,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950401,3,0.08093889234327478,NA,9,2015,Groundnuts,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950401,1,0.08093889234327478,NA,5,2001,Banana food,6,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950401,2,0.08093889234327478,NA,9,2015,Beans,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,2,0.08093889234327478,40,3,2016,Maize,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,1,0.20234722784297854,50,3,2016,Irish potatoes,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,3,1.4164305949008498,80,9,2015,Beans,11,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,3,1.4164305949008498,80,9,2015,Beans,12,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,2,0.121408341530121,60,3,2016,Beans,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,2,0.6070416835289356,NA,9,2015,Finger millet,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,3,1.4164305949008498,20,9,2015,Maize,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950501,1,1.2140833670578712,NA,1,2001,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,1,0.4046944556859571,80,1,2001,Banana food,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,1,0.4046944556859571,10,1,2016,Cassava,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,2,0.4046944556859571,NA,9,2015,Irish potatoes,11,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,1,0.4046944556859571,NA,7,2015,Finger millet,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,4,0.6070416835289356,NA,1,2001,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,1,0.4046944556859571,10,3,2016,Beans,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,4,0.6070416835289356,NA,1,2001,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950701,3,0.4046944556859571,NA,9,2015,Beans,11,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,2,0.08093889234327478,NA,10,2012,Banana food,9,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,1,0.4046944556859571,10,6,2014,Cassava,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,1,0.4046944556859571,30,5,2001,Banana beer,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,1,0.4046944556859571,30,1,2001,Banana beer,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,4,0.10117361392148927,60,9,2015,Beans,12,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,2,0.10117361392148927,40,1,2001,Banana beer,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,1,0.4046944556859571,50,1,2001,Banana food,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,4,0.10117361392148927,40,9,2015,Maize,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,1,0.4046944556859571,60,3,2001,Banana food,6,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,1,0.4046944556859571,20,3,2016,Beans,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,3,0.10117361392148927,NA,9,2015,Finger millet,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,3,0.08093889234327478,100,1,2015,Sugarcane,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2950901,2,0.10117361392148927,60,1,2001,Banana food,NA,NA,NA,NA,second,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2951101,2,0.8093889113719142,60,1,2001,Banana food,7,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2951101,2,0.8093889113719142,10,9,2015,Maize,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2951101,2,0.8093889113719142,30,9,2015,Beans,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2951101,3,0.10117361392148927,NA,4,2015,Sweet potatoes,10,2014,12,2014,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2951101,1,0.20234722784297854,NA,8,2015,Sorghum,NA,NA,NA,NA,first,Isingiro,Ngarama,Kagaaga,Bukore,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,4,0.10117361392148927,60,2,2016,Beans,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,1,0.4046944556859571,20,2,2015,Cassava,NA,NA,NA,NA,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,4,0.10117361392148927,40,2,2016,Maize,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,2,0.10117361392148927,100,11,2016,Sweet potatoes,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,1,0.20234722784297854,50,5,2001,Banana sweet,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,3,0.16187778468654956,40,8,2015,Maize,11,2014,12,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,1,0.4046944556859571,30,1,2001,Banana food,7,2014,12,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,3,0.10117361392148927,100,2,2016,Irish potatoes,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,4,0.121408341530121,NA,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,1,0.20234722784297854,50,3,2001,Banana food,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,1,0.4046944556859571,50,1,2001,Banana sweet,7,2014,12,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960201,3,0.16187778468654956,60,8,2015,Beans,10,2014,11,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960202,1,0.121408341530121,100,2,2001,Banana food,NA,NA,NA,NA,second,Ibanda,Kijongo,Rwambu,Kinagamukono,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960202,2,0.020234723085818737,30,2,2016,Maize,NA,NA,NA,NA,second,Ibanda,Kijongo,Rwambu,Kinagamukono,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960202,1,0.20234722784297854,70,1,2001,Banana food,7,2014,12,2014,first,Ibanda,Kijongo,Rwambu,Kinagamukono,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960202,2,0.0607041707650603,70,2,2016,Beans,NA,NA,NA,NA,second,Ibanda,Kijongo,Rwambu,Kinagamukono,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960203,1,0.20234722784297854,100,4,2001,Banana food,NA,NA,NA,NA,second,Kiruhura,Kazo Tc,Kazo Ward,Kazo Ii,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960203,2,0.20234722784297854,100,2,2016,Groundnuts,NA,NA,NA,NA,second,Kiruhura,Kazo Tc,Kazo Ward,Kazo Ii,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960203,1,0.20234722784297854,NA,1,2002,Banana food,7,2014,12,2014,first,Kiruhura,Kazo Tc,Kazo Ward,Kazo Ii,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960203,1,0.20234722784297854,NA,1,2002,Banana food,7,2014,12,2014,first,Kiruhura,Kazo Tc,Kazo Ward,Kazo Ii,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,1,0.10117361392148927,50,4,2001,Banana food,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,2,0.0607041707650603,30,3,2016,Maize,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,2,0.0607041707650603,70,3,2016,Beans,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,1,0.10117361392148927,40,3,2016,Beans,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,3,0.0607041707650603,NA,9,2015,Irish potatoes,NA,NA,NA,NA,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,2,0.0607041707650603,NA,8,2015,Finger millet,NA,NA,NA,NA,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,1,0.10117361392148927,60,4,2001,Banana food,7,2014,12,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,1,0.10117361392148927,40,9,2015,Beans,12,2014,12,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960301,1,0.10117361392148927,40,9,2015,Beans,12,2014,12,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960302,2,0.04046944617163739,100,3,2016,Groundnuts,NA,NA,NA,NA,second,Kamwenge,Ntara,Kabale,Kabale,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960302,3,0.08093889234327478,60,2,2016,Beans,NA,NA,NA,NA,second,Kamwenge,Ntara,Kabale,Kabale,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960302,1,0.121408341530121,NA,2,2001,Banana food,7,2014,12,2014,first,Kamwenge,Ntara,Kabale,Kabale,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960302,2,0.08093889234327478,NA,8,2015,Finger millet,NA,NA,NA,NA,first,Kamwenge,Ntara,Kabale,Kabale,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960302,3,0.08093889234327478,40,2,2016,Maize,NA,NA,NA,NA,second,Kamwenge,Ntara,Kabale,Kabale,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960302,1,0.08093889234327478,100,1,2001,Banana food,NA,NA,NA,NA,second,Kamwenge,Ntara,Kabale,Kabale,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,4,0.20234722784297854,70,8,2015,Beans,11,2014,11,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,2,0.10117361392148927,NA,9,2015,Finger millet,NA,NA,NA,NA,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,1,0.3035208417644678,100,1,2001,Banana food,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,4,0.20234722784297854,70,8,2015,Beans,10,2014,11,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,3,0.20234722784297854,80,3,2016,Beans,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,4,0.20234722784297854,30,2,2015,Cassava,NA,NA,NA,NA,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,2,0.10117361392148927,100,4,2016,Sweet potatoes,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,3,0.20234722784297854,NA,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,1,0.3035208417644678,NA,1,2001,Banana food,7,2014,12,2014,first,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H2960401,3,0.20234722784297854,20,2,2015,Cassava,NA,NA,NA,NA,second,Ibanda,Bisheshe,Bugarama,Kigando,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
