ea_id,com_cf01,com_cf02,com_cf03,com_cf04,com_cf05,com_cf06,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf14a,com_cf14b,com_cf14c,com_cf14d,com_cf14e,com_cf15a,com_cf15b,com_cf15c,com_cf15d,com_cf15e,com_cf16a,com_cf16b,com_cf16c,com_cf16d,com_cf16e,com_cf16f,com_cf16g,com_cf16h,com_cf16i,com_cf17a,com_cf17b,com_cf17c
30104022,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,8,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,worse,worse,worse,NOT APPLICABLE,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,worse,worse,worse,no,no,no
30104040,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,6,6,no,more,more,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,better,worse,MUCH BETTER,no,no,no
30104708,yes,1ST HALF NOV,1ST HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,yes,64,1,1,yes,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,worse,better,no,no,no
30105325,yes,2ND HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,10,km,no,,0,0,no,more,more,more,more,more,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,better,better,worse,worse,worse,better,yes,no,"YES, BUT NOT IF HH IS IN NEED"
30105448,yes,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,10,km,no,,0,0,no,ABOUT THE SAME NUMBER,more,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,worse,better,no,no,yes
30106005,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,5,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,worse,worse,worse,NOT APPLICABLE,worse,MUCH BETTER,better,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,no,no,no
30106331,yes,1ST HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,2,km,no,,0,6,no,NOT APPLICABLE,more,more,ABOUT THE SAME NUMBER,more,better,better,better,NOT APPLICABLE,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,worse,no,no,no
30106750,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,41,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,ABOUT THE SAME NUMBER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,worse,better,no,no,no
30107395,yes,2ND HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,yes,,,yes,17,0,0,yes,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,more,more,better,better,better,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,worse,better,no,no,yes
30107624,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,better,worse,worse,no,no,no
30108117,yes,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,6,km,yes,210,0,0,no,more,more,more,more,more,better,better,better,NOT APPLICABLE,better,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,better,better,worse,no,no,no
30108401,yes,2ND HALF NOV,2ND HALF MAR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,22,km,no,,0,0,no,less,more,less,NOT APPLICABLE,more,worse,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,worse,worse,worse,worse,worse,MUCH WORSE,worse,ABOUT THE SAME,no,no,yes
30109724,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,0,0,no,more,more,more,ABOUT THE SAME NUMBER,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,better,worse,worse,worse,MUCH BETTER,no,no,no
30120262,yes,1ST HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,8,km,yes,2,0,0,no,more,more,NOT APPLICABLE,NOT APPLICABLE,less,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,better,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,better,no,no,no
30201076,yes,1ST HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,yes,68,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME NUMBER,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,better,better,worse,no,no,no
30201146,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,2,2,no,more,more,more,more,more,better,better,better,NOT APPLICABLE,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,worse,better,better,no,no,no
30201498,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,10,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,better,worse,NOT APPLICABLE,no,no,no
30201587,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202252,yes,2ND HALF OCT,2ND HALF MAY,TOO LITTLE,TOO LATE,TOO EARLY,yes,,,no,,0,0,no,more,more,more,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,worse,better,no,no,yes
30202403,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,TOO EARLY,TOO LATE,no,19,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,worse,worse,worse,NOT APPLICABLE,worse,better,better,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,worse,worse,NOT APPLICABLE,no,no,no
30203044,yes,1ST HALF DEC,2ND HALF MAR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,more,more,more,more,better,better,better,ABOUT THE SAME,better,better,better,better,ABOUT THE SAME,better,worse,worse,worse,better,no,no,yes
30203122,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,11,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,ABOUT THE SAME NUMBER,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,better,worse,worse,no,no,no
30203142,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,no,5,km,yes,40,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,worse,worse,worse,NOT APPLICABLE,ABOUT THE SAME,better,better,NOT APPLICABLE,NOT APPLICABLE,better,MUCH BETTER,better,better,worse,no,no,no
30203256,yes,2ND HALF NOV,2ND HALF MAR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,MUCH WORSE,better,worse,worse,MUCH WORSE,MUCH WORSE,worse,better,better,ABOUT THE SAME,better,ABOUT THE SAME,better,no,yes,no
30203767,yes,1ST HALF NOV,1ST HALF APR,TOO LITTLE,TOO EARLY,TOO EARLY,no,4,km,no,,0,6,no,NOT APPLICABLE,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,NOT APPLICABLE,more,better,better,better,NOT APPLICABLE,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,better,NOT APPLICABLE,no,no,no
30204126,yes,2ND HALF NOV,2ND HALF MAR,TOO LITTLE,TOO EARLY,AT THE RIGHT TIME,no,2,km,no,,0,0,yes,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,better,better,better,NOT APPLICABLE,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,better,worse,worse,ABOUT THE SAME,worse,no,no,no
30205702,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,6,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,ABOUT THE SAME NUMBER,more,worse,worse,worse,NOT APPLICABLE,worse,better,better,NOT APPLICABLE,NOT APPLICABLE,better,better,better,ABOUT THE SAME,NOT APPLICABLE,no,no,no
30206341,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,3,3,no,more,more,more,more,more,better,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,ABOUT THE SAME,worse,better,no,no,no
30206572,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,no,10,km,no,,4,4,no,more,more,more,more,ABOUT THE SAME NUMBER,better,better,ABOUT THE SAME,better,worse,MUCH BETTER,better,ABOUT THE SAME,worse,ABOUT THE SAME,worse,worse,worse,better,"YES, BUT NOT IF HH IS IN NEED",no,yes
30207060,yes,1ST HALF DEC,1ST HALF MAY,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,more,more,worse,worse,worse,NOT APPLICABLE,worse,MUCH BETTER,better,NOT APPLICABLE,NOT APPLICABLE,better,better,better,better,NOT APPLICABLE,no,no,no
30207188,yes,1ST HALF NOV,1ST HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,27,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,better,worse,MUCH BETTER,yes,no,yes
30207491,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,6,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,less,less,worse,worse,worse,NOT APPLICABLE,worse,better,better,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,worse,no,no,no
30208396,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,more,more,better,better,better,NOT APPLICABLE,ABOUT THE SAME,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,ABOUT THE SAME,worse,no,no,no
30209287,yes,2ND HALF OCT,2ND HALF MAR,TOO MUCH,TOO LATE,TOO EARLY,yes,,,no,,0,0,no,NOT APPLICABLE,ABOUT THE SAME NUMBER,more,more,more,better,better,better,NOT APPLICABLE,ABOUT THE SAME,MUCH BETTER,better,worse,worse,better,better,worse,ABOUT THE SAME,ABOUT THE SAME,no,no,no
30212167,yes,2ND HALF OCT,1ST HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,no,17,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,ABOUT THE SAME,worse,no,no,no
30212307,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,0,0,no,more,more,more,more,ABOUT THE SAME NUMBER,better,better,better,ABOUT THE SAME,better,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,worse,better,no,no,yes
30212492,yes,2ND HALF DEC,2ND HALF MAY,TOO LITTLE,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,2,no,more,more,more,more,less,ABOUT THE SAME,MUCH BETTER,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,ABOUT THE SAME,ABOUT THE SAME,"YES, BUT NOT IF HH IS IN NEED",no,no
30222077,yes,2ND HALF NOV,2ND HALF MAR,TOO LITTLE,TOO LATE,TOO EARLY,yes,,,no,,0,0,no,more,more,more,NOT APPLICABLE,more,better,NOT APPLICABLE,ABOUT THE SAME,worse,ABOUT THE SAME,MUCH BETTER,better,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,better,better,better,worse,no,no,no
30301554,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO LATE,no,5,km,no,,2,2,no,less,less,less,NOT APPLICABLE,less,better,NOT APPLICABLE,better,worse,better,better,better,worse,ABOUT THE SAME,worse,worse,better,MUCH WORSE,worse,no,no,no
30301576,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,5,km,yes,39,4,4,no,less,less,less,NOT APPLICABLE,more,better,NOT APPLICABLE,better,NOT APPLICABLE,better,better,worse,worse,NOT APPLICABLE,better,ABOUT THE SAME,worse,better,ABOUT THE SAME,no,no,no
30301590,yes,2ND HALF NOV,2ND HALF APR,TOO MUCH,TOO EARLY,TOO EARLY,no,8,km,no,,1,1,no,more,more,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME NUMBER,worse,worse,MUCH WORSE,MUCH WORSE,worse,better,worse,MUCH WORSE,MUCH WORSE,worse,MUCH WORSE,MUCH WORSE,MUCH BETTER,,no,no,no
30302283,yes,2ND HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,yes,,,yes,500,1,1,no,less,more,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,worse,NOT APPLICABLE,worse,worse,worse,worse,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,ABOUT THE SAME,ABOUT THE SAME,better,no,no,no
30302357,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,1,km,yes,80,1,1,no,less,less,less,less,less,better,better,better,worse,better,better,better,worse,NOT APPLICABLE,better,worse,worse,MUCH WORSE,MUCH BETTER,no,no,no
30302601,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,5,km,no,,3,3,no,less,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME NUMBER,worse,worse,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,worse,better,MUCH WORSE,NOT APPLICABLE,worse,worse,better,worse,better,no,no,yes
30302687,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,no,5,km,no,,2,2,no,less,more,less,NOT APPLICABLE,less,worse,NOT APPLICABLE,worse,worse,worse,worse,worse,worse,NOT APPLICABLE,worse,worse,better,MUCH WORSE,MUCH BETTER,no,no,no
30302692,yes,1ST HALF NOV,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO LATE,no,4,km,no,,1,1,no,less,less,less,less,more,worse,worse,worse,worse,worse,worse,worse,worse,NOT APPLICABLE,worse,worse,better,ABOUT THE SAME,ABOUT THE SAME,no,no,no
30304139,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,7,km,no,,6,5,no,less,4,less,less,less,ABOUT THE SAME,worse,worse,MUCH WORSE,worse,worse,worse,MUCH WORSE,NOT APPLICABLE,better,worse,better,MUCH WORSE,worse,yes,yes,no
30304143,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO LATE,yes,,,yes,53,0,0,no,less,more,NOT APPLICABLE,NOT APPLICABLE,more,better,better,better,MUCH WORSE,worse,worse,worse,MUCH WORSE,MUCH WORSE,worse,better,worse,worse,worse,no,no,no
30305082,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,45,km,no,,3,3,no,less,more,more,more,more,worse,worse,worse,MUCH WORSE,worse,worse,worse,MUCH WORSE,NOT APPLICABLE,worse,better,better,worse,MUCH BETTER,no,no,no
30305258,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO LATE,no,6,km,no,,1,1,no,less,more,more,more,more,better,worse,worse,MUCH WORSE,better,worse,better,MUCH WORSE,NOT APPLICABLE,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,no,no,no
30305277,yes,2ND HALF OCT,2ND HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,2,km,no,,3,3,no,less,more,more,more,more,worse,worse,worse,MUCH WORSE,MUCH WORSE,worse,worse,MUCH WORSE,NOT APPLICABLE,worse,worse,worse,better,MUCH BETTER,no,no,yes
30305506,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO EARLY,yes,,,yes,125,2,2,no,less,more,less,more,more,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,better,better,worse,worse,NOT APPLICABLE,no,no,no
30305561,yes,2ND HALF NOV,1ST HALF MAY,TOO LITTLE,TOO EARLY,TOO EARLY,yes,,,no,,2,2,no,more,more,less,less,less,MUCH BETTER,MUCH BETTER,better,worse,worse,MUCH BETTER,worse,worse,NOT APPLICABLE,worse,worse,better,MUCH BETTER,better,no,no,no
30305580,yes,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,0,no,less,less,less,less,less,worse,worse,worse,MUCH WORSE,worse,better,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,worse,worse,worse,MUCH BETTER,MUCH BETTER,no,no,no
30306024,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,yes,,,no,,3,3,no,less,more,less,less,less,better,better,MUCH BETTER,better,ABOUT THE SAME,MUCH BETTER,worse,worse,NOT APPLICABLE,worse,worse,better,MUCH WORSE,MUCH WORSE,no,no,no
30306056,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO LATE,no,5,km,no,,1,1,no,less,more,less,NOT APPLICABLE,less,better,NOT APPLICABLE,NOT APPLICABLE,worse,better,better,worse,worse,NOT APPLICABLE,MUCH BETTER,worse,worse,worse,MUCH WORSE,no,no,no
30306087,yes,1ST HALF DEC,1ST HALF MAY,TOO MUCH,AT THE RIGHT TIME,TOO EARLY,no,4,km,no,,0,1,no,less,less,ABOUT THE SAME NUMBER,NOT APPLICABLE,less,better,NOT APPLICABLE,better,MUCH WORSE,MUCH BETTER,worse,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,better,MUCH BETTER,better,MUCH WORSE,MUCH BETTER,no,no,yes
30306460,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,5,km,yes,150,1,1,no,less,more,less,NOT APPLICABLE,more,better,NOT APPLICABLE,better,worse,better,better,better,worse,NOT APPLICABLE,better,worse,worse,better,MUCH WORSE,no,no,no
30306555,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO LATE,no,25,km,yes,10,1,1,no,less,more,less,less,less,better,NOT APPLICABLE,better,worse,worse,better,ABOUT THE SAME,worse,NOT APPLICABLE,worse,worse,ABOUT THE SAME,better,ABOUT THE SAME,no,no,no
30306594,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO EARLY,no,6,km,yes,370,3,3,no,less,less,more,less,less,better,better,MUCH BETTER,better,worse,better,MUCH BETTER,worse,worse,worse,worse,better,worse,better,no,no,no
30307577,yes,1ST HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,no,7,km,no,,0,0,no,less,less,more,NOT APPLICABLE,more,MUCH WORSE,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,better,worse,worse,worse,better,worse,MUCH WORSE,ABOUT THE SAME,worse,ABOUT THE SAME,no,no,yes
30307678,yes,1ST HALF NOV,1ST HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,2,meter,yes,30,3,3,no,less,less,less,NOT APPLICABLE,less,better,worse,worse,worse,worse,better,worse,worse,worse,worse,ABOUT THE SAME,better,MUCH BETTER,worse,no,no,"YES, BUT NOT IF HH IS IN NEED"
30401015,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO LATE,no,20,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,NOT APPLICABLE,more,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH BETTER,MUCH WORSE,NOT APPLICABLE,NOT APPLICABLE,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,no,no,no
30401062,yes,1ST HALF NOV,1ST HALF APR,TOO MUCH,AT THE RIGHT TIME,TOO EARLY,no,20,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,NOT APPLICABLE,NOT APPLICABLE,better,better,better,worse,worse,better,worse,NOT APPLICABLE,NOT APPLICABLE,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,no,no,no
30401178,yes,1ST HALF NOV,1ST HALF APR,TOO MUCH,TOO LATE,TOO EARLY,yes,,,no,,1,1,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,NOT APPLICABLE,more,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,MUCH BETTER,better,better,worse,NOT APPLICABLE,better,MUCH WORSE,better,worse,worse,no,no,no
30401397,yes,2ND HALF NOV,1ST HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,yes,,,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,better,better,better,MUCH WORSE,worse,MUCH BETTER,MUCH WORSE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,no,no,no
30402291,yes,2ND HALF NOV,1ST HALF MAY,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,no,5,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,less,more,worse,ABOUT THE SAME,worse,MUCH WORSE,MUCH WORSE,better,better,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH WORSE,better,better,MUCH WORSE,no,no,no
30402402,yes,1ST HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,NOT APPLICABLE,MUCH BETTER,NOT APPLICABLE,better,worse,better,MUCH WORSE,NOT APPLICABLE,MUCH BETTER,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,no,no,no
30402515,yes,1ST HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,7,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,NOT APPLICABLE,more,MUCH BETTER,better,MUCH BETTER,worse,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,better,worse,MUCH WORSE,worse,worse,no,no,no
30402570,yes,1ST HALF OCT,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,NOT APPLICABLE,NOT APPLICABLE,MUCH WORSE,NOT APPLICABLE,MUCH WORSE,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH WORSE,MUCH WORSE,better,MUCH WORSE,no,no,no
30402669,yes,2ND HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,NOT APPLICABLE,more,better,NOT APPLICABLE,better,worse,better,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH WORSE,MUCH WORSE,better,NOT APPLICABLE,no,no,no
30403185,yes,1ST HALF NOV,1ST HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,10,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,more,more,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH WORSE,MUCH WORSE,MUCH BETTER,MUCH WORSE,no,no,no
