case_id,visit,ea_id,hh_n0a,hh_n0b,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08
302092870174,1,30209287,no,no,no,no,no,no,no,no,no,no
302092870199,1,30209287,no,no,no,no,no,no,no,no,no,no
302092870211,1,30209287,no,no,no,no,no,no,no,no,no,no
302092870223,1,30209287,no,no,no,no,no,no,no,no,no,no
302092870248,1,30209287,no,no,no,no,no,no,no,no,no,no
302121670014,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670052,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670072,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670091,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670129,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670148,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670168,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670187,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670225,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670244,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670264,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670283,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670321,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670340,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670359,1,30212167,no,no,no,no,no,no,no,no,no,no
302121670398,1,30212167,no,no,no,no,no,no,no,no,no,no
302123070024,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070078,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070080,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070110,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070121,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070173,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070288,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070294,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070300,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070319,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070351,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070357,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070394,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070422,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070520,1,30212307,no,no,no,no,no,no,no,no,no,no
302123070526,1,30212307,no,no,no,no,no,no,no,no,no,no
302124920003,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920006,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920012,2,30212492,yes,yes,no,no,no,yes,no,no,no,no
302124920016,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920019,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920026,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920029,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920032,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920039,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920042,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920045,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920052,2,30212492,yes,yes,no,no,yes,no,no,no,no,no
302124920055,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920058,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920065,2,30212492,no,no,no,no,no,no,no,no,no,no
302124920068,2,30212492,no,no,no,no,no,no,no,no,no,no
302220770018,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770043,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770047,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770068,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770093,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770118,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770169,1,30222077,yes,yes,no,no,no,no,no,no,no,yes
302220770194,1,30222077,yes,yes,no,no,no,no,no,yes,no,no
302220770219,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770244,1,30222077,yes,yes,no,no,no,no,no,no,no,yes
302220770294,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770369,1,30222077,yes,yes,yes,no,no,no,no,no,no,no
302220770420,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770445,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770470,1,30222077,no,no,no,no,no,no,no,no,no,no
302220770520,1,30222077,no,no,no,no,no,no,no,no,no,no
303015540015,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540027,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540040,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540053,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540079,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540092,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540105,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540117,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540143,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540156,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540169,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540182,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540207,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540220,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540233,1,30301554,no,no,no,no,no,no,no,no,no,no
303015540259,1,30301554,no,no,no,no,no,no,no,no,no,no
303015760022,1,30301576,yes,yes,no,no,no,yes,no,no,no,yes
303015760033,1,30301576,yes,yes,no,yes,no,no,no,no,no,yes
303015760044,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760055,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760078,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760089,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760100,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760112,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760134,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760145,1,30301576,yes,yes,no,no,yes,no,no,no,no,yes
303015760157,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760168,1,30301576,yes,yes,no,no,no,no,no,no,no,yes
303015760190,1,30301576,yes,yes,no,no,yes,no,no,no,no,yes
303015760202,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760213,1,30301576,no,no,no,no,no,no,no,no,no,no
303015760235,1,30301576,yes,yes,no,no,yes,yes,no,no,no,yes
303015900002,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900034,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900035,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900050,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900056,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900065,1,30301590,yes,yes,yes,no,no,no,no,no,no,yes
303015900091,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900132,1,30301590,yes,yes,no,no,no,no,no,no,no,no
303015900165,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900176,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900178,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900188,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900203,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900207,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900212,1,30301590,no,no,no,no,no,no,no,no,no,no
303015900217,1,30301590,no,no,no,no,no,no,no,no,no,no
303022830006,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830014,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830016,1,30302283,yes,yes,no,yes,yes,no,no,no,no,yes
303022830024,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830032,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830048,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830056,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830064,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830072,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830088,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830096,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830104,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830128,1,30302283,yes,yes,no,no,yes,no,no,no,no,yes
303022830136,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830144,1,30302283,no,no,no,no,no,no,no,no,no,no
303022830160,1,30302283,no,no,no,no,no,no,no,no,no,no
303023570005,1,30302357,yes,yes,no,no,yes,no,no,no,no,no
303023570017,1,30302357,yes,yes,no,no,yes,no,no,no,no,yes
303023570023,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570035,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570046,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570069,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570081,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570092,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570127,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570138,1,30302357,yes,yes,no,no,no,yes,no,no,no,yes
303023570150,1,30302357,yes,yes,no,no,no,yes,no,no,no,yes
303023570161,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570184,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570196,1,30302357,yes,yes,no,no,yes,no,no,no,no,no
303023570207,1,30302357,no,no,no,no,no,no,no,no,no,no
303023570230,1,30302357,no,no,no,no,no,no,no,no,no,no
303026010023,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010024,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010044,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010063,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010070,1,30302601,yes,yes,yes,no,no,no,no,no,no,no
303026010120,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010127,1,30302601,yes,yes,no,no,yes,no,no,no,no,no
303026010149,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010171,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010185,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010204,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010214,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010247,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010260,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010270,1,30302601,no,no,no,no,no,no,no,no,no,no
303026010273,1,30302601,no,no,no,no,no,no,no,no,no,no
303026870018,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870035,1,30302687,yes,yes,yes,no,no,no,no,no,no,no
303026870051,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870068,1,30302687,yes,yes,yes,no,yes,no,no,no,no,yes
303026870101,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870118,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870134,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870151,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870184,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870200,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870217,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870233,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870266,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870283,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870299,1,30302687,no,no,no,no,no,no,no,no,no,no
303026870332,1,30302687,no,no,no,no,no,no,no,no,no,no
303026920008,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920020,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920042,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920053,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920064,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920076,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920087,1,30302692,yes,yes,no,no,no,no,no,no,no,yes
303026920098,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920109,1,30302692,yes,yes,no,no,yes,no,no,no,no,no
303026920132,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920143,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920166,1,30302692,yes,yes,yes,no,no,no,no,no,no,yes
303026920188,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920199,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920211,1,30302692,no,no,no,no,no,no,no,no,no,no
303026920233,1,30302692,no,no,no,no,no,no,no,no,no,no
303041390014,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390023,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390032,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390041,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390060,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390069,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390078,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390087,1,30304139,yes,yes,no,no,no,no,no,no,no,yes
303041390105,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390114,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390123,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390132,1,30304139,no,no,no,no,no,no,no,no,no,no
303041390150,1,30304139,yes,yes,no,yes,yes,no,no,no,no,no
303041390160,1,30304139,yes,yes,no,no,no,yes,no,no,no,no
303041390169,1,30304139,yes,yes,no,no,yes,no,no,no,no,no
303041390187,1,30304139,no,no,no,no,no,no,no,no,no,no
303041430013,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430020,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430028,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430035,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430050,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430058,1,30304143,yes,yes,no,yes,no,no,no,no,no,yes
303041430066,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430073,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430088,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430096,1,30304143,yes,yes,no,no,no,yes,no,no,no,yes
303041430103,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430111,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430126,1,30304143,no,no,no,no,no,no,no,no,no,no
303041430134,1,30304143,yes,yes,no,yes,no,no,no,no,no,no
303041430141,1,30304143,yes,yes,no,yes,no,no,no,no,no,no
303041430156,1,30304143,yes,yes,yes,no,no,yes,no,no,no,yes
303050820012,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820019,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820025,2,30305082,yes,yes,no,yes,yes,no,no,no,no,no
303050820031,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820044,2,30305082,yes,yes,no,no,no,no,no,no,no,yes
303050820051,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820057,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820064,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820077,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820083,2,30305082,yes,yes,no,no,no,yes,no,no,no,yes
303050820090,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820096,2,30305082,yes,yes,no,no,yes,no,no,no,no,yes
303050820109,2,30305082,yes,yes,no,yes,no,no,no,no,no,no
303050820116,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820122,2,30305082,no,no,no,no,no,no,no,no,no,no
303050820135,2,30305082,yes,yes,no,no,no,yes,no,no,no,yes
303052580003,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580011,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580019,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580027,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580035,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580051,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580060,1,30305258,yes,yes,no,no,yes,no,no,no,no,no
303052580068,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580076,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580092,1,30305258,yes,yes,no,no,yes,no,no,no,no,yes
303052580100,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580116,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580132,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580140,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580148,1,30305258,no,no,no,no,no,no,no,no,no,no
303052580164,1,30305258,no,no,no,no,no,no,no,no,no,no
303052770021,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770023,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770038,1,30305277,yes,yes,yes,no,yes,no,no,no,no,yes
303052770049,1,30305277,yes,yes,yes,no,yes,no,no,no,no,no
303052770056,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770081,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770087,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770089,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770098,1,30305277,yes,yes,no,yes,no,no,no,no,no,no
303052770107,1,30305277,yes,yes,no,no,no,no,no,yes,no,no
303052770117,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770121,1,30305277,yes,yes,yes,no,no,no,no,no,no,no
303052770134,1,30305277,yes,yes,no,no,no,yes,no,no,no,yes
303052770138,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770164,1,30305277,no,no,no,no,no,no,no,no,no,no
303052770171,1,30305277,no,no,no,no,no,no,no,no,no,no
303055060012,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060022,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060033,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060044,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060065,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060075,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060086,1,30305506,yes,yes,yes,no,no,no,no,no,no,no
303055060096,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060118,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060128,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060139,1,30305506,yes,yes,yes,no,no,no,no,no,no,no
303055060149,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060170,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060181,1,30305506,no,no,no,no,no,no,no,no,no,no
303055060192,1,30305506,yes,yes,no,yes,yes,no,no,no,no,yes
303055060213,1,30305506,no,no,no,no,no,no,no,no,no,no
303055610023,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610027,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610041,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610054,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610081,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610095,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610108,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610122,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610149,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610162,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610176,1,30305561,yes,yes,no,yes,no,no,no,no,no,yes
303055610189,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610216,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610230,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610243,1,30305561,no,no,no,no,no,no,no,no,no,no
303055610270,1,30305561,no,no,no,no,no,no,no,no,no,no
303055800018,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800038,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800052,1,30305580,yes,yes,no,no,no,no,no,no,no,yes
303055800069,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800084,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800087,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800090,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800092,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800105,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800109,1,30305580,yes,yes,no,no,yes,no,no,no,no,no
303055800113,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800116,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800121,1,30305580,yes,yes,no,no,no,yes,no,no,no,no
303055800140,1,30305580,yes,yes,yes,no,no,no,no,no,no,no
303055800170,1,30305580,no,no,no,no,no,no,no,no,no,no
303055800204,1,30305580,no,no,no,no,no,no,no,no,no,no
303060240018,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240030,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240042,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240055,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240080,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240092,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240104,1,30306024,yes,yes,no,yes,yes,no,no,no,no,no
303060240117,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240141,1,30306024,yes,yes,no,yes,yes,no,no,no,no,yes
303060240154,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240166,1,30306024,yes,yes,no,no,no,no,no,no,no,yes
303060240179,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240203,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240216,1,30306024,no,no,no,no,no,no,no,no,no,no
303060240228,1,30306024,yes,yes,no,yes,no,no,no,no,no,yes
303060240253,1,30306024,no,no,no,no,no,no,no,no,no,no
303060560026,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560027,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560034,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560036,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560040,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560059,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560063,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560065,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560089,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560096,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560098,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560100,1,30306056,yes,yes,no,no,no,no,no,no,no,yes
303060560103,1,30306056,yes,yes,no,no,no,no,no,yes,no,yes
303060560105,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560108,1,30306056,no,no,no,no,no,no,no,no,no,no
303060560110,1,30306056,no,no,no,no,no,no,no,no,no,no
303060870005,1,30306087,yes,yes,no,no,no,yes,no,no,no,no
303060870022,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870024,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870031,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870035,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870051,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870096,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870098,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870109,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870117,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870134,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870167,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870174,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870188,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870196,1,30306087,no,no,no,no,no,no,no,no,no,no
303060870205,1,30306087,no,no,no,no,no,no,no,no,no,no
303064600014,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600027,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600040,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600053,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600067,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600080,1,30306460,yes,yes,no,no,yes,no,no,no,no,no
303064600107,1,30306460,yes,yes,no,no,no,no,no,no,no,yes
303064600133,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600146,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600160,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600173,1,30306460,yes,yes,yes,no,no,no,no,no,no,no
303064600186,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600213,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600226,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600239,1,30306460,no,no,no,no,no,no,no,no,no,no
303064600266,1,30306460,no,no,no,no,no,no,no,no,no,no
303065550003,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550011,2,30306555,yes,yes,no,no,no,yes,no,no,no,yes
303065550019,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550035,2,30306555,yes,yes,no,no,no,yes,no,no,no,yes
303065550043,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550051,2,30306555,yes,yes,no,no,no,no,no,no,no,yes
303065550067,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550075,2,30306555,yes,yes,no,no,yes,no,no,no,no,yes
303065550099,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550107,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550115,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550131,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550139,2,30306555,no,no,no,no,no,no,no,no,no,no
303065550147,2,30306555,yes,yes,yes,no,no,no,no,no,no,yes
303065550163,2,30306555,no,no,no,no,no,no,no,no,no,no
303065940008,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940023,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940038,1,30306594,yes,yes,yes,no,no,no,no,no,no,yes
303065940053,1,30306594,yes,yes,no,no,no,yes,no,no,no,no
303065940067,1,30306594,yes,yes,no,no,no,yes,no,no,no,yes
303065940097,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940112,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940126,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940141,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940171,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940185,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940200,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940215,1,30306594,yes,yes,no,yes,no,no,no,no,no,yes
303065940259,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940274,1,30306594,no,no,no,no,no,no,no,no,no,no
303065940304,1,30306594,no,no,no,no,no,no,no,no,no,no
303075770092,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770106,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770110,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770111,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770112,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770123,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770162,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770174,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770176,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770202,1,30307577,yes,yes,no,no,no,yes,no,no,no,no
303075770203,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770217,1,30307577,yes,yes,yes,yes,no,no,no,no,no,no
303075770225,1,30307577,yes,yes,no,yes,no,no,no,no,no,no
303075770236,1,30307577,yes,yes,no,no,no,yes,no,no,no,no
303075770294,1,30307577,no,no,no,no,no,no,no,no,no,no
303075770318,1,30307577,no,no,no,no,no,no,no,no,no,no
303076780003,2,30307678,no,no,no,no,no,no,no,no,no,no
303076780017,2,30307678,no,no,no,no,no,no,no,no,no,no
303076780046,2,30307678,yes,yes,no,yes,no,no,no,no,no,yes
