ea_id,com_ce01a,com_ce01a_os,com_ce01b,com_ce01b_os,com_ce01c,com_ce01c_os,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_os,com_ce05b,com_ce05b_os,com_ce06,com_ce07,com_ce08a,com_ce08a_os,com_ce08b,com_ce08b_os,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
20603189,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
20603337,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20603455,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/2,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20603533,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,,,,,no,,,,,,,,
20604071,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,farming,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20604376,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,20,1,day,1/4,20,200,1,1/4
20604638,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),PIECE WORK,,,no,,,,,,no,,,,,,,,
20605302,farming,,,,,,no,,,,,,,no,,,,,,yes,,,,ALMOST NONE,,,,ALMOST NONE
20606168,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
20606297,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20607260,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,farming,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20607315,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
20607733,farming,,,,,,no,,,,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,1/4
20608499,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20609754,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20610050,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,yes,20,1,day,1/4,200,1,day,1/4
20610249,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20611336,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20612564,farming,,,,fishing,,,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20613324,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
20614477,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20614589,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20615064,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20615735,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20615752,farming,,,,farming,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,20,1,day,ALMOST NONE
20701527,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/2,20,1,day,1/4
20701659,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,20,1,day,1/4,200,1,day,1/2
20702011,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20702282,farming,,"BEER BREWING, KACHASU",,,,yes,ALMOST NONE,RURAL AREAS,farming,,farming,,yes,RURAL AREAS,farming,,farming,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20702464,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,ALMOST NONE
20702471,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20702542,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20703025,farming,,,,,,yes,ALMOST NONE,URBAN CENTRES,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,20,1,day,3/4
20703083,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,farming,,farming,,yes,200,1,day,1/4,200,1,day,1/2
20703316,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20703565,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20703595,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20704037,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
20704289,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
20704353,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20704738,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20705328,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20705372,farming,,OTHER (SPECIFY),GANYU,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),TENANTS AT NEARBY ESTATE,,,no,,,,,,,,
20705495,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
20705652,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20705657,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20706163,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,3/4
20706294,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20720368,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,CIVIL SERVICE,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),"WATCHMEN,MAIDS,ETC",yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20801046,farming,,transport,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,farming,,transport,,yes,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,no,,,,,,,,
20801208,farming,,"BEER BREWING, KACHASU",,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/4,OUTSIDE MALAWI,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,,,
20801271,farming,,"FIREWOOD, CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,OUTSIDE MALAWI,farming,,"FIREWOOD, CHARCOAL SELLING",,yes,OUTSIDE MALAWI,farming,,"FIREWOOD, CHARCOAL SELLING",,yes,200,1,day,1/4,200,1,day,1/4
20801356,farming,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,farming,,fishing,,yes,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,,,
20801497,farming,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,farming,,"FIREWOOD, CHARCOAL SELLING",,yes,OUTSIDE MALAWI,"FIREWOOD, CHARCOAL SELLING",,transport,,yes,200,14,day,1/2,200,14,day,1/4
20802019,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
20802041,farming,,"FIREWOOD, CHARCOAL SELLING",,"BEER BREWING, KACHASU",,no,,,,,,,yes,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20802501,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,OUTSIDE MALAWI,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,no,,,,,,no,,,,,,,,
20803155,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,RURAL AREAS,OTHER (SPECIFY),HOUSEBOY,farming,,yes,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,no,,,,,,,,
20803156,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,200,1,day,1/4,200,1,day,1/4
20803503,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
20803599,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20803731,farming,,"BEER BREWING, KACHASU",,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/2,URBAN CENTRES,farming,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,no,,,,,,,,
20804405,SMALL-SCALE TRADE & SERVICE PROVISION,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,no,,,,,,no,,,,,,,,
20804768,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),HOUSEBOY,farming,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20805345,farming,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GARDEN BOY,farming,,no,,,,,,no,,,,,,,,
20806131,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GARDEN BOYS,no,,,,,,no,,,,,,,,
20806546,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20806716,farming,,"FIREWOOD, CHARCOAL SELLING",,"FIREWOOD, CHARCOAL SELLING",,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),HOUSE,,,no,,,,,,no,,,,,,,,
20807711,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTRES,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,farming,,no,,,,,,,,
20807727,farming,,"BEER BREWING, KACHASU",,farming,,no,,,,,,,yes,RURAL AREAS,farming,,"FIREWOOD, CHARCOAL SELLING",,yes,2000,10,day,3/4,2000,10,day,1/4
20807728,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,no,,,,,,,yes,RURAL AREAS,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20808421,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,no,,,,,,,,
20820318,CIVIL SERVICE,,PROFFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,,
20901232,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20901276,farming,,OTHER (SPECIFY),GENERAL BUSINESS,,,yes,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20902437,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,3/4,OUTSIDE MALAWI,farming,,,,no,,,,,,no,,,,,,,,
20902449,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
20902461,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,2400,12,day,1/2,2400,12,day,1/2
20903543,farming,,,,,,yes,1/4,RURAL AREAS,OTHER (SPECIFY),GENERAL WORKER-LABORER,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20903583,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),LABOR,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20904018,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20904160,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,RURAL AREAS,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,no,,,,,,,,
20904342,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,,no,,,,,,no,,,,,,,,
20904602,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20905295,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,,no,,,,,,no,,,,,,,,
20906110,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),DRIVERS,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20906524,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20906605,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,URBAN CENTRES,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20907238,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,RURAL AREAS,farming,,,,yes,URBAN CENTRES,OTHER (SPECIFY),GUARDS AND LABOURERS,,,yes,200,1,day,1/4,200,1,day,1/4
20908051,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,no,,,,,,,yes,URBAN CENTRES,farming,,,,no,,,,,,,,
20908088,farming,,"FIREWOOD, CHARCOAL SELLING",,,,no,,,,,,,no,,,,,,no,,,,,,,,
20908119,,,,,,,yes,1/4,URBAN CENTRES,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20908293,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),GENERAL LABOR,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20908329,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),ANY WORK,,,no,,,,,,no,,,,,,,,
20908538,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),GENERAL LABOR,,,yes,RURAL AREAS,OTHER (SPECIFY),LABOR WORK IN FARMING,,,yes,200,1,day,ALMOST NONE,300,1,day,ALMOST NONE
20909113,farming,,"BEER BREWING, KACHASU",,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),GENERAL LABORER,,,no,,,,,,,,
20920520,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,OTHER (SPECIFY),GENERAL WORK,no,,,,,,,,
21031643,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"BEER BREWING, KACHASU",,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,yes,200,1,day,1/4,200,1,day,1/4
21037030,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GENERAL WORK,yes,6000,1,month,ALMOST NONE,6000,1,month,ALMOST NONE
21037224,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,OTHER (SPECIFY),COMMERCIAL SEX WORK,no,,,,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21037536,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GENERAL WORK,yes,6000,1,month,ALMOST NONE,6000,1,month,ALMOST NONE
21038392,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,CIVIL SERVICE,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
21038763,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,ALMOST NONE
21048764,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,URBAN CENTRES,OTHER (SPECIFY),HOUSEWORK,,,no,,,,,,,,
21051203,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,,,
21051517,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,no,,,,,,no,,,,,,,,
21052427,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,no,,,,,,,yes,URBAN CENTRES,PROFFESSIONAL OCCUPATIONS,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,200,1,day,1/4,200,1,day,1/4
21052642,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21053430,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,OTHER (SPECIFY),PRIVATE COMPANIES,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),BRICK MAKING,,,no,,,,,,,,
21053745,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),CASUAL DAILY WORK,,,no,,,,,,,,
21054673,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21055165,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,yes,RURAL AREAS,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"FIREWOOD, CHARCOAL SELLING",,yes,200,1,day,1/4,200,1,day,3/4
21055241,,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),BUILDING,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21055693,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,transport,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GENERAL WORK,no,,,,,,,,
21056222,farming,,"BEER BREWING, KACHASU",,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,,no,,,,,,no,,,,,,,,
21066096,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,CIVIL SERVICE,,no,,,,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21066339,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),SHOP ASSISTANT,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),SHOP ASSISTANTS,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21066478,"BEER BREWING, KACHASU",,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,,no,,,,,,no,,,,,,,,
21069400,farming,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
21074510,OTHER (SPECIFY),GARDEN BOYS/COOKS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),GENERAL WORK IN PRIVATE HOUSE,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21077725,CIVIL SERVICE,,PROFFESSIONAL OCCUPATIONS,,OTHER (SPECIFY),PENSIONEERS,no,,,,,,,yes,URBAN CENTRES,OTHER (SPECIFY),CASUAL LABORERS,,,no,,,,,,,,
21079006,OTHER (SPECIFY),COMPANY,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,URBAN CENTRES,OTHER (SPECIFY),BRICKLAYING,CIVIL SERVICE,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21080308,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GENERAL WORK,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,PROFFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21080755,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,yes,RURAL AREAS,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,OTHER (SPECIFY),PIECE WORK(GANYU),yes,200,1,day,1/4,200,1,day,1/4
21081573,,,,,,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),PRIVATE COMPANIES,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21083535,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
21085094,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),PIECE WORK,no,,,,,,,no,,,,,,yes,250,1,day,ALMOST NONE,250,1,day,ALMOST NONE
21086069,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,OTHER (SPECIFY),WORKING IN PRIVATE HOMES,yes,200,1,day,1/4,200,1,day,1/4
