case_id,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
207047380014,1,20704738,Owned,50000,500,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Own woodlot,,30,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,20,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207047380016,1,20704738,Owned,15000,500,Month,,,9,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Own woodlot,,20,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,2,800,Open public well,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for some children under five"
207047380021,1,20704738,Owned,20000,1500,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,All,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
207047380026,1,20704738,Owned,42000,3000,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,250,No,,,,,,,,,,,,No,,,,No,,,,1,500,Open public well,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207047380038,1,20704738,Owned,150000,1000,Month,,,7,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Own woodlot,,30,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open well in yard/plot,,0,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
207047380041,1,20704738,Owned,40000,2000,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,No,
207047380065,1,20704738,Owned,10000,500,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Other (specify),MUNI,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207047380069,1,20704738,Owned,10000,500,Month,,,7,Traditional,Compacted earth,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
207047380076,1,20704738,Owned,25000,2000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,500,Open public well,,0,5,Minute,All year around,,,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207047380078,1,20704738,"Free, authorised",,1500,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,All year around,,Latrine without roof,,Other households also,None,,No,,,
207047380083,1,20704738,Owned,60000,1500,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Collected firewood,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,All,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207047380090,1,20704738,Owned,5000,250,Month,,,200,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,30,Minute,Only rainy season,Protected public well,Latrine without roof,,Other households also,Rubbish pit,,No,,,
207047380093,1,20704738,Owned,2000,150,Month,,,6,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Grass,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,Only rainy season,River/stream,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207047380095,1,20704738,"Free, authorised",,500,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,All,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,No,,,
207047380102,1,20704738,Owned,28000,1500,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,3,Minute,Less than half,750,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207053280011,1,20705328,Owned,20000,500,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Puchased firewood,,,Yes,Unfarmed areas of community,,20,Minute,More than half,1000,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207053280026,1,20705328,Owned,60000,1000,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,12,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280041,1,20705328,Owned,25000,600,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Puchased firewood,,,Yes,Unfarmed areas of community,,30,Minute,Almost all,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,8,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207053280070,1,20705328,Owned,20000,500,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Community woodlot,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280085,1,20705328,Owned,5000,300,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Own woodlot,,30,Minute,None,350,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280100,1,20705328,"Free, authorised",,1000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,15,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,VIP latrine,,Other households also,Public rubbish heap,,No,,,
207053280130,1,20705328,Rented,,,,300,Month,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
207053280144,1,20705328,Rented,,,,300,Month,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,20,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,VIP latrine,,Other households also,Rubbish pit,,No,,,
207053280159,1,20705328,Owned,10000,400,Month,,,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,10,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,All year around,,VIP latrine,,Other households also,Rubbish pit,,,,,
207053280189,1,20705328,Owned,11000,800,Month,,,7,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Community woodlot,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,2,Minute,All year around,,Latrine without roof,,Other households also,Burning,,No,,,
207053280204,1,20705328,Owned,60000,500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Own woodlot,,30,Minute,None,600,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280218,1,20705328,"Free, authorised",,3800,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Community woodlot,,30,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,2,500,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280248,1,20705328,Owned,160000,2000,Month,,,29,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Grass,,Collected firewood,,,,Forest reserve,,4,Hour,None,1000,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,7,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280263,1,20705328,Owned,60000,600,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280278,1,20705328,Owned,18000,300,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,25,Minute,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053280307,1,20705328,Owned,50000,500,Month,,,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Community woodlot,,30,Minute,None,550,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207053720012,1,20705372,Owned,5000,500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,1,700,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
207053720017,1,20705372,Owned,10000,500,Month,,,9,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,1,300,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
207053720020,1,20705372,Owned,100000,4000,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,All,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Open well in yard/plot,,0,1,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207053720025,1,20705372,Owned,5000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,40,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,None,,,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
207053720026,1,20705372,Owned,50000,1500,Month,,,2,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Grass,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207053720043,1,20705372,Owned,3000,500,Month,,,7,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open well in yard/plot,,0,On Permises,,Only rainy season,Open public well,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
207053720057,1,20705372,Owned,20000,500,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,200,Protected public well,,0,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
207053720070,1,20705372,"Free, authorised",,200,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,All,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,20,30,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,Yes,No,
207053720075,1,20705372,Owned,6000,500,Week,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Other (specify),BULB,Collected firewood,,,,Unfarmed areas of community,,40,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,Only rainy season,Protected public well,Latrine without roof,,Household members only,Public rubbish heap,,No,,,
207053720077,1,20705372,Owned,7000,500,Month,,,29,Traditional,Compacted earth,,Grass,,Smoothed mud,,5,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,No,,,
207053720079,1,20705372,Owned,30000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,All,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,20,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207053720086,1,20705372,Owned,5000,500,Month,,,4,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Forest reserve,,40,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,400,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
207053720103,1,20705372,Owned,4000,800,Month,,,6,Traditional,Compacted earth,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,800,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,2,Minute,Only rainy season,Borehole,Latrine without roof,,Household members only,Public rubbish heap,,No,,,
207053720125,1,20705372,Owned,15000,2500,Month,,,4,Traditional,Mud,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,1,800,Open public well,,0,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
207053720127,1,20705372,Owned,40000,1500,Month,,,4,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,All,1000,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207053720145,1,20705372,Owned,300000,200,Month,,,19,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,1,600,Protected well in yard/plot,,0,On Permises,,Only rainy season,Open public well,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
207054950013,1,20705495,Rented,,,,500,Month,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Puchased firewood,,,No,,,,,,150,No,,,,,,,,,,,,No,,,,No,,,,1,800,Protected well in yard/plot,,0,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
207054950027,1,20705495,Owned,20000,1000,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Battery/dry cell,,Puchased firewood,,,No,,,,,,200,No,,,,,,,,,,,,No,,,,No,,,,1,900,Borehole,,0,8,Minute,Only rainy season,Protected public well,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
207054950041,1,20705495,"Free, authorised",,500,Month,,,6,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Puchased firewood,,,No,,,,,,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
207054950069,1,20705495,Rented,,,,700,Month,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Puchased firewood,,,No,,,,,,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected well in yard/plot,,0,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
207054950082,1,20705495,Rented,,,,300,Month,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Puchased firewood,,,No,,,,,,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
207054950096,1,20705495,Owned,200000,5000,Month,,,15,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Puchased firewood,,,No,,,,,,400,Yes,Paraffin,,Firewood,,No,,,,7000,1,Month,,,,,No,,,,2,3000,Open public well,,0,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
207054950123,1,20705495,Owned,30000,1000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,3,Parrafin,,Puchased firewood,,,Yes,Unfarmed areas of community,,30,Minute,All,200,No,,,,,,,,,,,,No,,,,No,,,,1,1000,Open public well,,0,1,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,No,,,
207054950137,1,20705495,Owned,50000,2000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Puchased firewood,,,No,,,,,,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
207054950151,1,20705495,Owned,10000,1000,Month,,,4,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,.5,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,No,,,
207054950178,1,20705495,Employer provides,,5000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Candles,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,No,,,,No,,,,2,2000,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207054950192,1,20705495,Rented,,,,600,Month,Don't Know,Traditional,Mud brick,,Grass,,Sand,,2,Parrafin,,Puchased firewood,,,No,,,,,,300,No,,,,,,,,,,,,No,,,,No,,,,1,1500,Borehole,,0,6,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,No,,,
207054950206,1,20705495,Owned,300000,1500,Month,,,11,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Puchased firewood,,,Yes,Community woodlot,,,,,350,No,,,,,,,,,,,,No,,,,No,,,,1,700,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,No,Yes,"Yes, for some children under five"
207054950233,1,20705495,Owned,200000,2000,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Battery/dry cell,,Puchased firewood,,,No,,,,,,800,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207054950247,1,20705495,Owned,50000,500,Month,,,1,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Puchased firewood,,,No,,,,,,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,No,,,
207054950261,1,20705495,Owned,6000,500,Month,,,4,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Puchased firewood,,,Yes,Community woodlot,,,,,160,No,,,,,,,,,,,,No,,,,No,,,,1,160,Open public well,,0,5,Minute,All year around,,None,,,Rubbish bin,,Yes,No,No,
207054950288,1,20705495,Rented,,,,1500,Month,2,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Candles,,Charcoal,,Yes,No,,,,,,400,No,,,,,,,,,,,,No,,,,No,,,,1,500,Protected well in yard/plot,,0,1,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,No,No,
207056520012,1,20705652,"Free, authorised",,1500,Month,,,Don't Know,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Puchased firewood,,,No,,,,,,400,No,,,,,,,,,,,,No,,,,No,,,,1,200,Protected public well,,0,10,Minute,All year around,,Latrine without roof,,Other households also,None,,Yes,No,Yes,"Yes, for all children under five"
207056520022,1,20705652,Owned,800000,1500,Month,,,15,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,On Permises,,All year around,,Latrine without roof,,Other households also,None,,No,,,
207056520033,1,20705652,Owned,100000,2000,Month,,,7,Traditional,Compacted earth,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,No,Yes,"Yes, for some children under five"
207056520044,1,20705652,Owned,80000,1000,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,350,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,2,Minute,All year around,,Latrine without roof,,Other households also,None,,No,,,
207056520067,1,20705652,Owned,4000,300,Month,,,21,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Community woodlot,,30,Minute,None,700,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207056520078,1,20705652,Owned,20000,400,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Community woodlot,,1,Hour,None,800,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
207056520089,1,20705652,Owned,14000,500,Month,,,11,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Community woodlot,,40,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,1,Hour,All year around,,None,,,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
207056520100,1,20705652,Owned,20000,5000,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,.5,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,No,,,
207056520122,1,20705652,"Free, authorised",,500,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,.5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
207056520133,1,20705652,Owned,20000,1000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,1,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207056520144,1,20705652,Owned,30000,1000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,1,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
207056520155,1,20705652,Owned,12000,500,Month,,,11,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,1,320,Protected well in yard/plot,,0,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
