case_id,visit,ea_id,hh_g09,hh_g10a,hh_g10b,hh_g10c,hh_g11
301063310196,1,30106331,Yes,C,Adults 16-65 years,0,0
301063310196,1,30106331,Yes,D,People over 66 years old,0,0
301063310213,1,30106331,No,,,,
301063310230,1,30106331,No,,,,
301063310248,1,30106331,No,,,,
301063310282,1,30106331,No,,,,
301063310300,1,30106331,No,,,,
301063310317,1,30106331,No,,,,
301063310351,1,30106331,No,,,,
301067500002,1,30106750,No,,,,
301067500018,1,30106750,Yes,A,Children 0-5 years,0,0
301067500018,1,30106750,Yes,B,Children 6-15 years,0,0
301067500018,1,30106750,Yes,C,Adults 16-65 years,1,1
301067500018,1,30106750,Yes,D,People over 66 years old,0,0
301067500049,1,30106750,Yes,A,Children 0-5 years,0,0
301067500049,1,30106750,Yes,B,Children 6-15 years,0,0
301067500049,1,30106750,Yes,C,Adults 16-65 years,1,2
301067500049,1,30106750,Yes,D,People over 66 years old,0,0
301067500065,1,30106750,No,,,,
301067500081,1,30106750,No,,,,
301067500113,1,30106750,No,,,,
301067500129,1,30106750,No,,,,
301067500145,1,30106750,Yes,A,Children 0-5 years,0,0
301067500145,1,30106750,Yes,B,Children 6-15 years,0,0
301067500145,1,30106750,Yes,C,Adults 16-65 years,1,1
301067500145,1,30106750,Yes,D,People over 66 years old,0,0
301067500176,1,30106750,No,,,,
301067500192,1,30106750,No,,,,
301067500208,1,30106750,No,,,,
301067500247,1,30106750,No,,,,
301067500256,1,30106750,No,,,,
301067500271,1,30106750,No,,,,
301067500303,1,30106750,Yes,A,Children 0-5 years,0,0
301067500303,1,30106750,Yes,B,Children 6-15 years,0,0
301067500303,1,30106750,Yes,C,Adults 16-65 years,1,1
301067500303,1,30106750,Yes,D,People over 66 years old,0,0
301067500319,1,30106750,Yes,A,Children 0-5 years,0,0
301067500319,1,30106750,Yes,B,Children 6-15 years,0,0
301067500319,1,30106750,Yes,C,Adults 16-65 years,1,1
301067500319,1,30106750,Yes,D,People over 66 years old,0,0
301073950044,1,30107395,No,,,,
301073950066,1,30107395,Yes,A,Children 0-5 years,0,0
301073950066,1,30107395,Yes,B,Children 6-15 years,0,0
301073950066,1,30107395,Yes,C,Adults 16-65 years,2,5
301073950066,1,30107395,Yes,D,People over 66 years old,0,0
301073950088,1,30107395,Yes,A,Children 0-5 years,0,0
301073950088,1,30107395,Yes,B,Children 6-15 years,0,0
301073950088,1,30107395,Yes,C,Adults 16-65 years,7,4
301073950088,1,30107395,Yes,D,People over 66 years old,0,0
301073950111,1,30107395,No,,,,
301073950155,1,30107395,No,,,,
301073950178,1,30107395,Yes,A,Children 0-5 years,0,0
301073950178,1,30107395,Yes,B,Children 6-15 years,2,2
301073950178,1,30107395,Yes,C,Adults 16-65 years,0,0
301073950178,1,30107395,Yes,D,People over 66 years old,0,0
301073950200,1,30107395,No,,,,
301073950222,1,30107395,No,,,,
301073950267,1,30107395,No,,,,
301073950289,1,30107395,No,,,,
301073950312,1,30107395,Yes,A,Children 0-5 years,0,0
301073950312,1,30107395,Yes,B,Children 6-15 years,0,0
301073950312,1,30107395,Yes,C,Adults 16-65 years,1,1
301073950312,1,30107395,Yes,D,People over 66 years old,0,0
301073950334,1,30107395,No,,,,
301073950379,1,30107395,Yes,A,Children 0-5 years,0,0
301073950379,1,30107395,Yes,B,Children 6-15 years,0,0
301073950379,1,30107395,Yes,C,Adults 16-65 years,2,5
301073950379,1,30107395,Yes,D,People over 66 years old,0,0
301073950401,1,30107395,Yes,A,Children 0-5 years,3,5
301073950401,1,30107395,Yes,B,Children 6-15 years,5,8
301073950401,1,30107395,Yes,C,Adults 16-65 years,0,0
301073950401,1,30107395,Yes,D,People over 66 years old,2,2
301073950423,1,30107395,No,,,,
301073950468,1,30107395,No,,,,
301076240005,2,30107624,No,,,,
301076240010,2,30107624,No,,,,
301076240026,2,30107624,No,,,,
301076240032,2,30107624,No,,,,
301076240037,2,30107624,No,,,,
301076240044,2,30107624,No,,,,
301076240048,2,30107624,No,,,,
301076240053,2,30107624,Yes,A,Children 0-5 years,0,0
301076240053,2,30107624,Yes,B,Children 6-15 years,2,4
301076240053,2,30107624,Yes,C,Adults 16-65 years,3,6
301076240053,2,30107624,Yes,D,People over 66 years old,0,0
301076240059,2,30107624,No,,,,
301076240064,2,30107624,No,,,,
301076240070,2,30107624,No,,,,
301076240086,2,30107624,No,,,,
301076240091,2,30107624,No,,,,
301076240102,2,30107624,No,,,,
301076240113,2,30107624,Yes,A,Children 0-5 years,2,4
301076240113,2,30107624,Yes,B,Children 6-15 years,2,4
301076240113,2,30107624,Yes,C,Adults 16-65 years,0,0
301076240113,2,30107624,Yes,D,People over 66 years old,0,0
301081170018,1,30108117,No,,,,
301081170044,1,30108117,No,,,,
301081170071,1,30108117,No,,,,
301081170097,1,30108117,No,,,,
301081170123,1,30108117,No,,,,
301081170176,1,30108117,No,,,,
301081170202,1,30108117,No,,,,
301081170229,1,30108117,No,,,,
301081170308,1,30108117,No,,,,
301081170334,1,30108117,No,,,,
301081170360,1,30108117,No,,,,
301081170387,1,30108117,Yes,A,Children 0-5 years,0,0
301081170387,1,30108117,Yes,B,Children 6-15 years,0,0
301081170387,1,30108117,Yes,C,Adults 16-65 years,3,3
301081170387,1,30108117,Yes,D,People over 66 years old,0,0
301081170439,1,30108117,No,,,,
301081170466,1,30108117,No,,,,
301081170492,1,30108117,No,,,,
301081170545,1,30108117,No,,,,
301084010009,1,30108401,No,,,,
301084010010,1,30108401,No,,,,
301084010012,1,30108401,No,,,,
301084010037,1,30108401,No,,,,
301084010039,1,30108401,No,,,,
301084010064,1,30108401,Yes,A,Children 0-5 years,1,1
301084010064,1,30108401,Yes,B,Children 6-15 years,1,2
301084010064,1,30108401,Yes,C,Adults 16-65 years,0,0
301084010064,1,30108401,Yes,D,People over 66 years old,0,0
301084010070,1,30108401,No,,,,
301084010099,1,30108401,No,,,,
301084010104,1,30108401,Yes,A,Children 0-5 years,3,3
301084010104,1,30108401,Yes,B,Children 6-15 years,0,0
301084010104,1,30108401,Yes,C,Adults 16-65 years,0,0
301084010104,1,30108401,Yes,D,People over 66 years old,0,0
301084010139,1,30108401,Yes,A,Children 0-5 years,0,0
301084010139,1,30108401,Yes,B,Children 6-15 years,0,0
301084010139,1,30108401,Yes,C,Adults 16-65 years,2,1
301084010139,1,30108401,Yes,D,People over 66 years old,0,0
301084010150,1,30108401,Yes,A,Children 0-5 years,0,0
301084010150,1,30108401,Yes,B,Children 6-15 years,0,0
301084010150,1,30108401,Yes,C,Adults 16-65 years,2,2
301084010150,1,30108401,Yes,D,People over 66 years old,0,0
301084010167,1,30108401,No,,,,
301084010179,1,30108401,No,,,,
301084010219,1,30108401,No,,,,
301084010268,1,30108401,Yes,A,Children 0-5 years,0,0
301084010268,1,30108401,Yes,B,Children 6-15 years,0,0
301084010268,1,30108401,Yes,C,Adults 16-65 years,1,1
301084010268,1,30108401,Yes,D,People over 66 years old,0,0
301084010274,1,30108401,Yes,A,Children 0-5 years,7,2
301084010274,1,30108401,Yes,B,Children 6-15 years,0,0
301084010274,1,30108401,Yes,C,Adults 16-65 years,0,0
301084010274,1,30108401,Yes,D,People over 66 years old,0,0
301097240008,2,30109724,No,,,,
301097240036,2,30109724,Yes,A,Children 0-5 years,0,0
301097240036,2,30109724,Yes,B,Children 6-15 years,0,0
301097240036,2,30109724,Yes,C,Adults 16-65 years,4,8
301097240036,2,30109724,Yes,D,People over 66 years old,0,0
301097240038,2,30109724,Yes,A,Children 0-5 years,0,0
301097240038,2,30109724,Yes,B,Children 6-15 years,7,1
301097240038,2,30109724,Yes,C,Adults 16-65 years,0,0
301097240038,2,30109724,Yes,D,People over 66 years old,0,0
301097240090,2,30109724,No,,,,
301097240117,2,30109724,No,,,,
301097240145,2,30109724,No,,,,
301097240199,2,30109724,No,,,,
301097240226,2,30109724,No,,,,
301097240254,2,30109724,No,,,,
301097240308,2,30109724,No,,,,
301097240335,2,30109724,No,,,,
301097240363,2,30109724,No,,,,
301097240417,2,30109724,No,,,,
301097240444,2,30109724,No,,,,
301097240471,2,30109724,Yes,A,Children 0-5 years,0,0
301097240471,2,30109724,Yes,B,Children 6-15 years,7,2
301097240471,2,30109724,Yes,C,Adults 16-65 years,0,0
301097240471,2,30109724,Yes,D,People over 66 years old,0,0
301097240526,2,30109724,No,,,,
301202620024,1,30120262,No,,,,
301202620048,1,30120262,No,,,,
301202620071,1,30120262,No,,,,
301202620095,1,30120262,No,,,,
301202620142,1,30120262,No,,,,
301202620166,1,30120262,No,,,,
301202620190,1,30120262,No,,,,
301202620214,1,30120262,No,,,,
301202620261,1,30120262,No,,,,
301202620288,1,30120262,No,,,,
301202620308,1,30120262,No,,,,
301202620332,1,30120262,No,,,,
301202620380,1,30120262,No,,,,
301202620403,1,30120262,No,,,,
301202620427,1,30120262,No,,,,
301202620474,1,30120262,No,,,,
302010760006,1,30201076,No,,,,
302010760014,1,30201076,No,,,,
302010760030,1,30201076,Yes,A,Children 0-5 years,0,0
302010760030,1,30201076,Yes,B,Children 6-15 years,2,2
302010760030,1,30201076,Yes,C,Adults 16-65 years,2,4
302010760030,1,30201076,Yes,D,People over 66 years old,0,0
302010760038,1,30201076,Yes,A,Children 0-5 years,0,0
302010760038,1,30201076,Yes,B,Children 6-15 years,0,0
302010760038,1,30201076,Yes,C,Adults 16-65 years,2,4
302010760038,1,30201076,Yes,D,People over 66 years old,0,0
302010760055,1,30201076,No,,,,
302010760063,1,30201076,Yes,A,Children 0-5 years,0,0
302010760063,1,30201076,Yes,B,Children 6-15 years,1,2
302010760063,1,30201076,Yes,C,Adults 16-65 years,2,2
302010760063,1,30201076,Yes,D,People over 66 years old,0,0
302010760071,1,30201076,No,,,,
302010760079,1,30201076,No,,,,
302010760095,1,30201076,No,,,,
302010760103,1,30201076,No,,,,
302010760112,1,30201076,No,,,,
302010760120,1,30201076,No,,,,
302010760136,1,30201076,No,,,,
302010760144,1,30201076,No,,,,
302010760152,1,30201076,No,,,,
302010760160,1,30201076,No,,,,
302011460011,1,30201146,No,,,,
302011460017,1,30201146,No,,,,
302011460025,1,30201146,No,,,,
302011460034,1,30201146,No,,,,
302011460051,1,30201146,No,,,,
302011460059,1,30201146,No,,,,
302011460069,1,30201146,No,,,,
302011460076,1,30201146,No,,,,
302011460093,1,30201146,No,,,,
302011460101,1,30201146,No,,,,
302011460110,1,30201146,No,,,,
302011460118,1,30201146,No,,,,
302011460135,1,30201146,No,,,,
302011460143,1,30201146,No,,,,
302011460152,1,30201146,No,,,,
302011460169,1,30201146,No,,,,
302014980024,1,30201498,No,,,,
302014980040,1,30201498,No,,,,
302014980056,1,30201498,No,,,,
302014980072,1,30201498,No,,,,
302014980103,1,30201498,No,,,,
302014980119,1,30201498,No,,,,
302014980151,1,30201498,No,,,,
302014980182,1,30201498,No,,,,
302014980198,1,30201498,No,,,,
302014980214,1,30201498,No,,,,
302014980229,1,30201498,No,,,,
302014980245,1,30201498,No,,,,
302014980261,1,30201498,No,,,,
302014980277,1,30201498,No,,,,
302014980292,1,30201498,No,,,,
302014980308,1,30201498,No,,,,
302015870009,1,30201587,No,,,,
302015870042,1,30201587,Yes,A,Children 0-5 years,3,3
302015870042,1,30201587,Yes,B,Children 6-15 years,0,0
302015870042,1,30201587,Yes,C,Adults 16-65 years,2,2
302015870042,1,30201587,Yes,D,People over 66 years old,0,0
302015870063,1,30201587,Yes,A,Children 0-5 years,6,6
302015870063,1,30201587,Yes,B,Children 6-15 years,0,0
302015870063,1,30201587,Yes,C,Adults 16-65 years,1,1
302015870063,1,30201587,Yes,D,People over 66 years old,0,0
302015870153,1,30201587,No,,,,
302015870159,1,30201587,Yes,A,Children 0-5 years,5,1
302015870159,1,30201587,Yes,B,Children 6-15 years,0,0
302015870159,1,30201587,Yes,C,Adults 16-65 years,7,1
302015870159,1,30201587,Yes,D,People over 66 years old,3,2
302015870164,1,30201587,No,,,,
302015870174,1,30201587,No,,,,
302015870192,1,30201587,No,,,,
302015870223,1,30201587,No,,,,
302015870242,1,30201587,No,,,,
302015870245,1,30201587,Yes,A,Children 0-5 years,0,0
302015870245,1,30201587,Yes,B,Children 6-15 years,0,0
302015870245,1,30201587,Yes,C,Adults 16-65 years,1,4
302015870245,1,30201587,Yes,D,People over 66 years old,0,0
302015870261,1,30201587,No,,,,
302015870274,1,30201587,No,,,,
302015870280,1,30201587,No,,,,
302015870298,1,30201587,No,,,,
302015870318,1,30201587,No,,,,
302022520003,1,30202252,Yes,A,Children 0-5 years,0,0
302022520003,1,30202252,Yes,B,Children 6-15 years,0,0
302022520003,1,30202252,Yes,C,Adults 16-65 years,1,1
302022520003,1,30202252,Yes,D,People over 66 years old,0,0
302022520008,1,30202252,No,,,,
302022520019,1,30202252,No,,,,
302022520033,1,30202252,Yes,A,Children 0-5 years,0,0
302022520033,1,30202252,Yes,B,Children 6-15 years,0,0
302022520033,1,30202252,Yes,C,Adults 16-65 years,1,2
302022520033,1,30202252,Yes,D,People over 66 years old,0,0
302022520049,1,30202252,No,,,,
302022520088,1,30202252,No,,,,
302022520117,1,30202252,No,,,,
302022520119,1,30202252,No,,,,
302022520121,1,30202252,No,,,,
302022520126,1,30202252,No,,,,
302022520153,1,30202252,No,,,,
302022520158,1,30202252,No,,,,
302022520173,1,30202252,Yes,A,Children 0-5 years,0,0
302022520173,1,30202252,Yes,B,Children 6-15 years,3,3
302022520173,1,30202252,Yes,C,Adults 16-65 years,0,0
302022520173,1,30202252,Yes,D,People over 66 years old,0,0
302022520180,1,30202252,No,,,,
302022520185,1,30202252,No,,,,
302022520205,1,30202252,Yes,A,Children 0-5 years,0,0
302022520205,1,30202252,Yes,B,Children 6-15 years,0,0
302022520205,1,30202252,Yes,C,Adults 16-65 years,1,2
302022520205,1,30202252,Yes,D,People over 66 years old,0,0
302024030008,1,30202403,No,,,,
302024030013,1,30202403,No,,,,
302024030019,1,30202403,No,,,,
302024030024,1,30202403,No,,,,
302024030035,1,30202403,No,,,,
302024030041,1,30202403,No,,,,
302024030046,1,30202403,No,,,,
302024030052,1,30202403,No,,,,
302024030063,1,30202403,No,,,,
302024030068,1,30202403,No,,,,
302024030074,1,30202403,No,,,,
302024030079,1,30202403,No,,,,
302024030090,1,30202403,No,,,,
302024030096,1,30202403,No,,,,
302024030101,1,30202403,No,,,,
302024030103,1,30202403,No,,,,
302030440035,1,30203044,No,,,,
302030440052,1,30203044,No,,,,
302030440071,1,30203044,No,,,,
302030440089,1,30203044,No,,,,
302030440126,1,30203044,No,,,,
302030440144,1,30203044,No,,,,
302030440162,1,30203044,No,,,,
302030440181,1,30203044,No,,,,
302030440217,1,30203044,No,,,,
302030440235,1,30203044,Yes,A,Children 0-5 years,7,2
302030440235,1,30203044,Yes,B,Children 6-15 years,0,0
302030440235,1,30203044,Yes,C,Adults 16-65 years,0,0
302030440235,1,30203044,Yes,D,People over 66 years old,0,0
302030440254,1,30203044,No,,,,
302030440272,1,30203044,Yes,A,Children 0-5 years,2,2
302030440272,1,30203044,Yes,B,Children 6-15 years,1,2
302030440272,1,30203044,Yes,C,Adults 16-65 years,0,0
302030440272,1,30203044,Yes,D,People over 66 years old,0,0
302030440310,1,30203044,No,,,,
302030440326,1,30203044,Yes,A,Children 0-5 years,0,0
302030440326,1,30203044,Yes,B,Children 6-15 years,0,0
302030440326,1,30203044,Yes,C,Adults 16-65 years,1,1
302030440326,1,30203044,Yes,D,People over 66 years old,0,0
302030440345,1,30203044,No,,,,
302030440381,1,30203044,No,,,,
302031220029,1,30203122,No,,,,
302031220035,1,30203122,No,,,,
302031220052,1,30203122,Yes,A,Children 0-5 years,0,0
302031220052,1,30203122,Yes,B,Children 6-15 years,2,4
302031220052,1,30203122,Yes,C,Adults 16-65 years,2,4
302031220052,1,30203122,Yes,D,People over 66 years old,0,0
302031220069,1,30203122,No,,,,
302031220104,1,30203122,No,,,,
302031220121,1,30203122,No,,,,
302031220138,1,30203122,No,,,,
302031220156,1,30203122,No,,,,
302031220173,1,30203122,No,,,,
302031220207,1,30203122,No,,,,
302031220225,1,30203122,No,,,,
302031220242,1,30203122,No,,,,
302031220277,1,30203122,No,,,,
302031220294,1,30203122,No,,,,
302031220311,1,30203122,No,,,,
302031220346,1,30203122,No,,,,
302031420010,1,30203142,No,,,,
302031420019,1,30203142,No,,,,
302031420028,1,30203142,No,,,,
302031420038,1,30203142,No,,,,
302031420056,1,30203142,No,,,,
302031420065,1,30203142,No,,,,
302031420074,1,30203142,No,,,,
302031420084,1,30203142,No,,,,
302031420102,1,30203142,No,,,,
302031420111,1,30203142,No,,,,
302031420121,1,30203142,No,,,,
302031420130,1,30203142,No,,,,
302031420148,1,30203142,No,,,,
302031420158,1,30203142,Yes,A,Children 0-5 years,0,0
302031420158,1,30203142,Yes,B,Children 6-15 years,2,4
302031420158,1,30203142,Yes,C,Adults 16-65 years,2,4
302031420158,1,30203142,Yes,D,People over 66 years old,0,0
302031420167,1,30203142,No,,,,
302031420185,1,30203142,No,,,,
302032560031,1,30203256,No,,,,
302032560038,1,30203256,No,,,,
302032560040,1,30203256,No,,,,
302032560074,1,30203256,No,,,,
302032560086,1,30203256,No,,,,
302032560149,1,30203256,No,,,,
302032560163,1,30203256,No,,,,
302032560182,1,30203256,No,,,,
302032560188,1,30203256,No,,,,
302032560224,1,30203256,No,,,,
302032560227,1,30203256,Yes,A,Children 0-5 years,,
302032560227,1,30203256,Yes,B,Children 6-15 years,,
302032560227,1,30203256,Yes,C,Adults 16-65 years,1,1
302032560227,1,30203256,Yes,D,People over 66 years old,,
302032560250,1,30203256,No,,,,
302032560272,1,30203256,Yes,A,Children 0-5 years,0,0
302032560272,1,30203256,Yes,B,Children 6-15 years,0,0
302032560272,1,30203256,Yes,C,Adults 16-65 years,7,2
302032560272,1,30203256,Yes,D,People over 66 years old,0,0
302032560283,1,30203256,Yes,A,Children 0-5 years,0,0
302032560283,1,30203256,Yes,B,Children 6-15 years,3,3
302032560283,1,30203256,Yes,C,Adults 16-65 years,2,2
302032560283,1,30203256,Yes,D,People over 66 years old,0,0
302032560301,1,30203256,Yes,A,Children 0-5 years,3,1
302032560301,1,30203256,Yes,B,Children 6-15 years,,
302032560301,1,30203256,Yes,C,Adults 16-65 years,,
302032560301,1,30203256,Yes,D,People over 66 years old,,
302032560302,1,30203256,No,,,,
302037670001,1,30203767,No,,,,
302037670017,1,30203767,No,,,,
302037670029,1,30203767,No,,,,
302037670044,1,30203767,No,,,,
302037670059,1,30203767,No,,,,
302037670088,1,30203767,No,,,,
302037670103,1,30203767,No,,,,
302037670118,1,30203767,No,,,,
302037670132,1,30203767,No,,,,
302037670162,1,30203767,No,,,,
302037670191,1,30203767,No,,,,
302037670206,1,30203767,No,,,,
302037670235,1,30203767,Yes,A,Children 0-5 years,0,0
302037670235,1,30203767,Yes,B,Children 6-15 years,0,0
302037670235,1,30203767,Yes,C,Adults 16-65 years,7,7
302037670235,1,30203767,Yes,D,People over 66 years old,0,0
302037670250,1,30203767,No,,,,
302037670265,1,30203767,No,,,,
302037670294,1,30203767,No,,,,
302041260020,1,30204126,No,,,,
302041260032,1,30204126,Yes,A,Children 0-5 years,0,0
302041260032,1,30204126,Yes,B,Children 6-15 years,3,3
302041260032,1,30204126,Yes,C,Adults 16-65 years,0,0
302041260032,1,30204126,Yes,D,People over 66 years old,0,0
302041260045,1,30204126,No,,,,
302041260057,1,30204126,No,,,,
302041260081,1,30204126,No,,,,
302041260094,1,30204126,No,,,,
302041260106,1,30204126,No,,,,
302041260118,1,30204126,No,,,,
302041260143,1,30204126,No,,,,
302041260155,1,30204126,No,,,,
302041260167,1,30204126,No,,,,
302041260180,1,30204126,No,,,,
302041260204,1,30204126,No,,,,
302041260217,1,30204126,No,,,,
302041260229,1,30204126,Yes,A,Children 0-5 years,0,0
302041260229,1,30204126,Yes,B,Children 6-15 years,0,0
302041260229,1,30204126,Yes,C,Adults 16-65 years,1,1
302041260229,1,30204126,Yes,D,People over 66 years old,0,0
302041260253,1,30204126,No,,,,
302057020034,1,30205702,No,,,,
302057020052,1,30205702,No,,,,
302057020086,1,30205702,No,,,,
302057020121,1,30205702,Yes,A,Children 0-5 years,0,0
302057020121,1,30205702,Yes,B,Children 6-15 years,0,0
302057020121,1,30205702,Yes,C,Adults 16-65 years,1,1
302057020121,1,30205702,Yes,D,People over 66 years old,0,0
302057020138,1,30205702,No,,,,
302057020156,1,30205702,No,,,,
302057020173,1,30205702,No,,,,
302057020208,1,30205702,Yes,A,Children 0-5 years,0,0
302057020208,1,30205702,Yes,B,Children 6-15 years,2,2
302057020208,1,30205702,Yes,C,Adults 16-65 years,0,0
302057020208,1,30205702,Yes,D,People over 66 years old,0,0
302057020225,1,30205702,No,,,,
302057020242,1,30205702,No,,,,
302057020260,1,30205702,No,,,,
302057020294,1,30205702,No,,,,
302057020312,1,30205702,No,,,,
302057020329,1,30205702,Yes,A,Children 0-5 years,0,0
302057020329,1,30205702,Yes,B,Children 6-15 years,0,0
302057020329,1,30205702,Yes,C,Adults 16-65 years,2,4
302057020329,1,30205702,Yes,D,People over 66 years old,0,0
302057020346,1,30205702,No,,,,
302057020364,1,30205702,No,,,,
302063410009,2,30206341,No,,,,
302063410019,2,30206341,No,,,,
302063410028,2,30206341,No,,,,
302063410037,2,30206341,No,,,,
302063410054,2,30206341,No,,,,
302063410063,2,30206341,No,,,,
302063410072,2,30206341,No,,,,
302063410081,2,30206341,No,,,,
302063410099,2,30206341,No,,,,
302063410107,2,30206341,No,,,,
302063410116,2,30206341,No,,,,
302063410125,2,30206341,Yes,A,Children 0-5 years,0,0
302063410125,2,30206341,Yes,B,Children 6-15 years,0,0
302063410125,2,30206341,Yes,C,Adults 16-65 years,1,1
302063410125,2,30206341,Yes,D,People over 66 years old,0,0
302063410143,2,30206341,No,,,,
302063410152,2,30206341,No,,,,
302063410161,2,30206341,Yes,A,Children 0-5 years,0,0
302063410161,2,30206341,Yes,B,Children 6-15 years,0,0
302063410161,2,30206341,Yes,C,Adults 16-65 years,0,0
302063410161,2,30206341,Yes,D,People over 66 years old,3,6
302063410178,2,30206341,No,,,,
302065720001,1,30206572,Yes,A,Children 0-5 years,0,0
302065720001,1,30206572,Yes,B,Children 6-15 years,1,2
302065720001,1,30206572,Yes,C,Adults 16-65 years,3,4
302065720001,1,30206572,Yes,D,People over 66 years old,0,0
302065720004,1,30206572,Yes,A,Children 0-5 years,0,0
302065720004,1,30206572,Yes,B,Children 6-15 years,0,0
302065720004,1,30206572,Yes,C,Adults 16-65 years,4,12
302065720004,1,30206572,Yes,D,People over 66 years old,0,0
302065720046,1,30206572,Yes,A,Children 0-5 years,0,0
302065720046,1,30206572,Yes,B,Children 6-15 years,0,0
302065720046,1,30206572,Yes,C,Adults 16-65 years,1,2
302065720046,1,30206572,Yes,D,People over 66 years old,0,0
302065720100,1,30206572,No,,,,
302065720131,1,30206572,No,,,,
302065720152,1,30206572,Yes,A,Children 0-5 years,0,0
302065720152,1,30206572,Yes,B,Children 6-15 years,0,0
302065720152,1,30206572,Yes,C,Adults 16-65 years,2,0
302065720152,1,30206572,Yes,D,People over 66 years old,0,0
302065720201,1,30206572,No,,,,
302065720205,1,30206572,No,,,,
302065720210,1,30206572,Yes,A,Children 0-5 years,0,0
302065720210,1,30206572,Yes,B,Children 6-15 years,0,0
302065720210,1,30206572,Yes,C,Adults 16-65 years,7,14
302065720210,1,30206572,Yes,D,People over 66 years old,0,0
302065720211,1,30206572,No,,,,
302065720217,1,30206572,No,,,,
302065720221,1,30206572,No,,,,
302065720244,1,30206572,No,,,,
302065720269,1,30206572,No,,,,
302065720297,1,30206572,No,,,,
302065720322,1,30206572,No,,,,
302070600017,1,30207060,No,,,,
302070600030,1,30207060,No,,,,
302070600042,1,30207060,No,,,,
302070600055,1,30207060,No,,,,
302070600080,1,30207060,No,,,,
302070600092,1,30207060,Yes,A,Children 0-5 years,0,0
302070600092,1,30207060,Yes,B,Children 6-15 years,3,6
302070600092,1,30207060,Yes,C,Adults 16-65 years,0,0
302070600092,1,30207060,Yes,D,People over 66 years old,0,0
302070600105,1,30207060,No,,,,
302070600117,1,30207060,No,,,,
302070600142,1,30207060,Yes,A,Children 0-5 years,0,0
302070600142,1,30207060,Yes,B,Children 6-15 years,0,0
302070600142,1,30207060,Yes,C,Adults 16-65 years,2,4
302070600142,1,30207060,Yes,D,People over 66 years old,0,0
302070600155,1,30207060,Yes,A,Children 0-5 years,0,0
302070600155,1,30207060,Yes,B,Children 6-15 years,0,0
302070600155,1,30207060,Yes,C,Adults 16-65 years,1,1
302070600155,1,30207060,Yes,D,People over 66 years old,0,0
302070600167,1,30207060,No,,,,
302070600180,1,30207060,Yes,A,Children 0-5 years,0,0
302070600180,1,30207060,Yes,B,Children 6-15 years,2,4
302070600180,1,30207060,Yes,C,Adults 16-65 years,0,0
302070600180,1,30207060,Yes,D,People over 66 years old,0,0
302070600204,1,30207060,No,,,,
302070600217,1,30207060,No,,,,
302070600254,1,30207060,No,,,,
302070600299,1,30207060,No,,,,
302071880027,1,30207188,No,,,,
302071880045,1,30207188,No,,,,
302071880047,1,30207188,No,,,,
302071880071,1,30207188,No,,,,
302071880093,1,30207188,No,,,,
302071880128,1,30207188,Yes,A,Children 0-5 years,0,0
302071880128,1,30207188,Yes,B,Children 6-15 years,0,0
302071880128,1,30207188,Yes,C,Adults 16-65 years,2,14
302071880128,1,30207188,Yes,D,People over 66 years old,0,0
302071880132,1,30207188,Yes,A,Children 0-5 years,0,0
302071880132,1,30207188,Yes,B,Children 6-15 years,0,0
302071880132,1,30207188,Yes,C,Adults 16-65 years,2,5
302071880132,1,30207188,Yes,D,People over 66 years old,0,0
302071880136,1,30207188,Yes,A,Children 0-5 years,0,0
302071880136,1,30207188,Yes,B,Children 6-15 years,0,0
302071880136,1,30207188,Yes,C,Adults 16-65 years,1,2
302071880136,1,30207188,Yes,D,People over 66 years old,0,0
302071880148,1,30207188,No,,,,
302071880151,1,30207188,No,,,,
302071880154,1,30207188,No,,,,
302071880159,1,30207188,No,,,,
302071880171,1,30207188,No,,,,
302071880173,1,30207188,Yes,A,Children 0-5 years,0,0
302071880173,1,30207188,Yes,B,Children 6-15 years,0,0
302071880173,1,30207188,Yes,C,Adults 16-65 years,1,1
302071880173,1,30207188,Yes,D,People over 66 years old,0,0
302071880183,1,30207188,No,,,,
302071880222,1,30207188,No,,,,
302074910009,1,30207491,No,,,,
302074910020,1,30207491,No,,,,
302074910032,1,30207491,No,,,,
302074910044,1,30207491,Yes,A,Children 0-5 years,0,0
302074910044,1,30207491,Yes,B,Children 6-15 years,0,0
302074910044,1,30207491,Yes,C,Adults 16-65 years,1,4
302074910044,1,30207491,Yes,D,People over 66 years old,0,0
302074910056,1,30207491,No,,,,
302074910068,1,30207491,No,,,,
302074910080,1,30207491,No,,,,
302074910092,1,30207491,No,,,,
302074910115,1,30207491,No,,,,
302074910130,1,30207491,No,,,,
302074910151,1,30207491,No,,,,
302074910175,1,30207491,No,,,,
302074910186,1,30207491,No,,,,
302074910198,1,30207491,No,,,,
302074910222,1,30207491,No,,,,
302074910246,1,30207491,No,,,,
302083960004,2,30208396,No,,,,
302083960021,2,30208396,No,,,,
302083960039,2,30208396,No,,,,
302083960056,2,30208396,No,,,,
302083960073,2,30208396,No,,,,
302083960090,2,30208396,No,,,,
302083960107,2,30208396,No,,,,
302083960141,2,30208396,No,,,,
302083960158,2,30208396,Yes,A,Children 0-5 years,0,0
302083960158,2,30208396,Yes,B,Children 6-15 years,2,4
302083960158,2,30208396,Yes,C,Adults 16-65 years,0,0
302083960158,2,30208396,Yes,D,People over 66 years old,0,0
302083960175,2,30208396,No,,,,
302083960209,2,30208396,No,,,,
302083960212,2,30208396,No,,,,
