case_id,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
209052950027,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950027,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
209052950027,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950050,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950050,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2500,0,0,1,2
209052950050,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950073,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950073,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950073,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950095,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950095,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950095,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950141,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950141,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950141,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950164,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
209052950164,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2100,0,0,1,2
209052950164,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950187,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950187,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950187,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950202,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950202,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950202,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1000,0,0,1,2
209052950209,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950209,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950209,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950278,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950278,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,
209052950278,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950300,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950300,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950300,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950323,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950323,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950323,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,500,0,0,1,2
209052950369,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950369,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950369,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950391,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950391,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950391,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950414,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950414,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950414,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209052950460,1,20905295,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209052950460,1,20905295,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209052950460,1,20905295,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100012,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100012,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100012,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100021,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100021,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100021,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100030,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100030,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100030,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100034,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100034,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100034,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100048,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100048,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100048,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,8000,0,0,1,2
209061100057,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100057,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100057,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3000,0,0,1,2
209061100066,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100066,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100066,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100075,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100075,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100075,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100093,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100093,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100093,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100111,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100111,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100111,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100120,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100120,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100120,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100129,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100129,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100129,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100147,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100147,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100147,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100156,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100156,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100156,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100165,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100165,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100165,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209061100183,1,20906110,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209061100183,1,20906110,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209061100183,1,20906110,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240013,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240013,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240013,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240020,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1600,0,0,1,0
209065240020,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240020,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240027,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240027,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,2000,0,1,0
209065240027,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240061,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240061,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240061,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240102,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240102,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,100,0,1,
209065240102,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240152,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240152,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240152,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240160,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240160,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240160,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240180,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240180,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240180,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240193,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240193,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240193,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240205,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240205,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240205,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240211,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240211,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240211,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240225,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,600,0,1,
209065240225,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1500,0,1,
209065240225,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240246,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240246,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240246,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240253,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240253,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240253,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240263,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209065240263,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240263,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209065240299,1,20906524,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,3000,0,1,
209065240299,1,20906524,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209065240299,1,20906524,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,0,1000,0,1,2
209066050011,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050011,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050011,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050025,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050025,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050025,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050038,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050038,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050038,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,100,0,0,1,2
209066050065,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050065,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050065,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050078,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050078,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050078,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,200,0,0,1,2
209066050092,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,150,0,0,1,2
209066050092,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050092,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050119,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050119,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050119,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050132,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050132,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050132,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050145,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050145,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050145,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050172,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050172,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,2500,0,1,2
209066050172,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050185,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,800,0,0,1,2
209066050185,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
209066050185,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050199,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050199,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050199,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050226,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050226,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050226,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050239,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050239,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209066050239,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050252,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050252,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
209066050252,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209066050279,2,20906605,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209066050279,2,20906605,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5200,0,0,1,2
209066050279,2,20906605,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380022,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,0,0,1,
209072380022,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,Yes,4800,0,0,1,
209072380022,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380042,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380042,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380042,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380062,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,10000,0,1,2
209072380062,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380062,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380081,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380081,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380081,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380121,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380121,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380121,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380141,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,0,0,1,2
209072380141,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380141,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1000,0,0,1,2
209072380161,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380161,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380161,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380180,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380180,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1200,0,0,1,2
209072380180,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380220,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380220,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380220,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380240,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380240,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380240,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380260,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1900,0,0,1,
209072380260,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380260,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380279,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380279,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380279,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380319,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380319,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380319,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380339,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380339,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380339,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380359,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380359,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380359,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209072380398,1,20907238,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209072380398,1,20907238,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209072380398,1,20907238,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3000,0,0,1,2
209080510020,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,350,0,0,1,2
209080510020,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510020,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510033,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510033,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510033,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510046,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510046,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510046,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510059,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,
209080510059,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,500,0,1,2
209080510059,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510085,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510085,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510085,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510098,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510098,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,0,0,1,
209080510098,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510111,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510111,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510111,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510124,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510124,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510124,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,900,0,0,1,2
209080510150,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510150,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510150,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510163,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510163,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1200,0,0,1,2
209080510163,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510176,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510176,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510176,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510189,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510189,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,Yes,850,0,0,1,2
209080510189,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510215,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510215,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510215,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510228,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510228,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
209080510228,1,20908051,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
209080510241,1,20908051,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
209080510241,1,20908051,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
