ea_id,com_ci0b,com_ci0b_os,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_os,com_ci07b,com_ci07b_os,com_ci07c,com_ci07c_os,com_ci08a,com_ci08a_os,com_ci08b,com_ci08b_os,com_ci08c,com_ci08c_os,com_ci09a,com_ci09a_os,com_ci09b,com_ci09b_os,com_ci09c,com_ci09c_os,com_ci10,com_ci11,com_ci12,com_ci12_os,com_ci13,com_ci14
20908329,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908329,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908538,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908538,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908538,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908538,Forest,,yes,yes,yes,no,no,yes,USE GUARDS,,USE THE THREAT OF FINE,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,no,,,no,
20908538,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Forest,,yes,yes,no,no,no,yes,USE THE THREAT OF FINE,,USE THE THREAT OF PHYSICAL PUNISHMENT,,,,Time restrictions,,,,,,Physical punishment,,Confiscation of tools/products,,,,Not Effective,no,,,no,
20920520,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20920520,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20920520,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20920520,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20920520,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21031643,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21031643,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21031643,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21031643,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21031643,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037224,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037224,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037224,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037224,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037224,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038392,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038392,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038392,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038392,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038392,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038763,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038763,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038763,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038763,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038763,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051517,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051517,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051517,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051517,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051517,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052642,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052642,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052642,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052642,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052642,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053430,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053430,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053430,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053430,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053430,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21054673,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21054673,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21054673,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21054673,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21054673,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055165,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055165,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055165,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055165,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055165,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21056222,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21056222,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21056222,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21056222,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21056222,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066478,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066478,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066478,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066478,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066478,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069400,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069400,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069400,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069400,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069400,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079006,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079006,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079006,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079006,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079006,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080755,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080755,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080755,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080755,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080755,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083535,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083535,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083535,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083535,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083535,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085094,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085094,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085094,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085094,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085094,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086069,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086069,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086069,Water Body:,COMMUNAL WATER POINTS,yes,yes,yes,no,no,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
21086069,,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
21086069,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087057,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087057,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087057,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087057,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087057,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087736,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087736,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087736,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087736,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087736,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101280,,,yes,yes,yes,no,yes,no,,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,no,,,no,
30101280,Unallocated Arable Land,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30101280,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101280,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101280,Pasture,,yes,yes,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30101545,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,Forest,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30101552,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101552,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101552,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101552,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101552,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102632,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102632,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102632,Water Body:,WATER BODY,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Taking away [resource] use rights,,,,,,Somewhat Effective,no,,,no,
30102632,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102632,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102641,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102641,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102641,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102641,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102641,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103021,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103021,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103021,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103021,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103021,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,Unallocated Arable Land,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30103074,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,Pasture,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30103420,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103420,Pasture,,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30103420,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103420,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103420,Unallocated Arable Land,,yes,no,yes,no,no,no,,,,,,,Other (Specify),NONE,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30104022,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104022,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104022,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104022,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104022,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104040,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104040,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104040,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104040,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104040,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104708,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104708,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104708,Forest,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,USE GUARDS,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30104708,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104708,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Forest,,yes,yes,yes,no,yes,no,,,,,,,Time restrictions,,Other (Specify),PAY MONEY,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,no,,,no,
30105325,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Not Effective,no,,,no,
30106005,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106005,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106005,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106005,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106005,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106331,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106331,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106331,Water Body:,WATER BODY,yes,no,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30106331,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106331,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106750,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30106750,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106750,Unallocated Arable Land,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30106750,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106750,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107395,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107395,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107395,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107395,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107395,Pasture,,yes,yes,yes,no,yes,no,OTHER (SPECIFY),NO EXCLUSION,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30107624,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108117,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108117,,,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30108117,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108117,,,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30108117,Forest,,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30108401,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108401,Unallocated Arable Land,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30108401,Water Body:,LAKE MALAWI,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,yes,Other (Specify),PROTECT FISH,no,
30108401,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108401,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109724,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
