ea_id,com_cc01,com_cc02,com_cc03,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_os,com_cc07b,com_cc07c,com_cc07c_os,com_cc07d,com_cc07e,com_cc07e_os,com_cc07f,com_cc08,com_cc09,com_cc09_os,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14,com_cc15
21055165,MORE MOVED IN,12000,2000,christian,1500,islam,300,none,200,chewa,1900,yao,100,,,both,Patrilineal and neolocal,,2000,,,,,,,30,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21055241,MORE MOVED IN,2998,561,christian,488,none,58,islam,15,chewa,487,tumbuka,59,yao,15,both,Matrilineal and neolocal,,476,Patrilineal and neolocal,,59,Matrilineal and matrilocal (chikamwini),,26,10,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21055693,MORE MOVED IN,6921,1300,christian,879,islam,319,none,102,chewa,735,tumbuka,363,yao,202,both,Matrilineal and neolocal,,1056,Patrilineal and neolocal,,214,Matrilineal and matrilocal (chikamwini),,30,12,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21056222,ABOUT THE SAME OF BOTH,5000,1000,christian,700,traditional,200,OTHER RELIGION,100,chewa,1000,0,0,0,0,both,Matrilineal and patrilocal (chitengwa),,700,Matrilineal and matrilocal (chikamwini),,300,,,,100,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21066096,MORE MOVED IN,30000,5000,christian,4000,islam,700,none,300,chewa,5000,,,,,both,Patrilineal and neolocal,,5000,,,,,,,30,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
21066339,MORE MOVED IN,6799,1349,christian,1221,islam,102,traditional,26,chewa,1190,yao,102,tumbuka,57,both,Matrilineal and neolocal,,1215,Patrilineal and neolocal,,69,Matrilineal and matrilocal (chikamwini),,65,14,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21066478,MORE MOVED IN,10000,2000,christian,1500,none,300,traditional,200,chewa,2000,,,,,both,Matrilineal and matrilocal (chikamwini),,1000,Patrilineal and patrilocal,,1000,,,,20,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21069400,MORE MOVED IN,9000,1800,traditional,1370,none,400,islam,30,chewa,1800,,,,,mother,Matrilineal and patrilocal (chitengwa),,1700,Matrilineal and matrilocal (chikamwini),,100,,,,40,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
21074510,MORE MOVED IN,7152,1402,christian,1226,islam,161,OTHER RELIGION,15,chewa,1280,yao,96,tumbuka,26,both,Matrilineal and neolocal,,1351,Patrilineal and neolocal,,26,Matrilineal and matrilocal (chikamwini),,25,9,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
21077725,ABOUT THE SAME OF BOTH,1044,174,christian,170,islam,4,,,chewa,150,tumbuka,14,english,10,both,Matrilineal and neolocal,,164,Patrilineal and neolocal,,10,,,,4,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21079006,MORE MOVED IN,2333,387,christian,355,islam,17,none,15,chewa,302,tumbuka,70,yao,15,both,Matrilineal and neolocal,,297,Patrilineal and neolocal,,70,Matrilineal and matrilocal (chikamwini),,20,10,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21080308,MORE MOVED IN,11616,2260,christian,1562,none,529,islam,69,chewa,1988,yao,169,lomwe,103,both,Matrilineal and neolocal,,1730,Patrilineal and neolocal,,338,Matrilineal and patrilocal (chitengwa),,192,37,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
21080755,MORE MOVED IN,12000,2000,christian,1500,none,300,islam,200,chewa,2000,,,,,both,Patrilineal and neolocal,,1000,Patrilineal and patrilocal,,1000,,,,10,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21081573,MORE MOVED IN,2662,467,christian,369,islam,50,none,48,chewa,368,yao,50,tumbuka,49,both,Matrilineal and neolocal,,396,Patrilineal and neolocal,,49,Matrilineal and matrilocal (chikamwini),,22,21,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21083535,MORE MOVED IN,15000,3000,christian,2000,islam,700,none,300,chewa,2900,yao,100,,,both,Patrilineal and neolocal,,3000,,,,,,,50,PLANNED HOUSING,,flat,ALMOST NONE,1/4,ALMOST NONE,1/2,yes
21085094,ABOUT THE SAME OF BOTH,6000,1000,christian,800,traditional,150,none,50,chewa,1000,0,0,0,0,father,Matrilineal and patrilocal (chitengwa),,900,Matrilineal and matrilocal (chikamwini),,100,,,,200,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21086069,MORE MOVED IN,20000,5000,christian,4000,none,500,traditional,500,chewa,5000,,,,,mother,Matrilineal and patrilocal (chitengwa),,4000,Matrilineal and matrilocal (chikamwini),,500,Patrilineal and patrilocal,,500,100,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21086436,MORE MOVED IN,1786,350,christian,271,none,69,islam,10,chewa,325,lomwe,15,yao,10,mother,Matrilineal and patrilocal (chitengwa),,218,Matrilineal and matrilocal (chikamwini),,110,Matrilineal and neolocal,,22,6,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21087057,MORE MOVED IN,8500,1500,christian,1000,islam,450,none,50,chewa,1300,yao,150,tumbuka,50,both,Patrilineal and neolocal,,1000,Patrilineal and patrilocal,,500,,,,10,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21087531,MORE MOVED IN,4927,949,christian,620,islam,217,OTHER RELIGION,112,chewa,726,yao,197,tumbuka,26,both,Matrilineal and neolocal,,903,Patrilineal and neolocal,,26,Matrilineal and matrilocal (chikamwini),,20,9,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
21087736,MORE MOVED IN,15000,3000,christian,2500,none,300,islam,200,chewa,3000,,,,,both,Patrilineal and neolocal,,2500,Patrilineal and patrilocal,,500,,,,60,SQUATTER  SETTLEMENT,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21088597,MORE MOVED IN,2699,449,christian,356,traditional,87,islam,6,chewa,423,tumbuka,20,yao,6,both,Matrilineal and matrilocal (chikamwini),,293,Matrilineal and patrilocal (chitengwa),,93,Matrilineal and neolocal,,63,12,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30101280,MORE MOVED IN,1750,350,islam,220,christian,130,,,yao,220,chewa,130,,,mother,Matrilineal and matrilocal (chikamwini),,220,Matrilineal and patrilocal (chitengwa),,130,,,,50,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
30101545,ABOUT THE SAME OF BOTH,2772,554,traditional,500,christian,54,,,yao,500,chewa,54,,,mother,Matrilineal and matrilocal (chikamwini),,554,,,,,,,72,farming,,SLIGHTLY SLOPING,1/4,ALMOST ALL,ALMOST NONE,1/4,yes
30101552,ABOUT THE SAME OF BOTH,1380,340,islam,200,christian,140,,,yao,240,nyanja,100,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,40,,,,28,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30102028,NEITHER ARRIVALS NOR DEPARTURES,2052,922,islam,600,christian,322,,,yao,600,chewa,322,,,mother,Matrilineal and matrilocal (chikamwini),,922,,,,,,,72,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,1/4,no
30102540,MORE MOVED IN,975,215,christian,190,islam,25,,,ngoni,200,yao,15,,,mother,Matrilineal and matrilocal (chikamwini),,190,Matrilineal and patrilocal (chitengwa),,25,,,,11,farming,,MODERATELY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30102632,ABOUT THE SAME OF BOTH,2500,450,islam,350,christian,100,,,yao,400,chewa,50,,,mother,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),,50,,,,21,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30102641,MORE MOVED IN,1794,300,christian,250,islam,50,,,ngoni,260,lomwe,40,,,mother,Matrilineal and matrilocal (chikamwini),,280,Matrilineal and patrilocal (chitengwa),,20,,,,3,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,1/4,yes
30103021,MORE MOVED IN,3200,314,christian,300,islam,14,,,ngoni,280,nyanja,34,,,father,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,14,,,,12,farming,,SLIGHTLY SLOPING,ALMOST NONE,1/4,1/4,ALMOST ALL,yes
30103074,NEITHER ARRIVALS NOR DEPARTURES,3200,1200,traditional,1000,christian,200,,,yao,1000,chewa,200,,,mother,Matrilineal and neolocal,,1000,Patrilineal and neolocal,,200,,,,60,farming,,flat,1/4,ALMOST NONE,1/4,1/2,no
30103420,MORE MOVED IN,875,215,christian,175,islam,40,,,nyanja,115,chewa,60,yao,40,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,15,,,,6,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
30104022,MORE MOVED IN,825,140,islam,120,christian,20,,,yao,130,lomwe,10,,,mother,Matrilineal and matrilocal (chikamwini),,125,Matrilineal and patrilocal (chitengwa),,15,,,,35,farming,,MODERATELY SLOPING,ALMOST NONE,1/2,ALMOST NONE,3/4,no
30104040,MORE MOVED IN,2290,550,islam,350,christian,200,,,yao,400,nyanja,100,lomwe,50,mother,Matrilineal and matrilocal (chikamwini),,350,Other ( Specify),TENANTS,200,,,,25,OTHER (SPECIFY),TPA,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30104708,MORE MOVED OUT,12000,8000,islam,6000,christian,2000,,,yao,6000,chewa,2000,,,mother,Matrilineal and neolocal,,8000,,,,,,,95,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
30105325,ABOUT THE SAME OF BOTH,4000,3500,islam,3000,christian,500,,,yao,3000,chewa,500,,,mother,Matrilineal and matrilocal (chikamwini),,3500,,,,,,,100,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4,yes
30105448,NEITHER ARRIVALS NOR DEPARTURES,1300,800,islam,500,christian,300,,,yao,700,chewa,100,,,mother,Matrilineal and matrilocal (chikamwini),,800,,,,,,,70,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,1/4,no
30106005,ABOUT THE SAME OF BOTH,1450,280,islam,200,christian,80,,,yao,280,,,,,mother,Matrilineal and matrilocal (chikamwini),,250,Matrilineal and patrilocal (chitengwa),,30,,,,30,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30106331,NEITHER ARRIVALS NOR DEPARTURES,2190,365,islam,300,christian,65,,,yao,265,nyanja,100,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,65,,,,30,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30106750,ABOUT THE SAME OF BOTH,4000,1200,islam,700,christian,500,,,yao,700,chewa,500,,,mother,Matrilineal and matrilocal (chikamwini),,1200,,,,,,,500,farming,,flat,1/4,ALMOST NONE,1/4,1/4,yes
30107395,MORE MOVED OUT,21000,18000,islam,9999,christian,8000,,,yao,9999,chewa,1000,,,both,Matrilineal and matrilocal (chikamwini),,9999,,,,,,,500,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30107624,MORE MOVED IN,720,120,islam,90,christian,30,,,yao,80,nyanja,40,,,mother,Matrilineal and matrilocal (chikamwini),,100,Matrilineal and patrilocal (chitengwa),,20,,,,14,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30108117,NEITHER ARRIVALS NOR DEPARTURES,3174,560,islam,460,christian,100,,,yao,400,chewa,100,lomwe,60,mother,Matrilineal and matrilocal (chikamwini),,450,Matrilineal and patrilocal (chitengwa),,110,,,,150,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
30108401,MORE MOVED OUT,4557,2800,islam,1200,christian,1600,,,yao,1200,chewa,1600,,,mother,Matrilineal and neolocal,,2800,,,,,,,70,farming,,STEEPLY SLOPING,3/4,ALMOST NONE,3/4,1/2,yes
30109724,MORE MOVED IN,8000,3200,traditional,3000,christian,200,,,yao,3000,nyanja,200,,,mother,Matrilineal and matrilocal (chikamwini),,3200,,,,,,,73,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4,yes
30120262,MORE MOVED IN,2400,498,islam,400,christian,98,,,yao,410,nyanja,88,,,mother,Matrilineal and matrilocal (chikamwini),,398,Matrilineal and patrilocal (chitengwa),,100,,,,28,SQUATTER  SETTLEMENT,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30201076,ABOUT THE SAME OF BOTH,789,192,islam,160,christian,32,,,yao,180,nyanja,12,,,mother,Matrilineal and matrilocal (chikamwini),,192,,,,,,,36,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30201146,MORE MOVED IN,795,177,islam,100,christian,77,,,yao,120,lomwe,57,,,mother,Matrilineal and matrilocal (chikamwini),,167,Matrilineal and patrilocal (chitengwa),,10,,,,17,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30201498,ABOUT THE SAME OF BOTH,1800,350,islam,250,christian,100,,,yao,200,lomwe,100,nyanja,50,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,50,,,,18,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30201587,MORE MOVED OUT,11000,6000,christian,4000,islam,2000,,,chewa,4000,yao,2000,,,mother,Matrilineal and matrilocal (chikamwini),,6000,,,,,,,400,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
30202252,ABOUT THE SAME OF BOTH,9000,3000,islam,2000,christian,1000,,,yao,2000,chewa,1000,,,mother,Matrilineal and matrilocal (chikamwini),,3000,,,,,,,72,farming,,SLIGHTLY SLOPING,1/4,1/4,ALMOST NONE,1/2,yes
30202403,ABOUT THE SAME OF BOTH,1785,280,islam,180,christian,100,,,yao,200,lomwe,80,,,mother,Matrilineal and matrilocal (chikamwini),,250,Matrilineal and patrilocal (chitengwa),,30,,,,15,farming,,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,1/2,3/4,yes
30203044,ABOUT THE SAME OF BOTH,11000,4000,traditional,2500,christian,1500,,,yao,3000,chewa,1000,,,both,Matrilineal and matrilocal (chikamwini),,4000,,,,,,,70,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,1/2,yes
30203122,MORE MOVED IN,2400,400,islam,300,christian,100,,,yao,350,nyanja,50,,,mother,Matrilineal and matrilocal (chikamwini),,375,Matrilineal and patrilocal (chitengwa),,25,,,,18,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30203142,ABOUT THE SAME OF BOTH,2300,200,islam,150,christian,50,,,yao,180,nyanja,20,,,mother,Matrilineal and matrilocal (chikamwini),,180,Matrilineal and patrilocal (chitengwa),,20,,,,25,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
30203256,MORE MOVED OUT,4500,1500,islam,1000,christian,500,,,yao,1100,lomwe,400,,,mother,Matrilineal and matrilocal (chikamwini),,1500,,,,,,,50,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4,yes
30203767,NEITHER ARRIVALS NOR DEPARTURES,2150,310,islam,160,christian,150,,,yao,160,lomwe,150,,,mother,Matrilineal and matrilocal (chikamwini),,310,,,,,,,62,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30204126,ABOUT THE SAME OF BOTH,1290,258,islam,158,christian,100,,,yao,175,nyanja,83,,,mother,Matrilineal and matrilocal (chikamwini),,220,Matrilineal and patrilocal (chitengwa),,38,,,,17,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30205702,ABOUT THE SAME OF BOTH,1850,364,islam,250,christian,114,,,yao,264,lomwe,100,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and matrilocal (chikamwini),,64,,,,15,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30206341,ABOUT THE SAME OF BOTH,9000,2000,islam,1300,christian,700,,,yao,1300,chewa,700,,,mother,Matrilineal and matrilocal (chikamwini),,2000,,,,,,,80,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4,yes
30206572,ABOUT THE SAME OF BOTH,4000,2000,islam,1000,christian,1000,,,lomwe,1500,yao,500,,,mother,Matrilineal and neolocal,,2000,,,,,,,20,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,1/2,yes
30207060,ABOUT THE SAME OF BOTH,1895,280,islam,200,christian,80,,,yao,200,nyanja,50,lomwe,30,mother,Matrilineal and matrilocal (chikamwini),,250,Matrilineal and patrilocal (chitengwa),,30,,,,25,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30207188,MORE MOVED IN,3500,1200,islam,900,christian,300,,,yao,900,chewa,300,,,mother,Matrilineal and matrilocal (chikamwini),,1200,,,,,,,90,PLANNED HOUSING,,flat,1/2,ALMOST NONE,ALMOST NONE,1/4,no
30207491,NEITHER ARRIVALS NOR DEPARTURES,255,255,islam,175,christian,80,,,yao,200,lomwe,55,,,mother,Matrilineal and matrilocal (chikamwini),,230,Matrilineal and patrilocal (chitengwa),,25,,,,32,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30208396,ABOUT THE SAME OF BOTH,1825,365,islam,287,christian,78,,,yao,210,nyanja,155,,,mother,Matrilineal and matrilocal (chikamwini),,315,Matrilineal and patrilocal (chitengwa),,50,,,,20,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30209287,ABOUT THE SAME OF BOTH,1345,257,islam,157,christian,100,,,yao,200,lomwe,57,,,mother,Matrilineal and matrilocal (chikamwini),,240,Matrilineal and patrilocal (chitengwa),,17,,,,21,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30212167,ABOUT THE SAME OF BOTH,1450,450,islam,250,christian,200,,,lomwe,300,yao,150,,,mother,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),,50,,,,150,farming,,MODERATELY SLOPING,ALMOST NONE,1/4,ALMOST NONE,3/4,yes
30212307,MORE MOVED OUT,10000,3000,islam,2000,christian,1000,,,yao,2000,nyanja,1000,,,mother,Matrilineal and matrilocal (chikamwini),,3000,,,,,,,62,farming,,SLIGHTLY SLOPING,1/4,1/4,ALMOST NONE,3/4,yes
30212492,MORE MOVED OUT,16000,8000,islam,6000,christian,2000,,,yao,6000,chewa,2000,,,mother,Matrilineal and matrilocal (chikamwini),,8000,,,,,,,80,farming,,flat,ALMOST NONE,1/4,ALMOST NONE,1/4,yes
30222077,MORE MOVED IN,1675,527,islam,350,christian,177,,,yao,527,,,,,mother,Matrilineal and matrilocal (chikamwini),,425,Matrilineal and patrilocal (chitengwa),,102,,,,57,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30301554,MORE MOVED IN,11020,2204,islam,1474,christian,930,,,yao,1474,chewa,930,,,mother,Matrilineal and matrilocal (chikamwini),,2197,Matrilineal and patrilocal (chitengwa),,7,,,,11,farming,,flat,ALMOST NONE,1/4,1/4,3/4,yes
30301576,MORE MOVED IN,7448,1064,christian,955,islam,109,,,yao,955,nyanja,109,,,mother,Matrilineal and patrilocal (chitengwa),,687,Matrilineal and matrilocal (chikamwini),,260,,,,17,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
30301590,NEITHER ARRIVALS NOR DEPARTURES,10992,1374,christian,1330,islam,44,,,chewa,1330,nyanja,44,,,mother,Matrilineal and matrilocal (chikamwini),,1374,,,,,,,3,farming,,flat,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,yes
30302283,NEITHER ARRIVALS NOR DEPARTURES,6890,1378,christian,1359,islam,19,,,chewa,1359,nyanja,19,,,mother,Matrilineal and patrilocal (chitengwa),,710,Matrilineal and matrilocal (chikamwini),,668,,,,17,farming,,flat,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,yes
30302357,MORE MOVED IN,5736,717,christian,709,islam,8,,,chewa,709,yao,8,,,mother,Matrilineal and matrilocal (chikamwini),,661,Matrilineal and patrilocal (chitengwa),,42,,,,14,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30302601,NEITHER ARRIVALS NOR DEPARTURES,4848,808,christian,793,islam,15,,,chewa,793,lomwe,15,,,mother,Matrilineal and matrilocal (chikamwini),,771,Matrilineal and patrilocal (chitengwa),,37,,,,13,farming,,flat,1/4,ALMOST ALL,1/2,3/4,yes
30302687,NEITHER ARRIVALS NOR DEPARTURES,4767,681,christian,667,islam,14,,,nyanja,667,yao,14,,,mother,Matrilineal and matrilocal (chikamwini),,644,Matrilineal and patrilocal (chitengwa),,37,,,,5,farming,,flat,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL,yes
30302692,ABOUT THE SAME OF BOTH,5555,505,christian,499,islam,6,,,chewa,499,yao,6,,,mother,Matrilineal and matrilocal (chikamwini),,467,Matrilineal and patrilocal (chitengwa),,38,,,,1,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30304139,NEITHER ARRIVALS NOR DEPARTURES,3206,458,christian,3173,islam,33,,,chewa,3173,nyanja,33,,,mother,Matrilineal and matrilocal (chikamwini),,3173,Matrilineal and patrilocal (chitengwa),,33,,,,13,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30304143,NEITHER ARRIVALS NOR DEPARTURES,4576,572,christian,551,islam,17,traditional,4,chewa,563,yao,9,,,mother,Matrilineal and matrilocal (chikamwini),,555,Matrilineal and patrilocal (chitengwa),,17,,,,3,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
30305082,NEITHER ARRIVALS NOR DEPARTURES,4296,716,christian,650,islam,59,traditional,7,chewa,657,yao,59,,,mother,Matrilineal and matrilocal (chikamwini),,711,Matrilineal and patrilocal (chitengwa),,5,,,,8,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30305258,NEITHER ARRIVALS NOR DEPARTURES,3899,557,christian,342,islam,215,,,chewa,557,,,,,mother,Matrilineal and matrilocal (chikamwini),,550,Matrilineal and patrilocal (chitengwa),,7,,,,4,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,no
30305277,NEITHER ARRIVALS NOR DEPARTURES,4890,795,christian,41,islam,14,traditional,13,chewa,405,nyanja,320,,,mother,Matrilineal and matrilocal (chikamwini),,745,,,,,,,3,farming,,SLIGHTLY SLOPING,1/4,1/4,ALMOST NONE,3/4,yes
30305506,NEITHER ARRIVALS NOR DEPARTURES,9200,1840,christian,1818,islam,22,,,chewa,1818,yao,22,,,mother,Matrilineal and matrilocal (chikamwini),,1788,Matrilineal and patrilocal (chitengwa),,52,,,,27,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30305561,MORE MOVED IN,1252,486,christian,320,islam,66,,,chewa,320,yao,66,,,mother,Matrilineal and matrilocal (chikamwini),,442,Matrilineal and patrilocal (chitengwa),,44,,,,12,farming,,STEEPLY SLOPING,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,yes
30305580,NEITHER ARRIVALS NOR DEPARTURES,16536,684,christian,598,islam,86,,,lomwe,598,nyanja,86,,,mother,Matrilineal and matrilocal (chikamwini),,598,Matrilineal and patrilocal (chitengwa),,86,,,,13,farming,,flat,ALMOST NONE,ALMOST ALL,ALMOST NONE,ALMOST ALL,yes
30306024,NEITHER ARRIVALS NOR DEPARTURES,3535,505,christian,402,islam,103,,,chewa,402,yao,103,,,mother,Matrilineal and matrilocal (chikamwini),,503,Matrilineal and patrilocal (chitengwa),,2,,,,2,farming,,SLIGHTLY SLOPING,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,yes
30306056,MORE MOVED IN,2264,366,christian,253,islam,113,,,chewa,253,yao,113,,,mother,Matrilineal and matrilocal (chikamwini),,343,Matrilineal and patrilocal (chitengwa),,23,,,,2,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30306087,NEITHER ARRIVALS NOR DEPARTURES,1048,204,traditional,187,islam,17,,,chewa,189,yao,15,,,mother,Matrilineal and matrilocal (chikamwini),,189,Matrilineal and patrilocal (chitengwa),,15,,,,1,farming,,flat,1/4,ALMOST NONE,1/2,3/4,yes
30306460,NEITHER ARRIVALS NOR DEPARTURES,2233,319,christian,264,islam,55,,,chewa,264,yao,55,,,mother,Matrilineal and matrilocal (chikamwini),,268,Matrilineal and patrilocal (chitengwa),,51,,,,11,farming,,flat,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
30306555,MORE MOVED IN,2425,840,christian,822,islam,18,,,chewa,822,yao,18,,,mother,Matrilineal and matrilocal (chikamwini),,809,Matrilineal and patrilocal (chitengwa),,31,,,,3,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30306594,MORE MOVED IN,3620,724,christian,656,islam,68,,,chewa,656,yao,68,,,mother,Matrilineal and matrilocal (chikamwini),,607,Matrilineal and patrilocal (chitengwa),,111,,,,6,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30307577,MORE MOVED IN,6100,920,christian,700,islam,200,OTHER RELIGION,20,yao,900,chewa,20,,,mother,Matrilineal and matrilocal (chikamwini),,920,Matrilineal and patrilocal (chitengwa),,20,,,,10,farming,,flat,1/4,3/4,1/4,3/4,yes
