case_id,visit,ea_id,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
207047380093,1,20704738,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,25,50 kg bag,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,50,Lack of transportation,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
207047380095,1,20704738,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,1,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,4,50 kg Bag,,S: Shelled,0,,,
207047380102,1,20704738,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,1,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,Yes,4,50 kg Bag,,S: Shelled,,,,,,,,
207047380102,1,20704738,Yes,RICE LOCAL,,.5,Acre,No,,,,,21,50 kg bag,,Unshelled,July,July,Yes,4,50 kg Bag,,S: Shelled,17500,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
207053720012,1,20705372,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1.5,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720012,1,20705372,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,10,50 kg bag,,Unshelled,May,May,Yes,6,50 kg Bag,,U: Unshelled,3600,1,,0,1,50 kg Bag,,U: Unshelled,0,,,,0,,,,0,,,,2,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
207053720017,1,20705372,Yes,MAIZE HYBRID,,1,Acre,No,,,,,1.5,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,3,50 kg Bag,,S: Shelled,Did Nothing,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720017,1,20705372,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,7,50 kg bag,,Unshelled,April,April,Yes,3,50 kg Bag,,U: Unshelled,2100,1,2,0,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,U: Unshelled,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,U: Unshelled,Did Nothing,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
207053720020,1,20705372,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207053720025,1,20705372,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1.5,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,3,50 kg Bag,,S: Shelled,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
207053720025,1,20705372,Yes,GROUNDNUT CHALIMBANA,,1.5,Acre,No,,,,,20,50 kg bag,,Unshelled,April,June,Yes,19,50 kg Bag,,U: Unshelled,19000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
207053720025,1,20705372,Yes,soyabean,,.30000001,Acre,No,,,,,1,50 kg bag,,Shelled,July,July,Yes,1,50 kg Bag,,S: Shelled,1500,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
207053720026,1,20705372,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,.5,Ox-cart,,Unshelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,S: Shelled,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
207053720026,1,20705372,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,1,Ox-cart,,Unshelled,July,July,Yes,2,50 kg Bag,,U: Unshelled,500,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Food for household,,No,,,,,,,,,,,,,,,,,,,,,
207053720043,1,20705372,Yes,MAIZE HYBRID,,2,Acre,No,,,,,3,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720043,1,20705372,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,200,Kilogram,,Not applicable,February,April,Yes,200,Kilogram,,Not Applicable,6800,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
207053720043,1,20705372,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,5,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
207053720057,1,20705372,Yes,MAIZE LOCAL,,1,Acre,No,,,,,2,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720070,1,20705372,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207053720075,1,20705372,Yes,MAIZE LOCAL,,1,Acre,Yes,Rains,,,,3,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,4,50 kg Bag,,S: Shelled,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
207053720077,1,20705372,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,2,Ox-cart,,Unshelled,May,May,No,,,,,,,,,50,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720077,1,20705372,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,1,Ox-cart,,Unshelled,May,May,No,,,,,,,,,50,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720079,1,20705372,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207053720086,1,20705372,Yes,MAIZE LOCAL,,1,Acre,No,,,,,2,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,1,50 kg Bag,,S: Shelled,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
207053720086,1,20705372,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,5,50 kg bag,,Unshelled,May,June,Yes,2,50 kg Bag,,U: Unshelled,1200,1,2,0,0,,,,0,,,,0,,,,0,,,,2,Pail (large),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
207053720103,1,20705372,Yes,MAIZE LOCAL,,.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,6,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,4,50 kg Bag,,S: Shelled,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
207053720103,1,20705372,Yes,OTHER GROUNDNUT (SPECIFY),COWPEAS,.5,Acre,No,,,,,6,50 kg bag,,Unshelled,April,May,Yes,3,50 kg Bag,,U: Unshelled,150,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
207053720125,1,20705372,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720125,1,20705372,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1.5,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720127,1,20705372,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,40,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,3,50 kg Bag,,S: Shelled,Yes,4,50 kg Bag,,S: Shelled,,,,,,,,
207053720145,1,20705372,Yes,MAIZE LOCAL,,2,Acre,No,,,,,3,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,50,Kilogram,,S: Shelled,,,,,50,Flood,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720145,1,20705372,Yes,MAIZE HYBRID,,1,Acre,No,,,,,1.5,Ox-cart,,Unshelled,May,May,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
207053720145,1,20705372,Yes,GROUNDNUT CG7,,3,Acre,No,,,,,40,50 kg bag,,Unshelled,May,May,Yes,20,50 kg Bag,,S: Shelled,24000,1,2,0,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
207053720145,1,20705372,Yes,IRISH [MALAWI] POTATO,,.5,Acre,No,,,,,.5,Ox-cart,,Not applicable,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
207061630027,1,20706163,Yes,MAIZE HYBRID,,1,Acre,No,,,,,2,Ox-cart,,Unshelled,May,May,Yes,2,50 kg Bag,,S: Shelled,5000,1,2,0,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
207061630027,1,20706163,Yes,MAIZE HYBRID,,1,Acre,No,,,,,2,Ox-cart,,Unshelled,May,May,Yes,3,50 kg Bag,,S: Shelled,5000,1,2,0,0,,,,0,,,,0,,,,0,,,,30,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
207061630051,1,20706163,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,1,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,3,Pail (large),,S: Shelled,0,,,
207061630051,1,20706163,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,3,50 kg bag,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Pail (large),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
207061630142,1,20706163,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
207061630161,1,20706163,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,1,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,No 12 Plate,NO. 12 PLATE,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,U: Unshelled,0,,,,Yes,2,50 kg Bag,,U: Unshelled,,,,,,,,
207061630206,1,20706163,Yes,MAIZE HYBRID,,2,Acre,No,,,,,26,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
207061630206,1,20706163,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,8,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
207061630242,1,20706163,Yes,MAIZE HYBRID,,1,Acre,No,,,,,1,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,10,50 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,0,,,
207061630242,1,20706163,Yes,SWEET POTATO,,1,Acre,No,,,,,5,Ox-cart,,Not applicable,February,February,Yes,4,Ox-cart,,Not Applicable,6000,1,2,0,0,,,,0,,,,0,,,,0,,,,9,Bale,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
207061630388,1,20706163,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,8,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
207061630388,1,20706163,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,5,Bale,,Not applicable,January,March,Yes,5,Bale,,Not Applicable,35000,1,,10000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
207061630388,1,20706163,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,10,50 kg bag,,Shelled,March,June,Yes,8,50 kg Bag,,S: Shelled,32000,2,,500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
207061630388,1,20706163,Yes,soyabean,,.5,Acre,No,,,,,5,50 kg bag,,Shelled,April,April,Yes,3,50 kg Bag,,S: Shelled,4000,2,,100,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
207061630451,1,20706163,Yes,MAIZE HYBRID,,1,Acre,No,,,,,15,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
207061630454,1,20706163,Yes,MAIZE HYBRID,,1,Acre,No,,,,,22,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
207061630454,1,20706163,Yes,soyabean,,.5,Acre,No,,,,,15,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
207061630495,1,20706163,Yes,MAIZE HYBRID,,.25,Acre,Yes,Insects,,,,60,Kilogram,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,6,50 kg Bag,,S: Shelled,0,,,,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
207061630586,1,20706163,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207061630599,1,20706163,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,1,No 12 plate,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,No 12 Plate,,S: Shelled,Yes,1,No 12 Plate,,S: Shelled,,,,,,,,
207061630599,1,20706163,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,300,Kilogram,,Not applicable,February,March,Yes,300,Kilogram,,Not Applicable,1500,1,,2500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
207061630623,1,20706163,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460086,1,20801046,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,2,Ox-cart,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
208010460086,1,20801046,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,10,50 kg bag,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
208010460098,1,20801046,Yes,MAIZE LOCAL,,2,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,5,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,8,50 kg Bag,,S: Shelled,No,,,,,8,50 kg Bag,,S: Shelled,0,,,
208010460110,1,20801046,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460148,1,20801046,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,3,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
208010460148,1,20801046,Yes,soyabean,,.5,Acre,No,,,,,2,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
208010460161,1,20801046,Yes,MAIZE HYBRID,,1.5,Acre,Yes,Diseases,,,,3,Ox-cart,,Unshelled,May,May,Yes,2,50 kg Bag,,S: Shelled,1400,1,,0,75,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,5,50 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,0,,,
208010460161,1,20801046,Yes,TOBACCO BURLEY,,.75,Acre,Yes,Rains,,,,1,Bale,,Not applicable,March,April,Yes,1,Bale,,Not Applicable,24000,1,,500,0,,,,0,,,,0,,,,0,,,,0,,,,30,Kilogram,,Not Applicable,2,Rotting,,,,No,,,,,,,,,,,Seed for planting,,,,No,,,,,,,,,,,,,,,,,,,,,
208010460161,1,20801046,Yes,GROUNDNUT CHALIMBANA,,1,Acre,Yes,Diseases,,,,10,50 kg bag,,Unshelled,May,May,Yes,5,50 kg Bag,,U: Unshelled,5000,1,,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
208010460164,1,20801046,Yes,MAIZE LOCAL,,2,Acre,Yes,Diseases,,,,3,Ox-cart,,Unshelled,April,April,No,,,,,,,,,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,40,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
208010460164,1,20801046,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,10,50 kg bag,,Unshelled,April,April,Yes,5,50 kg Bag,,U: Unshelled,2500,1,2,0,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
208010460171,1,20801046,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460174,1,20801046,Yes,MAIZE HYBRID,,1,Acre,No,,,,,1,Ox-cart,,Unshelled,May,May,Yes,1,50 kg Bag,,S: Shelled,2000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
208010460178,1,20801046,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,3,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
208010460178,1,20801046,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,3,Bale,,Not applicable,March,May,Yes,3,Bale,,Not Applicable,4000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
208010460178,1,20801046,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,12,50 kg bag,,Unshelled,May,May,Yes,5,50 kg Bag,,U: Unshelled,6000,1,2,0,0,,,,0,,,,0,,,,0,,,,4,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
208010460178,1,20801046,Yes,soyabean,,.5,Acre,No,,,,,3,50 kg bag,,Shelled,April,April,Yes,2,50 kg Bag,,S: Shelled,4000,1,2,0,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
208010460211,1,20801046,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LATE CULTIVATION,,,3,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
208010460211,1,20801046,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,Yes,Other (Specify),LATE CULTIVATION,,,2,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
208010460211,1,20801046,Yes,beans,,.5,Acre,Yes,Other (Specify),LATE CULTIVATION,,,10,Kilogram,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
208010460212,1,20801046,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,6,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
