ea_id,com_cg35,com_cg35a,com_cg35a_os,com_cg36,com_cg37
21048764,BETTER OFF,OTHER GOOD (SPECIFY),FREEDOM OF EDUCATION REGARDLESS OF,2006,1/2
21048764,BETTER OFF,OTHER GOOD (SPECIFY),SO MANY MEDICAL OFFICERS INTRODUCED,2009,ALMOST ALL
21048764,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF POLICE VICTIM UNIT,2008,ALMOST ALL
21051203,WORSE OFF,OTHER BAD (SPECIFY),MONEY CIRCULATION IS DIFFICULT IN T,2010,ALMOST ALL
21051203,BETTER OFF,OTHER BAD (SPECIFY),AVAILABILITY OF FOOD IN MARKETS,2010,ALMOST ALL
21051203,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF OF CHIKUKU,2010,ALMOST ALL
21051203,BETTER OFF,OTHER BAD (SPECIFY),FREEDOM OF EXPRESSION IN PUBLIC,2010,ALMOST ALL
21051517,WORSE OFF,OTHER BAD (SPECIFY),LACK OF WAYS TO GET MONEY,2010,ALMOST ALL
21051517,WORSE OFF,OTHER BAD (SPECIFY),LACK OF LOVE WITHIN THE COMMUNITY,2010,ALMOST ALL
21051517,WORSE OFF,OTHER BAD (SPECIFY),LACK OF SECURITY IN THE AREA,2010,ALMOST ALL
21051517,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CLEAN WATER PIPES,2010,ALMOST ALL
21051517,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SECURITY.CRIMES LIKE,2010,ALMOST ALL
21051517,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF FOOD IN MARKETS,2010,ALMOST ALL
21052427,WORSE OFF,POWER OUTAGE(S),,2008,3/4
21052427,WORSE OFF,OTHER BAD (SPECIFY),FAILURE OF THEIR EX - MP IN THE ELE,2009,1/4
21052427,WORSE OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
21052427,BETTER OFF,IMPROVED TRANSPORTATION,,2007,1/4
21052642,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2010,ALMOST ALL
21052642,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF MEASLES,2010,ALMOST ALL
21052642,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT ON SECURITY,2010,ALMOST ALL
21052642,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF FOOD IN MARKETS,2010,ALMOST ALL
21053430,WORSE OFF,POWER OUTAGE(S),,2009,1/2
21053430,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CREDIT OPPORTUNITIES,2006,1/4
21053430,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY HAS IMPROVED (COMMUNITY PO,2007,ALMOST ALL
21053430,BETTER OFF,OTHER GOOD (SPECIFY),ROAD MAINTENANCE HAS IMPROVED,2006,ALMOST ALL
21053430,BETTER OFF,OTHER GOOD (SPECIFY),ELECTRICITY HAS BEEN INSTALLED MANY,2007,1/4
21053430,BETTER OFF,OTHER GOOD (SPECIFY),PIPED WATER EXTENSION TO MANY HOUSE,2006,1/4
21053745,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
21053745,WORSE OFF,OTHER BAD (SPECIFY),POOR ROAD INFRASTRUCTURE WITHIN THE,2006,ALMOST ALL
21053745,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CREDIT FACILITIES TO BUSSIN,2006,ALMOST ALL
21053745,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21053745,BETTER OFF,OTHER GOOD (SPECIFY),THERE IS SECURITY.ROBBERY HAS GONE,2007,ALMOST ALL
21054673,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2010,ALMOST ALL
21054673,WORSE OFF,OTHER BAD (SPECIFY),HIGH PRICE OF WATER AND OTHER ESENT,2010,ALMOST ALL
21054673,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY  OF FOOD IN MARKETS,2010,ALMOST ALL
21055165,BETTER OFF,OTHER BAD (SPECIFY),IMPROVEMENT OF SECURITY IN THE AREA,2010,ALMOST ALL
21055165,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF MEASLES,2010,ALMOST ALL
21055165,WORSE OFF,OTHER BAD (SPECIFY),DUE TO INFLUENCE OF CHINA ALL BUSIN,2010,ALMOST ALL
21055165,BETTER OFF,OTHER BAD (SPECIFY),AVAILABILITY OF FOOD IN MARKETS,2010,ALMOST ALL
21055165,WORSE OFF,OTHER BAD (SPECIFY),UNEMPLOYMENT IS VERY HIGH,2010,ALMOST ALL
21055241,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
21055241,WORSE OFF,POWER OUTAGE(S),,2009,ALMOST ALL
21055241,WORSE OFF,OTHER BAD (SPECIFY),FAILURE BY GOVT.TO PROVIDE SUBSIDIZ,2008,1/4
21055241,WORSE OFF,OTHER BAD (SPECIFY),WATER SHORTAGES DURING CERTAIN TIME,2009,ALMOST ALL
21055241,BETTER OFF,OTHER GOOD (SPECIFY),ELECTRICITY CONNECTION HAS IMPROVED,2009,1/2
21055241,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVED WATER FACILITIES  BY WATER,2009,3/4
21055241,BETTER OFF,OTHER GOOD (SPECIFY),BRIDGE CONSTRUCTED,2009,ALMOST ALL
21055241,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY STRENGTHENED,2009,ALMOST ALL
21055693,WORSE OFF,MASSIVE JOB LAY-OFFS,,2007,1/4
21055693,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21055693,BETTER OFF,OTHER GOOD (SPECIFY),ADEQUATE FOOD SUPPLY IN THE MARKETS,2006,ALMOST ALL
21055693,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY HAS IMPROVED TREMENDOUSLY,2006,ALMOST ALL
21056222,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
21056222,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF MALARIA,2010,ALMOST ALL
21056222,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SEURITY IN THE AREA,2007,ALMOST ALL
21056222,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF FERILIZER PRICES,2010,ALMOST ALL
21056222,BETTER OFF,OTHER GOOD (SPECIFY),DRILLING OF BORE HOLE,2006,ALMOST ALL
21066096,WORSE OFF,OTHER BAD (SPECIFY),LACK OF REGULAR REFUSE COLLECTION B,2010,ALMOST ALL
21066096,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CLEAN PIPED WATER,2009,ALMOST ALL
21066096,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
21066339,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2007,ALMOST ALL
21066339,BETTER OFF,POWER OUTAGE(S),,2006,ALMOST ALL
21066339,WORSE OFF,OTHER BAD (SPECIFY),CHOLERA OCCURENCE EVERY  YEAR,2006,ALMOST ALL
21066339,WORSE OFF,OTHER BAD (SPECIFY),FAILURE BY POLICE TO SEND STAFF IN,2009,ALMOST ALL
21066339,WORSE OFF,OTHER BAD (SPECIFY),AVAILABILITY OF CLEAN GOOD WATER TO,2008,ALMOST ALL
21066339,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21066478,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2010,ALMOST ALL
21066478,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CLEAN PIPED WATER,2010,ALMOST ALL
21066478,BETTER OFF,OTHER GOOD (SPECIFY),ELECTRIFICATION OF THE AREA,2007,ALMOST ALL
21069400,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMLOYMENT,2010,ALMOST ALL
21069400,WORSE OFF,OTHER BAD (SPECIFY),GOVERNMENT OF FORCING THEM TO MOVE,2011,ALMOST ALL
21069400,WORSE OFF,OTHER BAD (SPECIFY),LACK OF PROPER MARKETS,2010,ALMOST ALL
21069400,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF FOOD PRICES,2010,ALMOST ALL
21074510,WORSE OFF,SHARP CHANGE IN PRICES,,2006,ALMOST ALL
21074510,WORSE OFF,POWER OUTAGE(S),,2009,1/4
21074510,BETTER OFF,OTHER BAD (SPECIFY),IMROVED TRANSPORTATION,2006,ALMOST ALL
21074510,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
21077725,WORSE OFF,POWER OUTAGE(S),,2008,ALMOST ALL
21077725,WORSE OFF,OTHER BAD (SPECIFY),NO GOVT. PRIMARY &SEC. SCHS.  IN T,2006,ALMOST ALL
21077725,WORSE OFF,OTHER BAD (SPECIFY),NO GOVT. CLINIC IN COMMUNITY,2006,ALMOST ALL
21077725,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
21077725,BETTER OFF,OTHER GOOD (SPECIFY),ROBBERIES HAVE GONE DOWN BECAUSE OF,2008,ALMOST ALL
21079006,WORSE OFF,SHARP CHANGE IN PRICES,,2007,ALMOST ALL
21079006,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2006,1/2
21079006,WORSE OFF,OTHER BAD (SPECIFY),A LOT OF CONTRIBUTIONS AT PRIMARY S,2006,ALMOST ALL
21079006,WORSE OFF,OTHER BAD (SPECIFY),BREAK DOWN OF WATER KIOSKS,2008,ALMOST ALL
21079006,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21080308,WORSE OFF,OTHER BAD (SPECIFY),ROBBERY INCREASE IN BUSINESS SHOPS,2010,1/4
21080308,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMLOYMENT,2010,1/4
21080308,BETTER OFF,IMPROVED TRANSPORTATION,,2007,ALMOST ALL
21080308,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF FOOD MAIZE IN MKT.,2006,ALMOST ALL
21080755,WORSE OFF,OTHER BAD (SPECIFY),HIGH PRICES OF COMMODITIES  E.G. SO,2010,ALMOST ALL
21080755,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPL0YMENT,2010,ALMOST ALL
21080755,WORSE OFF,OTHER BAD (SPECIFY),HIGH PRICES OF COMMODITIES,2010,ALMOST ALL
21080755,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SECURITY IN COMMUNIT,2010,ALMOST ALL
21080755,BETTER OFF,OTHER GOOD (SPECIFY),NEW FREE SCHOOL,2010,ALMOST ALL
21080755,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF MAIZE AND OTHER FOO,2010,ALMOST ALL
21081573,WORSE OFF,POWER OUTAGE(S),,2009,1/4
21081573,WORSE OFF,OTHER BAD (SPECIFY),LACK OF JOB OPPORTUNTIES,2006,ALMOST ALL
21081573,WORSE OFF,OTHER BAD (SPECIFY),DISCONTINUATION OF SUBSIDIES TO COM,2007,ALMOST ALL
21081573,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21083535,BETTER OFF,OTHER BAD (SPECIFY),AVAILABILITY OF STAPLE FOOD IN MARK,2010,ALMOST ALL
21083535,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF SMALL POX (CHIKUKU),2010,ALMOST ALL
21083535,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT AND CIRCULATION,2010,ALMOST ALL
21085094,WORSE OFF,OTHER BAD (SPECIFY),THEFT BY GANGS OF PEOPLE,2011,ALMOST ALL
21085094,WORSE OFF,OTHER BAD (SPECIFY),LACK OF PROPER MARKETS FOR OTHER CR,2010,ALMOST ALL
21085094,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF CHICKEN POX,2010,ALMOST ALL
21085094,WORSE OFF,OTHER BAD (SPECIFY),POOR PRICES OF TOBACCO AT AUCTION,2010,ALMOST ALL
21085094,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF FOOD IN MARKETS,2010,ALMOST ALL
21085094,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF FERTILIZER PRICES,2010,ALMOST ALL
21085094,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SECURITY IN THE AREA,2008,ALMOST ALL
21086069,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
21086069,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT IN FACTORIES DUE,2010,ALMOST ALL
21086069,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SECURITY IN THE AREA,2010,ALMOST ALL
21086069,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF DRUGS IN HOSPITALS,2010,ALMOST ALL
21086436,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2006,1/4
21086436,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2006,1/4
21086436,WORSE OFF,OTHER BAD (SPECIFY),LACK OF TRANSPORTATION ACCESS -VEHI,2006,1/4
21086436,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF A DAILY MARKET CLOS,2008,ALMOST ALL
21086436,BETTER OFF,OTHER GOOD (SPECIFY),NEW MAIZE MILL,2006,ALMOST ALL
21087057,WORSE OFF,OTHER BAD (SPECIFY),POOR CIRCULATION  OF MONEY. NO BUSI,2010,ALMOST ALL
21087057,WORSE OFF,OTHER BAD (SPECIFY),HIGH DEMAND OF SCHOOL CONTRIBUTION,2010,ALMOST ALL
21087057,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2010,ALMOST ALL
21087057,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
21087531,WORSE OFF,OTHER BAD (SPECIFY),SNATCHING OF GOODS FROM BUSINESSMEN,2009,1/4
21087531,WORSE OFF,OTHER BAD (SPECIFY),BUSINESSES ARE COLLAPSING DUE TO LA,2008,1/2
21087531,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY IS BETTER OFF,2007,ALMOST ALL
21087531,BETTER OFF,OTHER GOOD (SPECIFY),THERE IS ADEQUATE FOOD IN MARKETS,2007,ALMOST ALL
21087736,WORSE OFF,OTHER BAD (SPECIFY),STOPPAGE OF VENDING IN TOWNS,2010,ALMOST ALL
21087736,WORSE OFF,OTHER BAD (SPECIFY),CIRCULATION OF MONEY IS POOR .NO BU,2010,ALMOST ALL
21087736,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF MEASLES,2010,ALMOST ALL
21087736,WORSE OFF,OTHER BAD (SPECIFY),POOR PAYMENTS /LOW SALARIES,2010,ALMOST ALL
21087736,BETTER OFF,OTHER GOOD (SPECIFY),IMROVED TARMAK AND ELECTRICITY IN T,2010,ALMOST ALL
21087736,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVED SECURITY IN AREAS,2010,ALMOST ALL
21087736,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILTY OF FOOD IN THE MARKETS,2010,ALMOST ALL
21088597,WORSE OFF,SHARP CHANGE IN PRICES,,2007,3/4
21088597,WORSE OFF,OTHER BAD (SPECIFY),REDUCTION IN NUMBER OF HH BENEFITTI,2009,3/4
21088597,BETTER OFF,OTHER GOOD (SPECIFY),AT LEAST THERE IS PROVISION FOR PIP,2008,1/2
30101280,WORSE OFF,OTHER BAD (SPECIFY),LACK OF GOOD INFRASTRUCTURE,2008,ALMOST ALL
30101280,WORSE OFF,OTHER BAD (SPECIFY),GOVERNMENT DOESN'T RECOGNISE THEM,2009,ALMOST ALL
30101280,WORSE OFF,OTHER BAD (SPECIFY),PROBLEM TO GET MONEY,2009,1/2
30101280,BETTER OFF,OTHER GOOD (SPECIFY),NO THEFT,2010,ALMOST ALL
30101545,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2010,ALMOST ALL
30101545,WORSE OFF,OTHER BAD (SPECIFY),TRADO PUMPS DISTRIBUTION,2010,ALMOST ALL
30101545,WORSE OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
30101545,BETTER OFF,OTHER GOOD (SPECIFY),ENOUGH FOOD BECAUSE OF FREE FERTILI,2008,ALMOST ALL
30101552,WORSE OFF,drought,,2009,ALMOST ALL
30101552,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,1/2
30101552,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2009,1/4
30102028,WORSE OFF,OTHER BAD (SPECIFY),TEACHERS HOUSES ARE INSUFFICIENT,2008,1/4
30102028,BETTER OFF,OTHER GOOD (SPECIFY),CELL PHONE NETWORK,2008,ALMOST ALL
30102540,WORSE OFF,drought,,2009,ALMOST ALL
30102540,WORSE OFF,SHARP CHANGE IN PRICES,,2009,3/4
30102540,WORSE OFF,OTHER BAD (SPECIFY),LACK OF MARKETS,2008,3/4
30102540,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
30102540,BETTER OFF,OTHER GOOD (SPECIFY),COUPONS(FERT. SUBSIDY),2009,1/4
30102632,WORSE OFF,OTHER BAD (SPECIFY),LACK OF PUBLIC HEALTH FACILITY,2007,ALMOST ALL
30102632,WORSE OFF,OTHER BAD (SPECIFY),LACK OF SECONDARY SCHOOL,2007,1/2
30102632,WORSE OFF,OTHER BAD (SPECIFY),INADEQUATE TEACHER'S HOUSES,2007,3/4
30102632,WORSE OFF,OTHER BAD (SPECIFY),LACK OF LOAN FACILITIES,2007,ALMOST ALL
30102632,BETTER OFF,DEVELOPMENT PROJECT,,2008,3/4
30102632,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
30102632,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2009,1/2
30102641,WORSE OFF,OTHER BAD (SPECIFY),NO INCOME GENERATING OPPOTUNITIES,2008,ALMOST ALL
30102641,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CREDIT FACILITY,2006,ALMOST ALL
30102641,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
30102641,BETTER OFF,OTHER GOOD (SPECIFY),BOREHOLE,2007,ALMOST ALL
30102641,BETTER OFF,OTHER GOOD (SPECIFY),ROAD IMPROVEMENT,2009,ALMOST ALL
30102641,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2008,1/2
30103021,WORSE OFF,drought,,2009,ALMOST ALL
30103021,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
30103021,BETTER OFF,DEVELOPMENT PROJECT,,2009,3/4
30103021,BETTER OFF,DEVELOPMENT PROJECT,,2008,3/4
30103021,BETTER OFF,NEW ROAD,,2005,ALMOST ALL
30103021,BETTER OFF,OTHER GOOD (SPECIFY),FOOD AVAILABILITY,2009,1/2
30103074,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
30103074,WORSE OFF,SHARP CHANGE IN PRICES,,2009,1/4
30103074,BETTER OFF,OTHER BAD (SPECIFY),IMPROVED TRANSPORTATION,2009,1/2
30103074,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2009,3/4
30103420,WORSE OFF,drought,,2009,ALMOST ALL
30103420,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
30103420,BETTER OFF,NEW ROAD,,2005,ALMOST ALL
30103420,BETTER OFF,NEW SCHOOL,,2007,3/4
30103420,BETTER OFF,OTHER GOOD (SPECIFY),SUBSIDY FERTILIZER,2008,3/4
30104022,WORSE OFF,drought,,2009,ALMOST ALL
30104022,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30104022,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30104022,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2009,1/2
30104040,WORSE OFF,OTHER BAD (SPECIFY),LACK OF MARTENITY WING,2005,ALMOST ALL
30104040,WORSE OFF,OTHER BAD (SPECIFY),LACK OF LOAN FACILITIES,2005,ALMOST ALL
30104040,WORSE OFF,OTHER BAD (SPECIFY),NO COMMUNITY DAY,2005,ALMOST ALL
30104040,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
30104040,BETTER OFF,NEW SCHOOL,,2006,ALMOST ALL
30104040,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2009,1/4
30104708,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
30104708,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2007,ALMOST ALL
30104708,WORSE OFF,OTHER BAD (SPECIFY),"TEACHERS HOUSES,OFFICES AND WATER A",2007,ALMOST ALL
30104708,BETTER OFF,OTHER BAD (SPECIFY),HAVE ENOUGH LAND TO CULTIVATE,2007,ALMOST ALL
30104708,WORSE OFF,OTHER BAD (SPECIFY),LACK OF FIREWOOD,2007,ALMOST ALL
30104708,BETTER OFF,OTHER GOOD (SPECIFY),IRRIGATION TRAININGS,2005,3/4
30105325,WORSE OFF,drought,,2009,ALMOST ALL
30105325,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
30105325,BETTER OFF,NEW HEALTH FACILITY,,2008,3/4
30105325,BETTER OFF,ON-GRID ELECTRICITY,,2008,1/2
30105448,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,ALMOST ALL
30105448,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2006,ALMOST ALL
30105448,BETTER OFF,NEW HEALTH FACILITY,,2006,ALMOST ALL
30105448,BETTER OFF,ON-GRID ELECTRICITY,,2005,ALMOST ALL
30106005,WORSE OFF,OTHER BAD (SPECIFY),LACK OF SCHOOL BLOCKS,2008,ALMOST ALL
30106005,WORSE OFF,OTHER BAD (SPECIFY),LOW PRODUCE PRICES,2009,ALMOST ALL
30106005,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CLINIC,2007,ALMOST ALL
30106005,WORSE OFF,OTHER BAD (SPECIFY),POOR ROAD NETWORK,2007,ALMOST ALL
30106005,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2010,1/2
30106331,WORSE OFF,drought,,2009,ALMOST ALL
30106331,WORSE OFF,CROP DISEASE/PESTS,,2007,3/4
30106331,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,3/4
30106331,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
30106331,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
30106331,BETTER OFF,IMPROVED TRANSPORTATION,,2007,ALMOST ALL
30106331,BETTER OFF,OTHER GOOD (SPECIFY),COUPONS(FERTLIZER SUBSIDY),2008,1/2
30106750,WORSE OFF,drought,,2010,ALMOST ALL
30106750,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
30106750,BETTER OFF,OTHER BAD (SPECIFY),IMPROVED TRANSPORTATION,2009,3/4
30106750,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVED WATER(BOREHOLES),2008,1/2
30107395,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,ALMOST ALL
30107395,WORSE OFF,OTHER BAD (SPECIFY),LUCKY OF HELP FOR ORPHANS,2009,ALMOST ALL
30107395,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2009,3/4
30107395,BETTER OFF,IMPROVED TRANSPORTATION,,2009,3/4
30107624,WORSE OFF,drought,,2009,ALMOST ALL
30107624,WORSE OFF,SHARP CHANGE IN PRICES,,2008,1/2
30107624,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30107624,BETTER OFF,OTHER GOOD (SPECIFY),COUPONS(FOR FERTILIZER),2008,1/4
30108117,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2005,ALMOST ALL
30108117,WORSE OFF,OTHER BAD (SPECIFY),INADEQUATE COUPONS,2008,ALMOST ALL
30108117,WORSE OFF,OTHER BAD (SPECIFY),REMOVAL OF DOCK,2005,ALMOST ALL
30108117,WORSE OFF,OTHER BAD (SPECIFY),LACK OF ADEQUATE WATER SOURCES,2006,ALMOST ALL
30108117,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
30108117,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2008,1/4
30108401,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/2
30108401,BETTER OFF,OTHER BAD (SPECIFY),IMPROVED TRANSPORTATION,2009,ALMOST NONE
30109724,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
30109724,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
30109724,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
30120262,WORSE OFF,drought,,2008,ALMOST ALL
30120262,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/2
30120262,WORSE OFF,OTHER BAD (SPECIFY),DEMOLITION OF HAWKERS,2008,1/2
30120262,BETTER OFF,NEW HEALTH FACILITY,,2008,ALMOST ALL
30120262,BETTER OFF,OTHER GOOD (SPECIFY),SUBSIDY FERTILIZER,2009,1/2
30120262,BETTER OFF,OTHER GOOD (SPECIFY),EASY COMMUNICATION(CELLPHONES),2007,3/4
30120262,BETTER OFF,OTHER GOOD (SPECIFY),SILOS,2009,3/4
30201076,WORSE OFF,drought,,2009,ALMOST ALL
30201076,WORSE OFF,SHARP CHANGE IN PRICES,,2006,3/4
30201076,BETTER OFF,DEVELOPMENT PROJECT,,2008,1/2
30201076,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
30201146,WORSE OFF,drought,,2009,ALMOST ALL
30201146,WORSE OFF,LIVESTOCK DISEASE,,2009,3/4
30201146,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER COUPON,2007,1/2
30201498,WORSE OFF,drought,,2009,ALMOST ALL
30201498,WORSE OFF,OTHER BAD (SPECIFY),POOR WATER SOURCES,2005,ALMOST ALL
30201498,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
30201498,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2008,1/2
30201587,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/4
30201587,WORSE OFF,NEW EMPLOYMENT OPPORTUNITIES,,2010,1/2
30201587,WORSE OFF,OTHER GOOD (SPECIFY),FIREWOOD SCARSE,2010,3/4
30202252,WORSE OFF,drought,,2009,ALMOST ALL
30202252,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
30202252,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30202252,BETTER OFF,NEW ROAD,,2010,ALMOST ALL
30202403,WORSE OFF,OTHER BAD (SPECIFY),LACK OF HEALTH FACILITY,2007,ALMOST ALL
30202403,WORSE OFF,OTHER BAD (SPECIFY),LACK COMMODITY MARKETS,2007,ALMOST ALL
30202403,WORSE OFF,OTHER BAD (SPECIFY),POOR ROAD NETWORK,2007,ALMOST ALL
30202403,WORSE OFF,OTHER BAD (SPECIFY),LACK OF SECONDARY SCHOOL,2007,ALMOST ALL
30202403,BETTER OFF,OTHER GOOD (SPECIFY),FERTELIZER SUBSIDY,2009,1/4
30203044,WORSE OFF,drought,,2009,ALMOST ALL
30203044,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
30203044,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2009,ALMOST ALL
30203044,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
30203044,BETTER OFF,OFF-GRID ELECTRICITY,,2010,ALMOST ALL
30203122,WORSE OFF,drought,,2009,ALMOST ALL
30203122,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
